Month-Year,Utility,Utility sub-region,Customer class,Supply type,customers,load,Date
3/1/17,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,957,455.8571429,3/1/17
3/1/17,Emera Maine,Maine Public District,Large,CEP customers,13,431.0322581,3/1/17
3/1/17,Emera Maine,Maine Public District,Large,Standard offer customers,1,0.032258065,3/1/17
3/1/17,Emera Maine,Maine Public District,Small,CEP customers,418,27.03225807,3/1/17
3/1/17,Emera Maine,Maine Public District,Small,Standard offer customers,36544,809.0645161,3/1/17
3/1/17,Central Maine Power,N/A,Medium,CEP customers,6119,3889.7437,3/1/17
3/1/17,Central Maine Power,N/A,Medium,Standard offer customers,6650,1834.564945,3/1/17
2/1/17,Emera Maine,Bangor Hydro District,Small,CEP customers,10883,218.1428571,2/1/17
2/1/17,Emera Maine,Bangor Hydro District,Small,Standard offer customers,113249,1982.714286,2/1/17
2/1/17,Emera Maine,Maine Public District,Large,CEP customers,13,435.4642857,2/1/17
2/1/17,Emera Maine,Maine Public District,Large,Standard offer customers,1,0.035714286,2/1/17
2/1/17,Emera Maine,Maine Public District,Small,CEP customers,423,30.03571429,2/1/17
2/1/17,Emera Maine,Maine Public District,Small,Standard offer customers,36544,891.5,2/1/17
2/1/17,Emera Maine,Bangor Hydro District,Large,CEP customers,34,496.1428571,2/1/17
2/1/17,Emera Maine,Bangor Hydro District,Large,Standard offer customers,13,20.57142857,2/1/17
2/1/17,Central Maine Power,N/A,Large,CEP customers,297,6024.702393,2/1/17
2/1/17,Central Maine Power,N/A,Large,Standard offer customers,37,164.0319286,2/1/17
2/1/17,Central Maine Power,N/A,Small,CEP customers,102593,1952.846152,2/1/17
2/1/17,Central Maine Power,N/A,Small,Standard offer customers,508166,10670.4786,2/1/17
2/1/17,Central Maine Power,N/A,Medium,CEP customers,4915,3181.0364,2/1/17
2/1/17,Central Maine Power,N/A,Medium,Standard offer customers,5404,1999.13885,2/1/17
2/1/17,Emera Maine,Bangor Hydro District,Medium,CEP customers,836,792.2857143,2/1/17
2/1/17,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,956,392.8571429,2/1/17
2/1/17,Emera Maine,Maine Public District,Medium,CEP customers,72,125.8928571,2/1/17
2/1/17,Emera Maine,Maine Public District,Medium,Standard offer customers,116,120.6785714,2/1/17
1/1/17,Emera Maine,Bangor Hydro District,Small,CEP customers,10804,243.4285714,1/1/17
1/1/17,Emera Maine,Bangor Hydro District,Small,Standard offer customers,113323,2118.857143,1/1/17
1/1/17,Emera Maine,Bangor Hydro District,Medium,CEP customers,838,436.1428571,1/1/17
1/1/17,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,954,858,1/1/17
1/1/17,Central Maine Power,N/A,Small,CEP customers,119322,2830.698194,1/1/17
1/1/17,Central Maine Power,N/A,Small,Standard offer customers,498874,11366.06048,1/1/17
1/1/17,Emera Maine,Maine Public District,Medium,CEP customers,72,116.6129032,1/1/17
1/1/17,Emera Maine,Maine Public District,Medium,Standard offer customers,117,116,1/1/17
1/1/17,Central Maine Power,N/A,Large,CEP customers,373,7200.099065,1/1/17
1/1/17,Central Maine Power,N/A,Large,Standard offer customers,45,207.5249677,1/1/17
1/1/17,Emera Maine,Maine Public District,Small,CEP customers,423,29.90322581,1/1/17
1/1/17,Emera Maine,Maine Public District,Small,Standard offer customers,36547,944.7419355,1/1/17
1/1/17,Emera Maine,Maine Public District,Large,CEP customers,13,429.1935484,1/1/17
1/1/17,Emera Maine,Maine Public District,Large,Standard offer customers,1,0,1/1/17
1/1/17,Central Maine Power,N/A,Medium,CEP customers,5845,3733.325032,1/1/17
1/1/17,Central Maine Power,N/A,Medium,Standard offer customers,6290,1980.67071,1/1/17
1/1/17,Emera Maine,Bangor Hydro District,Large,CEP customers,34,507.8571429,1/1/17
1/1/17,Emera Maine,Bangor Hydro District,Large,Standard offer customers,13,20.71428571,1/1/17
12/1/16,Central Maine Power,N/A,Large,CEP customers,374,7089.284355,12/1/16
12/1/16,Central Maine Power,N/A,Large,Standard offer customers,44,171.9303226,12/1/16
12/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,30,449.8571429,12/1/16
12/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,13,19.14285714,12/1/16
12/1/16,Central Maine Power,N/A,Medium,CEP customers,5930,3739.898419,12/1/16
12/1/16,Central Maine Power,N/A,Medium,Standard offer customers,6200,1818.030516,12/1/16
12/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,835,865,12/1/16
12/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,973,443,12/1/16
12/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10958,245.7142857,12/1/16
12/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,113315,1911.285714,12/1/16
12/1/16,Emera Maine,Maine Public District,Small,CEP customers,470,29.35483871,12/1/16
12/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,37055,1000.419355,12/1/16
12/1/16,Emera Maine,Maine Public District,Large,CEP customers,13,372.0645161,12/1/16
12/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,1,0,12/1/16
12/1/16,Central Maine Power,N/A,Small,CEP customers,122411,2699.258419,12/1/16
12/1/16,Central Maine Power,N/A,Small,Standard offer customers,495489,10194.68474,12/1/16
12/1/16,Emera Maine,Maine Public District,Medium,CEP customers,70,132.6774194,12/1/16
12/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,113,137.2580645,12/1/16
11/1/16,Central Maine Power,N/A,Medium,CEP customers,5420,3300.1482,11/1/16
11/1/16,Central Maine Power,N/A,Medium,Standard offer customers,5628,1567.592633,11/1/16
11/1/16,Emera Maine,Maine Public District,Small,CEP customers,474,30.1,11/1/16
11/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,37129,858.6333333,11/1/16
11/1/16,Emera Maine,Maine Public District,Large,CEP customers,12,397,11/1/16
11/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,1,2.033333333,11/1/16
11/1/16,Central Maine Power,N/A,Small,CEP customers,116729,2162.0121,11/1/16
11/1/16,Central Maine Power,N/A,Small,Standard offer customers,494766,7901.732733,11/1/16
11/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,34,553,11/1/16
11/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,16,11/1/16
11/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,836,917,11/1/16
11/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,989,478,11/1/16
11/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10833,234,11/1/16
11/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,113842,2025,11/1/16
11/1/16,Central Maine Power,N/A,Large,CEP customers,337,7405.8032,11/1/16
11/1/16,Central Maine Power,N/A,Large,Standard offer customers,41,142.6759333,11/1/16
11/1/16,Emera Maine,Maine Public District,Medium,CEP customers,72,138.1333333,11/1/16
11/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,111,126.8666667,11/1/16
10/1/16,Central Maine Power,N/A,Small,CEP customers,123604,2614.276194,10/1/16
10/1/16,Central Maine Power,N/A,Small,Standard offer customers,487190,7075.287258,10/1/16
10/1/16,Central Maine Power,N/A,Large,CEP customers,318,7383.111677,10/1/16
10/1/16,Central Maine Power,N/A,Large,Standard offer customers,41,155.3804194,10/1/16
10/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,835,841,10/1/16
10/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,996,441,10/1/16
10/1/16,Emera Maine,Maine Public District,Medium,CEP customers,74,151.7096774,10/1/16
10/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,115,131.7096774,10/1/16
10/1/16,Emera Maine,Maine Public District,Large,CEP customers,13,860.6451613,10/1/16
10/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,1,7.870967742,10/1/16
10/1/16,Emera Maine,Maine Public District,Small,CEP customers,430,31.22580645,10/1/16
10/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,38013,659.8387097,10/1/16
10/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,34,519,10/1/16
10/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,12,10/1/16
10/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10865,222,10/1/16
10/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114217,1929,10/1/16
10/1/16,Central Maine Power,N/A,Medium,CEP customers,5387,3411.079968,10/1/16
10/1/16,Central Maine Power,N/A,Medium,Standard offer customers,5544,1697.572419,10/1/16
9/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10899,213,9/1/16
9/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114298,1795,9/1/16
9/1/16,Emera Maine,Maine Public District,Large,CEP customers,13,398.5333333,9/1/16
9/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,4,4.466666667,9/1/16
9/1/16,Central Maine Power,N/A,Medium,CEP customers,5780,4175.052633,9/1/16
9/1/16,Central Maine Power,N/A,Medium,Standard offer customers,5674,2237.971367,9/1/16
9/1/16,Emera Maine,Maine Public District,Medium,CEP customers,75,121.5,9/1/16
9/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,146,107.7333333,9/1/16
9/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,837,825,9/1/16
9/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,996,457,9/1/16
9/1/16,Central Maine Power,N/A,Large,CEP customers,354,8240.8172,9/1/16
9/1/16,Central Maine Power,N/A,Large,Standard offer customers,47,190.5749667,9/1/16
9/1/16,Emera Maine,Maine Public District,Small,CEP customers,430,23.26666667,9/1/16
9/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,36489,695.8,9/1/16
9/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,35,328,9/1/16
9/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,367,9/1/16
9/1/16,Central Maine Power,N/A,Small,CEP customers,119178,2605.871033,9/1/16
9/1/16,Central Maine Power,N/A,Small,Standard offer customers,493751,9900.251833,9/1/16
8/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,35,767,8/1/16
8/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,22,8/1/16
8/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,831,971,8/1/16
8/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1004,515,8/1/16
8/1/16,Central Maine Power,N/A,Small,CEP customers,147601,3691.851419,8/1/16
8/1/16,Central Maine Power,N/A,Small,Standard offer customers,468081,9318.567968,8/1/16
8/1/16,Emera Maine,Maine Public District,Medium,CEP customers,73,140.8709677,8/1/16
8/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,110,137.0322581,8/1/16
8/1/16,Central Maine Power,N/A,Large,CEP customers,390,8194.042613,8/1/16
8/1/16,Central Maine Power,N/A,Large,Standard offer customers,50,191.085871,8/1/16
8/1/16,Emera Maine,Maine Public District,Large,CEP customers,12,381.3225806,8/1/16
8/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,1,0.193548387,8/1/16
8/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10998,242,8/1/16
8/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114265,2022,8/1/16
8/1/16,Central Maine Power,N/A,Medium,CEP customers,6029,4151.332387,8/1/16
8/1/16,Central Maine Power,N/A,Medium,Standard offer customers,6149,2333.068903,8/1/16
8/1/16,Emera Maine,Maine Public District,Small,CEP customers,481,27.12903226,8/1/16
8/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,37300,738.5483871,8/1/16
7/1/16,Central Maine Power,N/A,Small,CEP customers,118364,2494.066645,7/1/16
7/1/16,Central Maine Power,N/A,Small,Standard offer customers,490921,8658.080581,7/1/16
7/1/16,Emera Maine,Maine Public District,Small,CEP customers,253,18.03225807,7/1/16
7/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,35273,881.6774194,7/1/16
7/1/16,Central Maine Power,N/A,Medium,CEP customers,5394,3714.129161,7/1/16
7/1/16,Central Maine Power,N/A,Medium,Standard offer customers,5472,2001.675258,7/1/16
7/1/16,Emera Maine,Maine Public District,Medium,CEP customers,55,96.32258065,7/1/16
7/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,118,124.6451613,7/1/16
7/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10914,245,7/1/16
7/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114110,2125,7/1/16
7/1/16,Central Maine Power,N/A,Large,CEP customers,321,6863.36329,7/1/16
7/1/16,Central Maine Power,N/A,Large,Standard offer customers,38,151.0076129,7/1/16
7/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,838,817,7/1/16
7/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1000,412,7/1/16
7/1/16,Emera Maine,Maine Public District,Large,CEP customers,12,369.8064516,7/1/16
7/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,2,12.90322581,7/1/16
7/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,34,631,7/1/16
7/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,13,31,7/1/16
6/1/16,Emera Maine,Maine Public District,Large,CEP customers,12,405.8,6/1/16
6/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,2,11.8,6/1/16
6/1/16,Emera Maine,Maine Public District,Small,CEP customers,249,16.1,6/1/16
6/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,36807,663.8,6/1/16
6/1/16,Central Maine Power,N/A,Medium,CEP customers,5726,3692.3106,6/1/16
6/1/16,Central Maine Power,N/A,Medium,Standard offer customers,5819,1854.7682,6/1/16
6/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10623,236,6/1/16
6/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,113406,2045,6/1/16
6/1/16,Central Maine Power,N/A,Large,CEP customers,370,7893.475,6/1/16
6/1/16,Central Maine Power,N/A,Large,Standard offer customers,43,151.2318667,6/1/16
6/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,35,624,6/1/16
6/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,19,6/1/16
6/1/16,Emera Maine,Maine Public District,Medium,CEP customers,63,110.6333333,6/1/16
6/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,125,109.5666667,6/1/16
6/1/16,Central Maine Power,N/A,Small,CEP customers,120468,2409.3682,6/1/16
6/1/16,Central Maine Power,N/A,Small,Standard offer customers,491732,7888.151133,6/1/16
6/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,835,936,6/1/16
6/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,986,467,6/1/16
5/1/16,Emera Maine,Maine Public District,Large,CEP customers,12,383.2580645,5/1/16
5/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,1,14.93548387,5/1/16
5/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10587,221,5/1/16
5/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,113169,1960,5/1/16
5/1/16,Central Maine Power,N/A,Small,CEP customers,126355,2185.186,5/1/16
5/1/16,Central Maine Power,N/A,Small,Standard offer customers,487963,7724.375194,5/1/16
5/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,35,583,5/1/16
5/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,11,5/1/16
5/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,788,870,5/1/16
5/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,959,447,5/1/16
5/1/16,Emera Maine,Maine Public District,Small,CEP customers,294,16.5483871,5/1/16
5/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,37406,645.9677419,5/1/16
5/1/16,Emera Maine,Maine Public District,Medium,CEP customers,64,102.1290323,5/1/16
5/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,119,118.8387097,5/1/16
5/1/16,Central Maine Power,N/A,Large,CEP customers,383,7104.963323,5/1/16
5/1/16,Central Maine Power,N/A,Large,Standard offer customers,45,277.9756129,5/1/16
5/1/16,Central Maine Power,N/A,Medium,CEP customers,6029,3347.089097,5/1/16
5/1/16,Central Maine Power,N/A,Medium,Standard offer customers,6088,1609.187548,5/1/16
4/1/16,Emera Maine,Maine Public District,Large,CEP customers,12,385.1333333,4/1/16
4/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,2,13.36666667,4/1/16
4/1/16,Central Maine Power,N/A,Large,CEP customers,317,6389.155367,4/1/16
4/1/16,Central Maine Power,N/A,Large,Standard offer customers,38,282.4212333,4/1/16
4/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,841,825.7142857,4/1/16
4/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,969,440.8571429,4/1/16
4/1/16,Emera Maine,Maine Public District,Small,CEP customers,251,17.9,4/1/16
4/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,35503,793.8,4/1/16
4/1/16,Central Maine Power,N/A,Medium,CEP customers,5402,3409.0877,4/1/16
4/1/16,Central Maine Power,N/A,Medium,Standard offer customers,5551,1651.484167,4/1/16
4/1/16,Central Maine Power,N/A,Small,CEP customers,119726,2407.165367,4/1/16
4/1/16,Central Maine Power,N/A,Small,Standard offer customers,489754,8653.9216,4/1/16
4/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,35,518.1428571,4/1/16
4/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,9,4/1/16
4/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10569,205.7142857,4/1/16
4/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,112770,1791.714286,4/1/16
4/1/16,Emera Maine,Maine Public District,Medium,CEP customers,55,109.6333333,4/1/16
4/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,125,121.2,4/1/16
3/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,35,522.4285714,3/1/16
3/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,15,3/1/16
3/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10544,212,3/1/16
3/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,112753,1872.142857,3/1/16
3/1/16,Central Maine Power,N/A,Medium,CEP customers,6007,3700.862258,3/1/16
3/1/16,Central Maine Power,N/A,Medium,Standard offer customers,6161,1792.897871,3/1/16
3/1/16,Emera Maine,Maine Public District,Medium,CEP customers,63,107.9032258,3/1/16
3/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,126,122.6451613,3/1/16
3/1/16,Central Maine Power,N/A,Small,CEP customers,127380,2700.385484,3/1/16
3/1/16,Central Maine Power,N/A,Small,Standard offer customers,487664,9772.84029,3/1/16
3/1/16,Emera Maine,Maine Public District,Large,CEP customers,12,401.3870968,3/1/16
3/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,2,14.70967742,3/1/16
3/1/16,Central Maine Power,N/A,Large,CEP customers,392,7197.040903,3/1/16
3/1/16,Central Maine Power,N/A,Large,Standard offer customers,48,269.851871,3/1/16
3/1/16,Emera Maine,Maine Public District,Small,CEP customers,251,18.51612903,3/1/16
3/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,35517,852.3870968,3/1/16
3/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,833,846.5714286,3/1/16
3/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,982,465.1428571,3/1/16
2/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,35,588.4285714,2/1/16
2/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,12.57142857,2/1/16
2/1/16,Central Maine Power,N/A,Small,CEP customers,120508,2740.853828,2/1/16
2/1/16,Central Maine Power,N/A,Small,Standard offer customers,488243,9910.432172,2/1/16
2/1/16,Central Maine Power,N/A,Medium,CEP customers,5404,3565.698552,2/1/16
2/1/16,Central Maine Power,N/A,Medium,Standard offer customers,5558,1753.042345,2/1/16
2/1/16,Emera Maine,Maine Public District,Large,CEP customers,12,431.3103448,2/1/16
2/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,2,15.62068966,2/1/16
2/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,830,863.5714286,2/1/16
2/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,985,484.2857143,2/1/16
2/1/16,Emera Maine,Maine Public District,Small,CEP customers,253,19.51724138,2/1/16
2/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,35523,874.0344828,2/1/16
2/1/16,Central Maine Power,N/A,Large,CEP customers,329,6693.20969,2/1/16
2/1/16,Central Maine Power,N/A,Large,Standard offer customers,41,301.1947241,2/1/16
2/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10481,218,2/1/16
2/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,112637,1950.428571,2/1/16
2/1/16,Emera Maine,Maine Public District,Medium,CEP customers,55,120,2/1/16
2/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,134,131.2413793,2/1/16
1/1/16,Emera Maine,Maine Public District,Medium,CEP customers,55,96.30867742,1/1/16
1/1/16,Emera Maine,Maine Public District,Medium,Standard offer customers,118,124.6635161,1/1/16
1/1/16,Emera Maine,Bangor Hydro District,Small,CEP customers,10221,235.4285714,1/1/16
1/1/16,Emera Maine,Bangor Hydro District,Small,Standard offer customers,112679,2025.428571,1/1/16
1/1/16,Central Maine Power,N/A,Small,CEP customers,127504,2816.670548,1/1/16
1/1/16,Central Maine Power,N/A,Small,Standard offer customers,483563,9826.989419,1/1/16
1/1/16,Emera Maine,Bangor Hydro District,Medium,CEP customers,820,858.2857143,1/1/16
1/1/16,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1009,519.8571429,1/1/16
1/1/16,Central Maine Power,N/A,Medium,CEP customers,5742,3476.67429,1/1/16
1/1/16,Central Maine Power,N/A,Medium,Standard offer customers,5890,1724.394097,1/1/16
1/1/16,Central Maine Power,N/A,Large,CEP customers,354,6900.23729,1/1/16
1/1/16,Central Maine Power,N/A,Large,Standard offer customers,43,241.5614839,1/1/16
1/1/16,Emera Maine,Bangor Hydro District,Large,CEP customers,32,528.5714286,1/1/16
1/1/16,Emera Maine,Bangor Hydro District,Large,Standard offer customers,15,27.14285714,1/1/16
1/1/16,Emera Maine,Maine Public District,Small,CEP customers,253,18.04380645,1/1/16
1/1/16,Emera Maine,Maine Public District,Small,Standard offer customers,35526,881.6713226,1/1/16
1/1/16,Emera Maine,Maine Public District,Large,CEP customers,12,369.7977097,1/1/16
1/1/16,Emera Maine,Maine Public District,Large,Standard offer customers,2,12.91935484,1/1/16
12/1/15,Emera Maine,Maine Public District,Small,CEP customers,252,17.19354839,12/1/15
12/1/15,Emera Maine,Maine Public District,Small,Standard offer customers,35543,781.0967742,12/1/15
12/1/15,Central Maine Power,N/A,Large,CEP customers,403,7991.862903,12/1/15
12/1/15,Central Maine Power,N/A,Large,Standard offer customers,50,307.8155161,12/1/15
12/1/15,Central Maine Power,N/A,Medium,CEP customers,6244,3826.033258,12/1/15
12/1/15,Central Maine Power,N/A,Medium,Standard offer customers,6433,1894.274419,12/1/15
12/1/15,Emera Maine,Maine Public District,Medium,CEP customers,64,101.9032258,12/1/15
12/1/15,Emera Maine,Maine Public District,Medium,Standard offer customers,126,118.483871,12/1/15
12/1/15,Emera Maine,Bangor Hydro District,Medium,CEP customers,826,791.5714286,12/1/15
12/1/15,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1033,488.1428571,12/1/15
12/1/15,Emera Maine,Bangor Hydro District,Small,CEP customers,10657,245.4285714,12/1/15
12/1/15,Emera Maine,Bangor Hydro District,Small,Standard offer customers,112579,2127.142857,12/1/15
12/1/15,Central Maine Power,N/A,Small,CEP customers,132794,2509.882516,12/1/15
12/1/15,Central Maine Power,N/A,Small,Standard offer customers,483116,10224.53794,12/1/15
12/1/15,Emera Maine,Bangor Hydro District,Large,CEP customers,33,472.1428571,12/1/15
12/1/15,Emera Maine,Bangor Hydro District,Large,Standard offer customers,13,30.42857143,12/1/15
12/1/15,Emera Maine,Maine Public District,Large,CEP customers,13,378.6774194,12/1/15
12/1/15,Emera Maine,Maine Public District,Large,Standard offer customers,1,37.41935484,12/1/15
11/1/15,Central Maine Power,N/A,Large,CEP customers,298,6601.135867,11/1/15
11/1/15,Central Maine Power,N/A,Large,Standard offer customers,42,280.2342667,11/1/15
11/1/15,Emera Maine,Bangor Hydro District,Medium,CEP customers,837,785.5714286,11/1/15
11/1/15,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1042,485.4285714,11/1/15
11/1/15,Emera Maine,Maine Public District,Large,CEP customers,12,361.4,11/1/15
11/1/15,Emera Maine,Maine Public District,Large,Standard offer customers,2,12.1,11/1/15
11/1/15,Central Maine Power,N/A,Small,CEP customers,119579,2209.949133,11/1/15
11/1/15,Central Maine Power,N/A,Small,Standard offer customers,484818,7251.519933,11/1/15
11/1/15,Central Maine Power,N/A,Medium,CEP customers,5046,2987.255567,11/1/15
11/1/15,Central Maine Power,N/A,Medium,Standard offer customers,5364,1525.4001,11/1/15
11/1/15,Emera Maine,Bangor Hydro District,Small,CEP customers,10800,245.4285714,11/1/15
11/1/15,Emera Maine,Bangor Hydro District,Small,Standard offer customers,112984,2050.571429,11/1/15
11/1/15,Emera Maine,Bangor Hydro District,Large,CEP customers,33,484.1428571,11/1/15
11/1/15,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,52.57142857,11/1/15
11/1/15,Emera Maine,Maine Public District,Small,CEP customers,233,15.26666667,11/1/15
11/1/15,Emera Maine,Maine Public District,Small,Standard offer customers,35595,748.6666667,11/1/15
11/1/15,Emera Maine,Maine Public District,Medium,CEP customers,47,85.23333333,11/1/15
11/1/15,Emera Maine,Maine Public District,Medium,Standard offer customers,145,139.2333333,11/1/15
10/1/15,Emera Maine,Bangor Hydro District,Small,CEP customers,10875,228.2857143,10/1/15
10/1/15,Emera Maine,Bangor Hydro District,Small,Standard offer customers,113112,1886.285714,10/1/15
10/1/15,Central Maine Power,N/A,Medium,CEP customers,5669,3484.533774,10/1/15
10/1/15,Central Maine Power,N/A,Medium,Standard offer customers,5904,1848.031903,10/1/15
10/1/15,Emera Maine,Bangor Hydro District,Large,CEP customers,33,660,10/1/15
10/1/15,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,55.14285714,10/1/15
10/1/15,Emera Maine,Maine Public District,Medium,CEP customers,31,46.67741936,10/1/15
10/1/15,Emera Maine,Maine Public District,Medium,Standard offer customers,152,157.6774194,10/1/15
10/1/15,Central Maine Power,N/A,Large,CEP customers,358,8104.859581,10/1/15
10/1/15,Central Maine Power,N/A,Large,Standard offer customers,48,363.0754516,10/1/15
10/1/15,Emera Maine,Maine Public District,Large,CEP customers,11,357.483871,10/1/15
10/1/15,Emera Maine,Maine Public District,Large,Standard offer customers,3,21.70967742,10/1/15
10/1/15,Emera Maine,Maine Public District,Small,CEP customers,170,11.61290323,10/1/15
10/1/15,Emera Maine,Maine Public District,Small,Standard offer customers,35741,677.8387097,10/1/15
10/1/15,Emera Maine,Bangor Hydro District,Medium,CEP customers,839,720,10/1/15
10/1/15,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1042,444,10/1/15
10/1/15,Central Maine Power,N/A,Small,CEP customers,131076,2449.078323,10/1/15
10/1/15,Central Maine Power,N/A,Small,Standard offer customers,477822,7775.211097,10/1/15
9/1/15,Emera Maine,Bangor Hydro District,Medium,CEP customers,840,898.5714286,9/1/15
9/1/15,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1040,552.1428571,9/1/15
