,county_comm,congress_dist,county,municipality,state_rep,state_sen,ward_precinct,year,party,voters
30842,4.0,1,CUM,WESTBROOK,35,28,1-1,2014,total_reg,533
30843,4.0,1,CUM,WESTBROOK,34,28,2-1,2014,total_reg,2255
30844,4.0,1,CUM,WESTBROOK,34,28,3-1,2014,total_reg,2446
30845,4.0,1,CUM,WESTBROOK,35,25,4-1,2014,total_reg,502
30846,4.0,1,CUM,WESTBROOK,35,28,4-1,2014,total_reg,1869
30847,4.0,1,CUM,WESTBROOK,35,25,5-1,2014,total_reg,1986
30848,4.0,1,CUM,WESTBROOK,35,28,5-1,2014,total_reg,591
30849,2.0,1,CUM,WINDHAM,24,26,1-1,2014,total_reg,6292
30850,2.0,1,CUM,WINDHAM,25,26,1-1,2014,total_reg,5769
30851,3.0,1,CUM,YARMOUTH,47,25,1-1,2014,total_reg,7043
30852,3.0,2,FRA,AVON,112,17,1-1,2014,total_reg,359
30853,3.0,2,FRA,CARRABASSETT VALLEY,112,17,1-1,2014,total_reg,634
30854,1.0,2,FRA,CARTHAGE,112,17,1-1,2014,total_reg,367
30855,2.0,2,FRA,CHESTERVILLE,114,17,1-1,2014,total_reg,916
30856,3.0,2,FRA,COPLIN PLT,117,17,1-1,2014,total_reg,138
30857,3.0,2,FRA,DALLAS PLT,117,17,1-1,2014,total_reg,238
30858,3.0,2,FRA,EUSTIS,117,17,1-1,2014,total_reg,564
30859,2.0,2,FRA,FARMINGTON,113,17,1-1,2014,total_reg,6016
30860,3.0,2,FRA,INDUSTRY,114,17,1-1,2014,total_reg,695
30861,1.0,2,FRA,JAY,74,17,1-1,2014,total_reg,3345
30862,3.0,2,FRA,KINGFIELD,112,17,1-1,2014,total_reg,1131
30863,2.0,2,FRA,NEW SHARON,113,17,1-1,2014,total_reg,1157
30864,3.0,2,FRA,NEW VINEYARD,114,17,1-1,2014,total_reg,568
30865,3.0,2,FRA,PHILLIPS,112,17,1-1,2014,total_reg,915
30866,3.0,2,FRA,RANGELEY,117,17,1-1,2014,total_reg,1123
30867,3.0,2,FRA,RANGELEY PLT,117,17,1-1,2014,total_reg,195
30868,3.0,2,FRA,SANDY RIVER PLT,112,17,1-1,2014,total_reg,101
30869,3.0,2,FRA,STRONG,114,17,1-1,2014,total_reg,980
30870,1.0,2,FRA,TEMPLE,114,17,1-1,2014,total_reg,440
30871,3.0,2,FRA,WELD,112,17,1-1,2014,total_reg,374
30872,1.0,2,FRA,WILTON,114,17,1-1,2014,total_reg,2765
30873,1.0,2,HAN,AMHERST,137,7,1-1,2014,total_reg,208
30874,1.0,2,HAN,AURORA,137,7,1-1,2014,total_reg,82
30875,3.0,2,HAN,BAR HARBOR,135,7,1-1,2014,total_reg,4212
30876,1.0,2,HAN,BLUE HILL,133,7,1-1,2014,total_reg,2290
30877,2.0,2,HAN,BROOKLIN,133,7,1-1,2014,total_reg,748
30878,2.0,2,HAN,BROOKSVILLE,133,7,1-1,2014,total_reg,807
30879,2.0,2,HAN,BUCKSPORT,130,8,1-1,2014,total_reg,3760
30880,2.0,2,HAN,CASTINE,133,8,1-1,2014,total_reg,1050
30881,3.0,2,HAN,CRANBERRY ISLES,134,7,1-1,2014,total_reg,80
30882,3.0,2,HAN,CRANBERRY ISLES,134,7,2-1,2014,total_reg,115
30883,2.0,2,HAN,DEDHAM,131,8,1-1,2014,total_reg,1334
30884,2.0,2,HAN,DEER ISLE,134,7,1-1,2014,total_reg,1686
30885,1.0,2,HAN,EASTBROOK,137,7,1-1,2014,total_reg,319
30886,1.0,2,HAN,ELLSWORTH,132,7,1-1,2014,total_reg,2127
30887,1.0,2,HAN,ELLSWORTH,132,7,2-1,2014,total_reg,875
30888,1.0,2,HAN,ELLSWORTH,132,7,3-1,2014,total_reg,832
30889,1.0,2,HAN,ELLSWORTH,132,7,4-1,2014,total_reg,1786
30890,3.0,2,HAN,FRANKLIN,137,7,1-1,2014,total_reg,1038
30891,3.0,2,HAN,FRENCHBORO,134,7,1-1,2014,total_reg,42
30892,1.0,2,HAN,GOULDSBORO,136,6,1-1,2014,total_reg,1517
30893,1.0,2,HAN,GREAT POND,137,8,1-1,2014,total_reg,41
30894,3.0,2,HAN,HANCOCK,136,7,1-1,2014,total_reg,1734
30895,3.0,2,HAN,LAMOINE,135,7,1-1,2014,total_reg,1441
30896,1.0,2,HAN,MARIAVILLE,136,7,1-1,2014,total_reg,360
30897,3.0,2,HAN,MOUNT DESERT,135,7,1-1,2014,total_reg,1839
30898,2.0,2,HAN,ORLAND,131,8,1-1,2014,total_reg,1612
30899,1.0,2,HAN,OSBORN,136,7,1-1,2014,total_reg,55
30900,1.0,2,HAN,OTIS,131,7,1-1,2014,total_reg,566
30901,2.0,2,HAN,PENOBSCOT,131,8,1-1,2014,total_reg,1023
30902,2.0,2,HAN,SEDGWICK,133,7,1-1,2014,total_reg,988
30903,1.0,2,HAN,SORRENTO,136,7,1-1,2014,total_reg,275
30904,3.0,2,HAN,SOUTHWEST HARBOR,134,7,1-1,2014,total_reg,1534
30905,2.0,2,HAN,STONINGTON,134,7,1-1,2014,total_reg,885
30906,1.0,2,HAN,SULLIVAN,136,6,1-1,2014,total_reg,871
30907,1.0,2,HAN,SURRY,133,7,1-1,2014,total_reg,1261
30908,3.0,2,HAN,SWANS ISLAND,134,7,1-1,2014,total_reg,318
30909,3.0,2,HAN,TREMONT,134,7,1-1,2014,total_reg,1169
30910,3.0,2,HAN,TRENTON,132,7,1-1,2014,total_reg,1166
30911,2.0,2,HAN,VERONA ISLAND,131,8,1-1,2014,total_reg,426
30912,1.0,2,HAN,WALTHAM,136,7,1-1,2014,total_reg,268
30913,1.0,2,HAN,WINTER HARBOR,136,6,1-1,2014,total_reg,435
30914,3.0,2,KEN,ALBION,79,16,1-1,2014,total_reg,1411
30915,1.0,1,KEN,AUGUSTA,85,15,1-1,2014,total_reg,498
30916,1.0,1,KEN,AUGUSTA,86,15,1-1,2014,total_reg,2713
30917,1.0,1,KEN,AUGUSTA,85,15,2-1,2014,total_reg,3277
30918,1.0,1,KEN,AUGUSTA,86,15,3-1,2014,total_reg,3261
30919,1.0,1,KEN,AUGUSTA,80,15,4-1,2014,total_reg,1031
30920,1.0,1,KEN,AUGUSTA,85,15,4-1,2014,total_reg,2651
30921,3.0,2,KEN,BELGRADE,76,17,1-1,2014,total_reg,2460
30922,3.0,2,KEN,BENTON,78,16,1-1,2014,total_reg,429
30923,3.0,2,KEN,BENTON,79,16,1-1,2014,total_reg,1453
30924,1.0,1,KEN,CHELSEA,88,14,1-1,2014,total_reg,1918
30925,1.0,1,KEN,CHINA,79,15,1-1,2014,total_reg,3026
30926,3.0,2,KEN,CLINTON,106,16,1-1,2014,total_reg,2309
30927,2.0,1,KEN,FARMINGDALE,83,14,1-1,2014,total_reg,2391
30928,2.0,2,KEN,FAYETTE,76,17,1-1,2014,total_reg,918
30929,2.0,2,KEN,GARDINER,83,14,1-1,2014,total_reg,1086
30930,2.0,2,KEN,GARDINER,83,14,2-1,2014,total_reg,1105
30931,2.0,2,KEN,GARDINER,83,14,3-1,2014,total_reg,1087
30932,2.0,2,KEN,GARDINER,83,14,4-1,2014,total_reg,1079
30933,2.0,1,KEN,HALLOWELL,84,14,1-1,2014,total_reg,428
30934,2.0,1,KEN,HALLOWELL,84,14,2-1,2014,total_reg,439
30935,2.0,1,KEN,HALLOWELL,84,14,3-1,2014,total_reg,463
30936,2.0,1,KEN,HALLOWELL,84,14,4-1,2014,total_reg,376
30937,2.0,1,KEN,HALLOWELL,84,14,5-1,2014,total_reg,357
30938,2.0,2,KEN,LITCHFIELD,82,22,1-1,2014,total_reg,2505
30939,1.0,1,KEN,MANCHESTER,84,14,1-1,2014,total_reg,2040
30940,2.0,2,KEN,MONMOUTH,81,14,1-1,2014,total_reg,215
30941,2.0,2,KEN,MONMOUTH,82,14,1-1,2014,total_reg,2951
30942,2.0,2,KEN,MOUNT VERNON,76,17,1-1,2014,total_reg,1341
30943,3.0,2,KEN,OAKLAND,110,15,1-1,2014,total_reg,1291
30944,3.0,2,KEN,OAKLAND,77,15,1-1,2014,total_reg,3115
30945,2.0,1,KEN,PITTSTON,87,14,1-1,2014,total_reg,2118
30946,2.0,2,KEN,RANDOLPH,87,14,1-1,2014,total_reg,1271
30947,2.0,1,KEN,READFIELD,81,14,1-1,2014,total_reg,2125
30948,3.0,2,KEN,ROME,76,3,1-1,2014,total_reg,870
30949,1.0,2,KEN,SIDNEY,77,15,1-1,2014,total_reg,3020
30950,1.0,1,KEN,VASSALBORO,80,15,1-1,2014,total_reg,3113
30951,2.0,2,KEN,VIENNA,76,17,1-1,2014,total_reg,476
30952,3.0,1,KEN,WATERVILLE,110,16,1-1,2014,total_reg,1385
30953,3.0,1,KEN,WATERVILLE,110,16,2-1,2014,total_reg,1395
30954,3.0,1,KEN,WATERVILLE,110,16,3-1,2014,total_reg,2723
30955,3.0,1,KEN,WATERVILLE,109,16,4-1,2014,total_reg,1707
30956,3.0,1,KEN,WATERVILLE,109,16,5-1,2014,total_reg,1534
30957,3.0,1,KEN,WATERVILLE,109,16,6-1,2014,total_reg,1255
30958,3.0,1,KEN,WATERVILLE,110,16,6-1,2014,total_reg,291
30959,3.0,1,KEN,WATERVILLE,109,16,7-1,2014,total_reg,1438
30960,2.0,2,KEN,WAYNE,76,22,1-1,2014,total_reg,969
30961,2.0,2,KEN,WEST GARDINER,84,14,1-1,2014,total_reg,2800
30962,1.0,1,KEN,WINDSOR,80,13,1-1,2014,total_reg,1773
30963,3.0,1,KEN,WINSLOW,78,16,1-1,2014,total_reg,1171
30964,3.0,1,KEN,WINSLOW,78,16,2-1,2014,total_reg,1163
30965,3.0,1,KEN,WINSLOW,78,16,3-1,2014,total_reg,1177
30966,3.0,1,KEN,WINSLOW,78,16,4-1,2014,total_reg,1188
30967,3.0,1,KEN,WINSLOW,78,16,5-1,2014,total_reg,1165
30968,2.0,1,KEN,WINTHROP,81,14,1-1,2014,total_reg,4831
30969,3.0,1,KNO,APPLETON,95,12,1-1,2014,total_reg,985
30970,3.0,1,KNO,CAMDEN,94,12,1-1,2014,total_reg,4004
30971,2.0,1,KNO,CUSHING,92,12,1-1,2014,total_reg,1090
30972,2.0,1,KNO,FRIENDSHIP,91,12,1-1,2014,total_reg,967
30973,3.0,1,KNO,HOPE,95,12,1-1,2014,total_reg,1115
30974,3.0,1,KNO,ISLE AU HAUT,134,12,1-1,2014,total_reg,80
30975,3.0,1,KNO,MATINICUS ISLE PLT,92,12,1-1,2014,total_reg,90
30976,3.0,1,KNO,NORTH HAVEN,134,12,1-1,2014,total_reg,359
30977,1.0,1,KNO,OWLS HEAD,93,12,1-1,2014,total_reg,1278
30978,1.0,1,KNO,ROCKLAND,93,12,1-1,2014,total_reg,4770
30979,3.0,1,KNO,ROCKPORT,94,12,1-1,2014,total_reg,2651
30980,2.0,1,KNO,SAINT GEORGE,92,12,1-1,2014,total_reg,2017
30981,1.0,1,KNO,SOUTH THOMASTON,92,12,1-1,2014,total_reg,1216
30982,1.0,1,KNO,THOMASTON,92,12,1-1,2014,total_reg,1931
30983,2.0,1,KNO,UNION,91,12,1-1,2014,total_reg,672
30984,2.0,1,KNO,UNION,95,12,1-1,2014,total_reg,1040
30985,3.0,1,KNO,VINALHAVEN,134,12,1-1,2014,total_reg,968
30986,2.0,1,KNO,WARREN,95,12,1-1,2014,total_reg,2585
30987,2.0,1,KNO,WASHINGTON,91,13,1-1,2014,total_reg,1138
30988,3.0,1,LIN,ALNA,87,13,1-1,2014,total_reg,585
30989,1.0,1,LIN,BOOTHBAY,89,13,1-1,2014,total_reg,2536
30990,1.0,1,LIN,BOOTHBAY HARBOR,89,13,1-1,2014,total_reg,1724
30991,2.0,1,LIN,BREMEN,90,13,1-1,2014,total_reg,635
30992,2.0,1,LIN,BRISTOL,90,13,1-1,2014,total_reg,2296
30993,3.0,1,LIN,DAMARISCOTTA,90,13,1-1,2014,total_reg,1740
30994,3.0,1,LIN,DRESDEN,53,23,1-1,2014,total_reg,1329
30995,1.0,1,LIN,EDGECOMB,89,13,1-1,2014,total_reg,1042
30996,3.0,1,LIN,JEFFERSON,88,13,1-1,2014,total_reg,1938
30997,2.0,1,LIN,MONHEGAN ISLAND PLT,90,13,1-1,2014,total_reg,68
30998,3.0,1,LIN,NEWCASTLE,90,13,1-1,2014,total_reg,1405
30999,2.0,1,LIN,NOBLEBORO,88,13,1-1,2014,total_reg,738
31000,2.0,1,LIN,NOBLEBORO,90,13,1-1,2014,total_reg,682
31001,3.0,1,LIN,SOMERVILLE,80,13,1-1,2014,total_reg,396
31002,2.0,1,LIN,SOUTH BRISTOL,89,13,1-1,2014,total_reg,619
31003,2.0,1,LIN,SOUTH BRISTOL,90,13,1-1,2014,total_reg,174
31004,1.0,1,LIN,SOUTHPORT,89,13,1-1,2014,total_reg,545
31005,2.0,1,LIN,WALDOBORO,91,13,1-1,2014,total_reg,3757
31006,1.0,1,LIN,WESTPORT ISLAND,89,13,1-1,2014,total_reg,598
31007,3.0,1,LIN,WHITEFIELD,88,13,1-1,2014,total_reg,1548
31008,1.0,1,LIN,WISCASSET,87,13,1-1,2014,total_reg,2640
31009,1.0,2,OXF,ALBANY TWP,117,18,1-1,2014,total_reg,346
31010,2.0,2,OXF,ANDOVER,117,18,1-1,2014,total_reg,671
31011,2.0,2,OXF,BETHEL,117,18,1-1,2014,total_reg,2131
31012,1.0,2,OXF,BROWNFIELD,70,19,1-1,2014,total_reg,1073
31013,3.0,2,OXF,BUCKFIELD,73,18,1-1,2014,total_reg,1380
31014,2.0,2,OXF,BYRON,117,18,1-1,2014,total_reg,117
31015,2.0,2,OXF,CANTON,116,18,1-1,2014,total_reg,808
31016,1.0,2,OXF,DENMARK,69,19,1-1,2014,total_reg,920
31017,2.0,2,OXF,DIXFIELD,116,18,1-1,2014,total_reg,1671
31018,1.0,2,OXF,FRYEBURG,70,19,1-1,2014,total_reg,2735
31019,2.0,2,OXF,GILEAD,117,18,1-1,2014,total_reg,139
31020,1.0,2,OXF,GREENWOOD,117,18,1-1,2014,total_reg,638
31021,2.0,2,OXF,HANOVER,117,18,1-1,2014,total_reg,226
31022,3.0,2,OXF,HARTFORD,116,18,1-1,2014,total_reg,878
31023,3.0,2,OXF,HEBRON,73,18,1-1,2014,total_reg,910
31024,1.0,2,OXF,HIRAM,70,19,1-1,2014,total_reg,1048
31025,2.0,2,OXF,LINCOLN PLT,117,18,1-1,2014,total_reg,32
31026,1.0,2,OXF,LOVELL,117,18,1-1,2014,total_reg,83
31027,1.0,2,OXF,LOVELL,70,18,1-1,2014,total_reg,831
31028,2.0,2,OXF,MAGALLOWAY PLT,117,18,1-1,2014,total_reg,30
31029,2.0,2,OXF,MEXICO,116,18,1-1,2014,total_reg,1836
31030,2.0,2,OXF,NEWRY,117,18,1-1,2014,total_reg,286
31031,1.0,2,OXF,NORWAY,71,19,1-1,2014,total_reg,3746
31032,3.0,2,OXF,OTISFIELD,72,19,1-1,2014,total_reg,1350
31033,3.0,2,OXF,OXFORD,72,19,1-1,2014,total_reg,3108
31034,3.0,2,OXF,PARIS,73,19,1-1,2014,total_reg,3678
31035,2.0,2,OXF,PERU,116,18,1-1,2014,total_reg,1239
31036,1.0,2,OXF,PORTER,70,19,1-1,2014,total_reg,1007
31037,2.0,2,OXF,ROXBURY,115,18,1-1,2014,total_reg,317
31038,2.0,2,OXF,RUMFORD,115,18,1-1,2014,total_reg,4334
31039,1.0,2,OXF,STONEHAM,117,18,1-1,2014,total_reg,229
31040,1.0,2,OXF,STOW,117,18,1-1,2014,total_reg,235
31041,3.0,2,OXF,SUMNER,115,18,1-1,2014,total_reg,715
31042,1.0,2,OXF,SWEDEN,71,18,1-1,2014,total_reg,295
31043,2.0,2,OXF,UPTON,117,18,1-1,2014,total_reg,74
31044,1.0,2,OXF,WATERFORD,71,18,1-1,2014,total_reg,1108
31045,3.0,2,OXF,WEST PARIS,71,18,1-1,2014,total_reg,1241
31046,3.0,2,OXF,WOODSTOCK,115,18,1-1,2014,total_reg,1095
31047,3.0,2,PEN,ALTON,121,4,1-1,2014,total_reg,624
31048,1.0,2,PEN,BANGOR,124,9,1-1,2014,total_reg,5420
31049,1.0,2,PEN,BANGOR,125,9,1-1,2014,total_reg,5986
31050,1.0,2,PEN,BANGOR,126,9,1-1,2014,total_reg,5187
31051,1.0,2,PEN,BANGOR,127,9,1-1,2014,total_reg,5796
31052,3.0,2,PEN,BRADFORD,137,4,1-1,2014,total_reg,816
31053,3.0,2,PEN,BRADLEY,137,8,1-1,2014,total_reg,1147
31054,1.0,2,PEN,BREWER,128,8,1-1,2014,total_reg,6541
31055,1.0,2,PEN,BREWER,129,8,1-1,2014,total_reg,460
31056,3.0,2,PEN,BURLINGTON,141,8,1-1,2014,total_reg,252
31057,2.0,2,PEN,CARMEL,103,10,1-1,2014,total_reg,1919
31058,3.0,2,PEN,CARROLL PLT,141,2,1-1,2014,total_reg,122
31059,2.0,2,PEN,CHARLESTON,104,4,1-1,2014,total_reg,950
31060,3.0,2,PEN,CHESTER,141,5,1-1,2014,total_reg,460
31061,1.0,2,PEN,CLIFTON,129,8,1-1,2014,total_reg,752
31062,2.0,2,PEN,CORINNA,100,10,1-1,2014,total_reg,1458
31063,2.0,2,PEN,CORINTH,121,10,1-1,2014,total_reg,1977
31064,2.0,2,PEN,DEXTER,104,4,1-1,2014,total_reg,2383
31065,2.0,2,PEN,DIXMONT,100,10,1-1,2014,total_reg,879
31066,3.0,2,PEN,DREW PLT,141,2,1-1,2014,total_reg,37
31067,3.0,2,PEN,EAST MILLINOCKET,143,5,1-1,2014,total_reg,1270
31068,1.0,2,PEN,EDDINGTON,129,8,1-1,2014,total_reg,1653
31069,3.0,2,PEN,EDINBURG,137,5,1-1,2014,total_reg,135
31070,3.0,2,PEN,ENFIELD,142,5,1-1,2014,total_reg,1187
31071,2.0,2,PEN,ETNA,100,10,1-1,2014,total_reg,667
31072,2.0,2,PEN,ETNA,103,10,1-1,2014,total_reg,219
31073,2.0,2,PEN,EXETER,104,10,1-1,2014,total_reg,734
31074,2.0,2,PEN,GARLAND,104,4,1-1,2014,total_reg,768
31075,2.0,2,PEN,GLENBURN,102,10,1-1,2014,total_reg,3137
31076,3.0,2,PEN,GREENBUSH,137,5,1-1,2014,total_reg,951
31077,2.0,2,PEN,HAMPDEN,101,10,1-1,2014,total_reg,1329
31078,2.0,2,PEN,HAMPDEN,101,10,2-1,2014,total_reg,1368
31079,2.0,2,PEN,HAMPDEN,101,10,3-1,2014,total_reg,1342
31080,2.0,2,PEN,HAMPDEN,101,10,4-1,2014,total_reg,1395
31081,2.0,2,PEN,HERMON,103,9,1-1,2014,total_reg,4273
31082,1.0,2,PEN,HOLDEN,129,8,1-1,2014,total_reg,2608
31083,3.0,2,PEN,HOWLAND,142,5,1-1,2014,total_reg,871
31084,2.0,2,PEN,HUDSON,121,10,1-1,2014,total_reg,1025
31085,2.0,2,PEN,KENDUSKEAG,102,10,1-1,2014,total_reg,927
31086,3.0,2,PEN,KINGMAN TWP,141,2,1-1,2014,total_reg,118
31087,3.0,2,PEN,LAGRANGE,137,4,1-1,2014,total_reg,465
31088,3.0,2,PEN,LAKEVILLE,141,2,1-1,2014,total_reg,97
31089,3.0,2,PEN,LEE,141,2,1-1,2014,total_reg,656
31090,2.0,2,PEN,LEVANT,102,10,1-1,2014,total_reg,1852
31091,3.0,2,PEN,LINCOLN,142,8,1-1,2014,total_reg,3233
31092,3.0,2,PEN,LOWELL,141,8,1-1,2014,total_reg,305
31093,3.0,2,PEN,MATTAWAMKEAG,141,5,1-1,2014,total_reg,573
31094,3.0,2,PEN,MAXFIELD,142,5,1-1,2014,total_reg,64
31095,3.0,2,PEN,MEDWAY,143,5,1-1,2014,total_reg,1034
31096,3.0,2,PEN,MILFORD,121,5,1-1,2014,total_reg,2536
31097,3.0,2,PEN,MILLINOCKET,143,5,1-1,2014,total_reg,3206
31098,3.0,2,PEN,MILLINOCKET,143,5,1-2,2014,total_reg,280
31099,3.0,2,PEN,MOUNT CHASE,145,2,1-1,2014,total_reg,158
31100,2.0,2,PEN,NEWBURGH,101,10,1-1,2014,total_reg,1122
31101,2.0,2,PEN,NEWPORT,100,10,1-1,2014,total_reg,2172
31102,3.0,2,PEN,OLD TOWN,122,5,1-1,2014,total_reg,5726
31103,3.0,2,PEN,OLD TOWN,122,5,5-1,2014,total_reg,76
31104,3.0,2,PEN,ORONO,123,5,1-1,2014,total_reg,3141
31105,3.0,2,PEN,ORONO,123,5,1-2,2014,total_reg,3558
31106,3.0,2,PEN,ORONO,123,5,1-3,2014,total_reg,1574
31107,3.0,2,PEN,ORONO,124,5,1-3,2014,total_reg,1094
31108,2.0,2,PEN,ORRINGTON,130,8,1-1,2014,total_reg,2888
31109,3.0,2,PEN,PASSADUMKEAG,137,5,1-1,2014,total_reg,302
31110,3.0,2,PEN,PATTEN,143,2,1-1,2014,total_reg,645
31111,3.0,2,PEN,INDIAN ISLAND,122,5,1-1,2014,total_reg,432
31112,2.0,2,PEN,PLYMOUTH,100,10,1-1,2014,total_reg,968
31113,3.0,2,PEN,PRENTISS TWP T7 R3 NBPP,141,2,1-1,2014,total_reg,111
31114,3.0,2,PEN,SEBOEIS PLT,142,5,1-1,2014,total_reg,29
31115,3.0,2,PEN,SPRINGFIELD,141,2,1-1,2014,total_reg,256
31116,3.0,2,PEN,STACYVILLE,145,2,1-1,2014,total_reg,265
31117,2.0,2,PEN,STETSON,104,10,1-1,2014,total_reg,944
31118,1.0,2,PEN,VEAZIE,129,5,1-1,2014,total_reg,1393
31119,3.0,2,PEN,WEBSTER PLT,141,2,1-1,2014,total_reg,50
31120,3.0,2,PEN,WINN,141,2,1-1,2014,total_reg,257
31121,3.0,2,PEN,WOODVILLE,142,5,1-1,2014,total_reg,163
31122,1.0,2,PIS,ABBOT,119,4,1-1,2014,total_reg,478
31123,2.0,2,PIS,ATKINSON,120,4,1-1,2014,total_reg,210
31124,3.0,2,PIS,BEAVER COVE,119,4,1-1,2014,total_reg,113
31125,2.0,2,PIS,BOWERBANK,119,4,1-1,2014,total_reg,93
31126,3.0,2,PIS,BROWNVILLE,120,4,1-1,2014,total_reg,984
31127,2.0,2,PIS,DOVER-FOXCROFT,120,4,1-1,2014,total_reg,2888
31128,3.0,2,PIS,GREENVILLE,119,4,1-1,2014,total_reg,1648
31129,1.0,2,PIS,GUILFORD,119,4,1-1,2014,total_reg,847
31130,1.0,2,PIS,KINGSBURY PLT,118,4,1-1,2014,total_reg,23
31131,3.0,2,PIS,LAKE VIEW PLT,120,4,1-1,2014,total_reg,80
31132,2.0,2,PIS,MEDFORD,120,4,1-1,2014,total_reg,172
31133,3.0,2,PIS,MILO,120,4,1-1,2014,total_reg,1807
31134,1.0,2,PIS,MONSON,119,4,1-1,2014,total_reg,610
31135,1.0,2,PIS,PARKMAN,119,4,1-1,2014,total_reg,616
31136,1.0,2,PIS,SANGERVILLE,119,4,1-1,2014,total_reg,989
31137,2.0,2,PIS,SEBEC,119,4,1-1,2014,total_reg,452
31138,1.0,2,PIS,SHIRLEY,119,4,1-1,2014,total_reg,179
31139,1.0,2,PIS,WELLINGTON,118,4,1-1,2014,total_reg,176
31140,1.0,2,PIS,WILLIMANTIC,119,4,1-1,2014,total_reg,121
31141,3.0,1,SAG,ARROWSIC,53,23,1-1,2014,total_reg,422
31142,2.0,1,SAG,BATH,52,23,1-1,2014,total_reg,903
31143,2.0,1,SAG,BATH,52,23,2-1,2014,total_reg,934
31144,2.0,1,SAG,BATH,52,23,3-1,2014,total_reg,908
31145,2.0,1,SAG,BATH,52,23,4-1,2014,total_reg,728
31146,2.0,1,SAG,BATH,52,23,5-1,2014,total_reg,1081
31147,2.0,1,SAG,BATH,52,23,6-1,2014,total_reg,916
31148,2.0,1,SAG,BATH,52,23,7-1,2014,total_reg,1035
31149,1.0,1,SAG,BOWDOIN,55,23,1-1,2014,total_reg,2368
31150,2.0,1,SAG,BOWDOINHAM,55,23,1-1,2014,total_reg,2339
31151,3.0,1,SAG,GEORGETOWN,53,23,1-1,2014,total_reg,930
31152,3.0,1,SAG,PHIPPSBURG,53,23,1-5,2014,total_reg,641
31153,3.0,1,SAG,PHIPPSBURG,53,23,1-7,2014,total_reg,1192
31154,3.0,1,SAG,RICHMOND,53,23,1-1,2014,total_reg,101
31155,3.0,1,SAG,RICHMOND,55,23,1-1,2014,total_reg,2316
31156,1.0,1,SAG,TOPSHAM,54,23,1-1,2014,total_reg,7070
31157,3.0,1,SAG,WEST BATH,51,23,1-2,2014,total_reg,255
31158,3.0,1,SAG,WEST BATH,51,23,1-4,2014,total_reg,1306
31159,3.0,1,SAG,WOOLWICH,53,23,1-1,2014,total_reg,1102
31160,3.0,1,SAG,WOOLWICH,53,23,1-3,2014,total_reg,1312
31161,2.0,2,SOM,ANSON,112,3,1-1,2014,total_reg,1610
31162,5.0,2,SOM,ATHENS,118,4,1-1,2014,total_reg,731
31163,5.0,2,SOM,BINGHAM,118,3,1-1,2014,total_reg,708
31164,5.0,2,SOM,BRIGHTON PLT,118,4,1-1,2014,total_reg,52
31165,3.0,2,SOM,CAMBRIDGE,105,4,1-1,2014,total_reg,362
31166,4.0,2,SOM,CANAAN,105,3,1-1,2014,total_reg,1496
31167,5.0,2,SOM,CARATUNK,118,3,1-1,2014,total_reg,60
31168,5.0,2,SOM,CORNVILLE,118,3,1-1,2014,total_reg,927
31169,5.0,2,SOM,DENNISTOWN PLT,118,3,1-1,2014,total_reg,26
31170,3.0,2,SOM,DETROIT,106,4,1-1,2014,total_reg,636
31171,5.0,2,SOM,EMBDEN,118,3,1-1,2014,total_reg,724
31172,1.0,2,SOM,FAIRFIELD,108,16,1-1,2014,total_reg,4319
31173,5.0,2,SOM,HARMONY,118,4,1-1,2014,total_reg,705
31174,5.0,2,SOM,HARTLAND,105,4,1-1,2014,total_reg,1175
31175,5.0,2,SOM,HIGHLAND PLT,118,3,1-1,2014,total_reg,155
31176,5.0,2,SOM,JACKMAN,118,3,1-1,2014,total_reg,602
31177,5.0,2,SOM,JACKMAN,118,3,1-2,2014,total_reg,66
31178,2.0,2,SOM,MADISON,107,3,1-1,2014,total_reg,49
31179,2.0,2,SOM,MADISON,111,3,1-1,2014,total_reg,3011
31180,2.0,2,SOM,MERCER,108,3,1-1,2014,total_reg,497
31181,5.0,2,SOM,MOOSE RIVER,118,3,1-1,2014,total_reg,137
31182,5.0,2,SOM,MOSCOW,118,3,1-1,2014,total_reg,362
31183,2.0,2,SOM,NEW PORTLAND,112,3,1-1,2014,total_reg,696
31184,1.0,2,SOM,NORRIDGEWOCK,111,3,1-1,2014,total_reg,2316
31185,3.0,2,SOM,PALMYRA,105,4,1-1,2014,total_reg,1407
31186,3.0,2,SOM,PITTSFIELD,106,3,1-1,2014,total_reg,627
31187,3.0,2,SOM,PITTSFIELD,106,3,1-2,2014,total_reg,663
31188,3.0,2,SOM,PITTSFIELD,106,3,1-3,2014,total_reg,832
31189,3.0,2,SOM,PITTSFIELD,106,3,1-4,2014,total_reg,807
31190,5.0,2,SOM,PLEASANT RIDGE PLT,118,3,1-1,2014,total_reg,68
31191,3.0,2,SOM,RIPLEY,105,4,1-1,2014,total_reg,328
31192,5.0,2,SOM,ROCKWOOD STRIP T1 R1 NBKP,118,3,1-1,2014,total_reg,261
31193,3.0,2,SOM,SAINT ALBANS,105,4,1-1,2014,total_reg,1383
31194,4.0,2,SOM,SKOWHEGAN,107,3,1-1,2014,total_reg,6124
31195,2.0,2,SOM,SMITHFIELD,108,3,1-1,2014,total_reg,726
31196,5.0,2,SOM,SOLON,111,3,1-1,2014,total_reg,796
31197,2.0,2,SOM,STARKS,112,3,1-1,2014,total_reg,455
