,county_comm,congress_dist,county,municipality,state_rep,state_sen,ward_precinct,year,party,voters
0,5.0,2,AND,AUBURN,62,20,1-1,2018,alliance,0.0
1,5.0,2,AND,AUBURN,64,20,1-1,2018,alliance,0.0
2,6.0,2,AND,AUBURN,64,20,1-1,2018,alliance,0.0
3,5.0,2,AND,AUBURN,62,20,2-1,2018,alliance,0.0
4,5.0,2,AND,AUBURN,64,20,2-1,2018,alliance,0.0
5,6.0,2,AND,AUBURN,64,20,2-1,2018,alliance,0.0
6,5.0,2,AND,AUBURN,62,20,3-1,2018,alliance,0.0
7,5.0,2,AND,AUBURN,63,20,3-1,2018,alliance,0.0
8,6.0,2,AND,AUBURN,63,20,3-1,2018,alliance,0.0
9,6.0,2,AND,AUBURN,64,20,3-1,2018,alliance,0.0
10,5.0,2,AND,AUBURN,62,20,4-1,2018,alliance,0.0
11,5.0,2,AND,AUBURN,63,20,4-1,2018,alliance,0.0
12,6.0,2,AND,AUBURN,63,20,4-1,2018,alliance,0.0
13,5.0,2,AND,AUBURN,62,20,5-1,2018,alliance,0.0
14,5.0,2,AND,AUBURN,63,20,5-1,2018,alliance,0.0
15,6.0,2,AND,AUBURN,63,20,5-1,2018,alliance,0.0
16,3.0,2,AND,DURHAM,46,22,1-1,2018,alliance,0.0
17,3.0,2,AND,GREENE,57,22,1-1,2018,alliance,0.0
18,7.0,2,AND,LEEDS,75,22,1-1,2018,alliance,0.0
19,2.0,2,AND,LEWISTON,59,21,1-1,2018,alliance,0.0
20,2.0,2,AND,LEWISTON,60,21,1-1,2018,alliance,0.0
21,2.0,2,AND,LEWISTON,59,21,2-1,2018,alliance,0.0
22,2.0,2,AND,LEWISTON,59,21,3-1,2018,alliance,0.0
23,1.0,2,AND,LEWISTON,60,21,3-1,2018,alliance,0.0
24,1.0,2,AND,LEWISTON,58,21,4-1,2018,alliance,0.0
25,2.0,2,AND,LEWISTON,58,21,4-1,2018,alliance,0.0
26,3.0,2,AND,LEWISTON,58,21,4-1,2018,alliance,0.0
27,2.0,2,AND,LEWISTON,59,21,4-1,2018,alliance,0.0
28,2.0,2,AND,LEWISTON,60,21,5-1,2018,alliance,0.0
29,1.0,2,AND,LEWISTON,61,21,5-1,2018,alliance,0.0
30,3.0,2,AND,LEWISTON,58,21,6-1,2018,alliance,0.0
31,1.0,2,AND,LEWISTON,61,21,6-1,2018,alliance,0.0
32,3.0,2,AND,LEWISTON,61,21,6-1,2018,alliance,0.0
33,1.0,2,AND,LEWISTON,58,21,7-1,2018,alliance,0.0
34,1.0,2,AND,LEWISTON,61,21,7-1,2018,alliance,0.0
35,4.0,2,AND,LISBON,56,22,1-1,2018,alliance,0.0
36,4.0,2,AND,LISBON,56,22,2-1,2018,alliance,0.0
37,7.0,2,AND,LIVERMORE,74,18,1-1,2018,alliance,0.0
38,7.0,2,AND,LIVERMORE,75,18,1-1,2018,alliance,0.0
39,7.0,2,AND,LIVERMORE FALLS,74,18,1-1,2018,alliance,0.0
40,6.0,2,AND,MECHANIC FALLS,72,20,1-1,2018,alliance,0.0
41,7.0,2,AND,MINOT,64,20,1-1,2018,alliance,0.0
42,6.0,2,AND,POLAND,65,20,1-1,2018,alliance,0.0
43,6.0,2,AND,POLAND,66,20,1-1,2018,alliance,0.0
44,4.0,2,AND,SABATTUS,57,22,1-1,2018,alliance,0.0
45,7.0,2,AND,TURNER,75,22,1-1,2018,alliance,0.0
46,4.0,2,AND,WALES,82,22,1-1,2018,alliance,0.0
47,3.0,2,ARO,ALLAGASH,151,1,1-1,2018,alliance,0.0
48,1.0,2,ARO,AMITY,144,2,1-1,2018,alliance,0.0
49,2.0,2,ARO,ASHLAND,151,1,1-1,2018,alliance,0.0
50,1.0,2,ARO,BENEDICTA TWP,144,2,1-1,2018,alliance,0.0
51,1.0,2,ARO,BLAINE,146,2,1-1,2018,alliance,0.0
52,1.0,2,ARO,BRIDGEWATER,145,2,1-1,2018,alliance,0.0
53,2.0,2,ARO,CARIBOU,149,1,1-1,2018,alliance,0.0
54,1.0,2,ARO,CARY PLT,144,2,1-1,2018,alliance,0.0
55,2.0,2,ARO,CASTLE HILL,146,1,1-1,2018,alliance,0.0
56,3.0,2,ARO,CASWELL,148,1,1-1,2018,alliance,0.0
57,2.0,2,ARO,CHAPMAN,146,2,1-1,2018,alliance,0.0
58,3.0,2,ARO,CONNOR TWP,148,1,1-1,2018,alliance,0.0
59,3.0,2,ARO,CROSS LAKE TWP,150,1,1-1,2018,alliance,0.0
60,1.0,2,ARO,CRYSTAL,145,2,1-1,2018,alliance,0.0
61,3.0,2,ARO,CYR PLT,148,1,1-1,2018,alliance,0.0
62,1.0,2,ARO,DYER BROOK,145,2,1-1,2018,alliance,0.0
63,3.0,2,ARO,EAGLE LAKE,151,1,1-1,2018,alliance,0.0
64,1.0,2,ARO,EASTON,148,2,1-1,2018,alliance,0.0
65,1.0,2,ARO,FORT FAIRFIELD,148,2,1-1,2018,alliance,0.0
66,3.0,2,ARO,FORT KENT,151,1,1-1,2018,alliance,0.0
67,3.0,2,ARO,FORT KENT,151,1,1-2,2018,alliance,0.0
68,3.0,2,ARO,FORT KENT,151,1,1-3,2018,alliance,0.0
69,3.0,2,ARO,FORT KENT,151,1,1-4,2018,alliance,0.0
70,2.0,2,ARO,FORT KENT,151,1,2-1,2018,alliance,0.0
71,3.0,2,ARO,FRENCHVILLE,150,1,1-1,2018,alliance,0.0
72,2.0,2,ARO,GARFIELD PLT,151,1,1-1,2018,alliance,0.0
73,1.0,2,ARO,GLENWOOD PLT,144,2,1-1,2018,alliance,0.0
74,3.0,2,ARO,GRAND ISLE,150,1,1-1,2018,alliance,0.0
75,3.0,2,ARO,HAMLIN,148,1,1-1,2018,alliance,0.0
76,1.0,2,ARO,HAMMOND,145,2,1-1,2018,alliance,0.0
77,1.0,2,ARO,HAYNESVILLE,144,2,1-1,2018,alliance,0.0
78,1.0,2,ARO,HERSEY,145,2,1-1,2018,alliance,0.0
79,1.0,2,ARO,HODGDON,144,2,1-1,2018,alliance,0.0
80,1.0,2,ARO,HOULTON,144,2,1-1,2018,alliance,0.0
81,1.0,2,ARO,ISLAND FALLS,145,2,1-1,2018,alliance,0.0
82,3.0,2,ARO,LIMESTONE,148,1,1-1,2018,alliance,0.0
83,1.0,2,ARO,LINNEUS,145,2,1-1,2018,alliance,0.0
84,1.0,2,ARO,LITTLETON,145,2,1-1,2018,alliance,0.0
85,1.0,2,ARO,LUDLOW,145,2,1-1,2018,alliance,0.0
86,1.0,2,ARO,MACWAHOC PLT,144,2,1-1,2018,alliance,0.0
87,3.0,2,ARO,MADAWASKA,150,1,1-1,2018,alliance,0.0
88,3.0,2,ARO,MADAWASKA LAKE TWP,150,1,1-1,2018,alliance,0.0
89,2.0,2,ARO,MAPLETON,146,1,1-1,2018,alliance,0.0
90,2.0,2,ARO,MAPLETON,146,1,1-2,2018,alliance,0.0
91,2.0,2,ARO,MAPLETON,146,1,1-3,2018,alliance,0.0
92,1.0,2,ARO,MARS HILL,146,2,1-1,2018,alliance,0.0
93,2.0,2,ARO,MASARDIS,151,1,1-1,2018,alliance,0.0
94,1.0,2,ARO,MERRILL,145,2,1-1,2018,alliance,0.0
95,1.0,2,ARO,MONTICELLO,145,2,1-1,2018,alliance,0.0
96,1.0,2,ARO,MORO PLT,145,2,1-1,2018,alliance,0.0
97,3.0,2,ARO,NASHVILLE PLT,151,1,1-1,2018,alliance,0.0
98,3.0,2,ARO,NEW CANADA,151,1,1-1,2018,alliance,0.0
99,1.0,2,ARO,NEW LIMERICK,145,2,1-1,2018,alliance,0.0
100,3.0,2,ARO,NEW SWEDEN,149,1,1-1,2018,alliance,0.0
101,1.0,2,ARO,OAKFIELD,145,2,1-1,2018,alliance,0.0
102,1.0,2,ARO,ORIENT,144,2,1-1,2018,alliance,0.0
103,1.0,2,ARO,OXBOW NORTH TWP,151,1,1-1,2018,alliance,0.0
104,3.0,2,ARO,PERHAM,146,1,1-1,2018,alliance,0.0
105,3.0,2,ARO,PORTAGE LAKE,151,1,1-1,2018,alliance,0.0
106,2.0,2,ARO,PRESQUE ISLE,147,2,1-10,2018,alliance,0.0
107,2.0,2,ARO,PRESQUE ISLE,147,2,1-11,2018,alliance,0.0
108,2.0,2,ARO,PRESQUE ISLE,147,2,1-12,2018,alliance,0.0
109,2.0,2,ARO,PRESQUE ISLE,147,2,1-13,2018,alliance,0.0
110,2.0,2,ARO,PRESQUE ISLE,147,2,1-14,2018,alliance,0.0
111,2.0,2,ARO,PRESQUE ISLE,147,2,1-15,2018,alliance,0.0
112,2.0,2,ARO,PRESQUE ISLE,147,2,1-16,2018,alliance,0.0
113,2.0,2,ARO,PRESQUE ISLE,147,2,1-3,2018,alliance,0.0
114,2.0,2,ARO,PRESQUE ISLE,147,2,1-4,2018,alliance,0.0
115,2.0,2,ARO,PRESQUE ISLE,148,2,1-4,2018,alliance,0.0
116,2.0,2,ARO,PRESQUE ISLE,147,2,1-5,2018,alliance,0.0
117,2.0,2,ARO,PRESQUE ISLE,148,2,1-5,2018,alliance,0.0
118,2.0,2,ARO,PRESQUE ISLE,147,2,1-6,2018,alliance,0.0
119,2.0,2,ARO,PRESQUE ISLE,147,2,1-7,2018,alliance,0.0
120,2.0,2,ARO,PRESQUE ISLE,147,2,1-8,2018,alliance,0.0
121,2.0,2,ARO,PRESQUE ISLE,147,2,1-9,2018,alliance,0.0
122,2.0,2,ARO,PRESQUE ISLE,147,2,2-17,2018,alliance,0.0
123,2.0,2,ARO,PRESQUE ISLE,147,2,2-4,2018,alliance,0.0
124,2.0,2,ARO,PRESQUE ISLE,148,2,2-4,2018,alliance,0.0
125,2.0,2,ARO,PRESQUE ISLE,147,2,2-5,2018,alliance,0.0
126,1.0,2,ARO,REED PLT,144,2,1-1,2018,alliance,0.0
127,3.0,2,ARO,SAINT AGATHA,150,1,1-1,2018,alliance,0.0
128,3.0,2,ARO,SAINT FRANCIS,151,1,1-1,2018,alliance,0.0
129,3.0,2,ARO,SAINT JOHN PLT,151,1,1-1,2018,alliance,0.0
130,1.0,2,ARO,SHERMAN,145,2,1-1,2018,alliance,0.0
131,1.0,2,ARO,SILVER RIDGE TWP,144,2,1-1,2018,alliance,0.0
132,3.0,2,ARO,SINCLAIR TWP,150,1,1-1,2018,alliance,0.0
133,1.0,2,ARO,SMYRNA,145,2,1-1,2018,alliance,0.0
134,3.0,2,ARO,STOCKHOLM,148,1,1-1,2018,alliance,0.0
135,3.0,2,ARO,VAN BUREN,150,1,1-1,2018,alliance,0.0
136,3.0,2,ARO,WADE,146,1,1-1,2018,alliance,0.0
137,3.0,2,ARO,WALLAGRASS,151,1,1-1,2018,alliance,0.0
138,2.0,2,ARO,WASHBURN,146,1,1-1,2018,alliance,0.0
139,2.0,2,ARO,WESTFIELD,146,2,1-1,2018,alliance,0.0
140,3.0,2,ARO,WESTMANLAND,149,1,1-1,2018,alliance,0.0
141,1.0,2,ARO,WESTON,144,2,1-1,2018,alliance,0.0
142,3.0,2,ARO,WINTERVILLE PLT,151,1,1-1,2018,alliance,0.0
143,3.0,2,ARO,WOODLAND,146,1,1-1,2018,alliance,0.0
144,1.0,1,CUM,BALDWIN,68,26,1-1,2018,alliance,0.0
145,1.0,1,CUM,BRIDGTON,69,19,1-1,2018,alliance,0.0
146,3.0,1,CUM,BRUNSWICK,50,24,1-1,2018,alliance,0.0
147,3.0,1,CUM,BRUNSWICK,51,24,1-1,2018,alliance,0.0
148,3.0,1,CUM,BRUNSWICK,50,24,1-2,2018,alliance,0.0
149,3.0,1,CUM,BRUNSWICK,51,24,1-2,2018,alliance,0.0
150,3.0,1,CUM,BRUNSWICK,49,24,2-1,2018,alliance,0.0
151,3.0,1,CUM,BRUNSWICK,50,24,2-1,2018,alliance,0.0
152,3.0,1,CUM,BRUNSWICK,50,24,2-2,2018,alliance,0.0
153,3.0,1,CUM,BRUNSWICK,49,24,3-1,2018,alliance,0.0
154,3.0,1,CUM,BRUNSWICK,49,24,3-2,2018,alliance,0.0
155,3.0,1,CUM,BRUNSWICK,49,24,4-1,2018,alliance,0.0
156,3.0,1,CUM,BRUNSWICK,49,24,4-2,2018,alliance,0.0
157,3.0,1,CUM,BRUNSWICK,50,24,5-1,2018,alliance,0.0
158,3.0,1,CUM,BRUNSWICK,50,24,5-2,2018,alliance,0.0
159,3.0,1,CUM,BRUNSWICK,49,24,6-1,2018,alliance,0.0
160,3.0,1,CUM,BRUNSWICK,50,24,6-1,2018,alliance,0.0
161,3.0,1,CUM,BRUNSWICK,49,24,6-2,2018,alliance,0.0
162,3.0,1,CUM,BRUNSWICK,50,24,6-2,2018,alliance,0.0
163,3.0,1,CUM,BRUNSWICK,49,24,7-1,2018,alliance,0.0
164,3.0,1,CUM,BRUNSWICK,50,24,7-1,2018,alliance,0.0
165,3.0,1,CUM,BRUNSWICK,49,24,7-2,2018,alliance,0.0
166,3.0,1,CUM,BRUNSWICK,50,24,7-2,2018,alliance,0.0
167,4.0,1,CUM,CAPE ELIZABETH,30,29,1-1,2018,alliance,0.0
168,4.0,1,CUM,CAPE ELIZABETH,32,29,1-1,2018,alliance,0.0
169,2.0,1,CUM,CASCO,66,26,1-1,2018,alliance,0.0
170,2.0,1,CUM,CASCO,67,26,1-1,2018,alliance,0.0
171,3.0,1,CUM,CHEBEAGUE ISLAND,47,25,1-1,2018,alliance,0.0
172,3.0,1,CUM,CUMBERLAND,45,25,1-1,2018,alliance,0.0
173,2.0,1,CUM,FALMOUTH,43,25,1-1,2018,alliance,0.0
174,2.0,1,CUM,FALMOUTH,44,25,1-1,2018,alliance,0.0
175,3.0,1,CUM,FREEPORT,48,24,1-1,2018,alliance,0.0
176,3.0,1,CUM,FREEPORT,48,24,2-1,2018,alliance,0.0
177,3.0,1,CUM,FREEPORT,48,24,3-1,2018,alliance,0.0
178,3.0,1,CUM,FREEPORT,48,24,4-1,2018,alliance,0.0
179,2.0,1,CUM,FRYE ISLAND,67,26,1-1,2018,alliance,0.0
180,1.0,1,CUM,GORHAM,27,30,1-1,2018,alliance,0.0
181,1.0,1,CUM,GORHAM,27,30,1-2,2018,alliance,0.0
182,1.0,1,CUM,GORHAM,26,30,2-1,2018,alliance,0.0
183,2.0,1,CUM,GRAY,45,25,1-1,2018,alliance,0.0
184,2.0,1,CUM,GRAY,67,25,1-1,2018,alliance,0.0
185,3.0,1,CUM,HARPSWELL,51,24,1-1,2018,alliance,0.0
186,3.0,1,CUM,HARPSWELL,51,24,2-1,2018,alliance,0.0
187,3.0,1,CUM,HARPSWELL,51,24,3-1,2018,alliance,0.0
188,2.0,1,CUM,HARRISON,69,19,1-1,2018,alliance,0.0
189,3.0,1,CUM,LONG ISLAND,47,25,1-1,2018,alliance,0.0
190,2.0,1,CUM,NAPLES,68,19,1-1,2018,alliance,0.0
191,2.0,1,CUM,NEW GLOUCESTER,65,20,1-1,2018,alliance,0.0
192,3.0,1,CUM,NORTH YARMOUTH,46,24,1-1,2018,alliance,0.0
193,5.0,1,CUM,PORTLAND,39,27,1-1,2018,alliance,0.0
194,5.0,1,CUM,PORTLAND,38,27,1-2,2018,alliance,0.0
195,5.0,1,CUM,PORTLAND,39,27,1-2,2018,alliance,0.0
196,5.0,1,CUM,PORTLAND,40,27,1-2,2018,alliance,0.0
197,5.0,1,CUM,PORTLAND,39,27,1-3,2018,alliance,0.0
198,5.0,1,CUM,PORTLAND,39,27,1-45,2018,alliance,0.0
199,5.0,1,CUM,PORTLAND,38,27,2-1,2018,alliance,0.0
200,5.0,1,CUM,PORTLAND,38,27,2-2,2018,alliance,0.0
201,5.0,1,CUM,PORTLAND,40,27,2-2,2018,alliance,0.0
202,5.0,1,CUM,PORTLAND,37,27,3-1,2018,alliance,0.0
203,5.0,1,CUM,PORTLAND,40,27,3-1,2018,alliance,0.0
204,5.0,1,CUM,PORTLAND,41,27,3-1,2018,alliance,0.0
205,5.0,1,CUM,PORTLAND,42,27,3-1,2018,alliance,0.0
206,5.0,1,CUM,PORTLAND,36,28,3-1,2018,alliance,0.0
207,5.0,1,CUM,PORTLAND,37,28,3-1,2018,alliance,0.0
208,5.0,1,CUM,PORTLAND,41,28,3-1,2018,alliance,0.0
209,5.0,1,CUM,PORTLAND,37,28,3-2,2018,alliance,0.0
210,5.0,1,CUM,PORTLAND,41,28,3-2,2018,alliance,0.0
211,5.0,1,CUM,PORTLAND,36,27,4-1,2018,alliance,0.0
212,5.0,1,CUM,PORTLAND,42,27,4-1,2018,alliance,0.0
213,5.0,1,CUM,PORTLAND,36,28,4-1,2018,alliance,0.0
214,5.0,1,CUM,PORTLAND,41,28,4-1,2018,alliance,0.0
215,4.0,1,CUM,PORTLAND,36,27,4-2,2018,alliance,0.0
216,5.0,1,CUM,PORTLAND,36,27,4-2,2018,alliance,0.0
217,4.0,1,CUM,PORTLAND,42,27,4-2,2018,alliance,0.0
218,5.0,1,CUM,PORTLAND,42,27,4-2,2018,alliance,0.0
219,4.0,1,CUM,PORTLAND,43,27,4-2,2018,alliance,0.0
220,5.0,1,CUM,PORTLAND,36,28,4-2,2018,alliance,0.0
221,5.0,1,CUM,PORTLAND,36,28,5-1,2018,alliance,0.0
222,5.0,1,CUM,PORTLAND,37,28,5-1,2018,alliance,0.0
223,5.0,1,CUM,PORTLAND,41,28,5-1,2018,alliance,0.0
224,4.0,1,CUM,PORTLAND,36,28,5-2,2018,alliance,0.0
225,5.0,1,CUM,PORTLAND,36,28,5-2,2018,alliance,0.0
226,4.0,1,CUM,PORTLAND,43,28,5-2,2018,alliance,0.0
227,3.0,1,CUM,POWNAL,46,24,1-1,2018,alliance,0.0
228,3.0,1,CUM,POWNAL,48,24,1-1,2018,alliance,0.0
229,2.0,1,CUM,RAYMOND,66,26,1-1,2018,alliance,0.0
230,2.0,1,CUM,RAYMOND,67,26,1-1,2018,alliance,0.0
231,1.0,1,CUM,SCARBOROUGH,28,29,1-1,2018,alliance,0.0
232,1.0,1,CUM,SCARBOROUGH,29,29,1-1,2018,alliance,0.0
233,1.0,1,CUM,SCARBOROUGH,27,30,1-1,2018,alliance,0.0
234,1.0,1,CUM,SCARBOROUGH,28,30,1-1,2018,alliance,0.0
235,1.0,1,CUM,SCARBOROUGH,29,30,1-1,2018,alliance,0.0
236,1.0,1,CUM,SEBAGO,68,19,1-1,2018,alliance,0.0
237,4.0,1,CUM,SOUTH PORTLAND,31,29,1-1,2018,alliance,0.0
238,4.0,1,CUM,SOUTH PORTLAND,31,29,2-1,2018,alliance,0.0
239,4.0,1,CUM,SOUTH PORTLAND,32,29,2-1,2018,alliance,0.0
240,4.0,1,CUM,SOUTH PORTLAND,32,29,3-1,2018,alliance,0.0
241,4.0,1,CUM,SOUTH PORTLAND,33,29,3-1,2018,alliance,0.0
242,4.0,1,CUM,SOUTH PORTLAND,32,29,4-1,2018,alliance,0.0
243,4.0,1,CUM,SOUTH PORTLAND,33,29,4-1,2018,alliance,0.0
244,4.0,1,CUM,SOUTH PORTLAND,33,29,5-1,2018,alliance,0.0
245,1.0,1,CUM,STANDISH,22,26,1-1,2018,alliance,0.0
246,1.0,1,CUM,STANDISH,23,26,1-1,2018,alliance,0.0
247,4.0,1,CUM,WESTBROOK,35,25,1-1,2018,alliance,0.0
248,4.0,1,CUM,WESTBROOK,34,28,1-1,2018,alliance,0.0
249,4.0,1,CUM,WESTBROOK,35,28,1-1,2018,alliance,0.0
250,4.0,1,CUM,WESTBROOK,34,28,2-1,2018,alliance,0.0
251,4.0,1,CUM,WESTBROOK,34,28,3-1,2018,alliance,0.0
252,4.0,1,CUM,WESTBROOK,35,25,4-1,2018,alliance,0.0
253,4.0,1,CUM,WESTBROOK,35,28,4-1,2018,alliance,0.0
254,4.0,1,CUM,WESTBROOK,35,25,5-1,2018,alliance,0.0
255,4.0,1,CUM,WESTBROOK,35,28,5-1,2018,alliance,0.0
256,2.0,1,CUM,WINDHAM,24,26,1-1,2018,alliance,0.0
257,2.0,1,CUM,WINDHAM,25,26,1-1,2018,alliance,0.0
258,3.0,1,CUM,YARMOUTH,47,25,1-1,2018,alliance,0.0
259,3.0,2,FRA,AVON,112,17,1-1,2018,alliance,0.0
260,3.0,2,FRA,CARRABASSETT VALLEY,112,17,1-1,2018,alliance,0.0
261,1.0,2,FRA,CARTHAGE,112,17,1-1,2018,alliance,0.0
262,2.0,2,FRA,CHESTERVILLE,114,17,1-1,2018,alliance,0.0
263,3.0,2,FRA,COPLIN PLT,117,17,1-1,2018,alliance,0.0
264,3.0,2,FRA,DALLAS PLT,117,17,1-1,2018,alliance,0.0
265,3.0,2,FRA,EUSTIS,117,17,1-1,2018,alliance,0.0
266,2.0,2,FRA,FARMINGTON,113,17,1-1,2018,alliance,0.0
267,3.0,2,FRA,INDUSTRY,114,17,1-1,2018,alliance,0.0
268,1.0,2,FRA,JAY,74,17,1-1,2018,alliance,0.0
269,3.0,2,FRA,KINGFIELD,112,17,1-1,2018,alliance,0.0
270,2.0,2,FRA,NEW SHARON,113,17,1-1,2018,alliance,0.0
271,3.0,2,FRA,NEW VINEYARD,114,17,1-1,2018,alliance,0.0
272,3.0,2,FRA,PHILLIPS,112,17,1-1,2018,alliance,0.0
273,3.0,2,FRA,RANGELEY,117,17,1-1,2018,alliance,0.0
274,3.0,2,FRA,RANGELEY PLT,117,17,1-1,2018,alliance,0.0
275,3.0,2,FRA,SANDY RIVER PLT,112,17,1-1,2018,alliance,0.0
276,3.0,2,FRA,STRONG,114,17,1-1,2018,alliance,0.0
277,1.0,2,FRA,TEMPLE,114,17,1-1,2018,alliance,0.0
278,3.0,2,FRA,WELD,112,17,1-1,2018,alliance,0.0
279,1.0,2,FRA,WILTON,114,17,1-1,2018,alliance,0.0
280,1.0,2,HAN,AMHERST,137,7,1-1,2018,alliance,0.0
281,1.0,2,HAN,AURORA,137,7,1-1,2018,alliance,0.0
282,3.0,2,HAN,BAR HARBOR,135,7,1-1,2018,alliance,0.0
283,1.0,2,HAN,BLUE HILL,133,7,1-1,2018,alliance,0.0
284,2.0,2,HAN,BROOKLIN,133,7,1-1,2018,alliance,0.0
285,2.0,2,HAN,BROOKSVILLE,133,7,1-1,2018,alliance,0.0
286,2.0,2,HAN,BUCKSPORT,130,8,1-1,2018,alliance,0.0
287,2.0,2,HAN,CASTINE,133,8,1-1,2018,alliance,0.0
288,3.0,2,HAN,CRANBERRY ISLES,134,7,1-1,2018,alliance,0.0
289,3.0,2,HAN,CRANBERRY ISLES,134,7,2-1,2018,alliance,0.0
290,2.0,2,HAN,DEDHAM,131,8,1-1,2018,alliance,0.0
291,2.0,2,HAN,DEER ISLE,134,7,1-1,2018,alliance,0.0
292,1.0,2,HAN,EASTBROOK,137,7,1-1,2018,alliance,0.0
293,1.0,2,HAN,ELLSWORTH,132,7,1-1,2018,alliance,0.0
294,1.0,2,HAN,ELLSWORTH,132,7,2-1,2018,alliance,0.0
295,1.0,2,HAN,ELLSWORTH,132,7,3-1,2018,alliance,0.0
296,1.0,2,HAN,ELLSWORTH,132,7,4-1,2018,alliance,0.0
297,3.0,2,HAN,FRANKLIN,137,7,1-1,2018,alliance,0.0
298,3.0,2,HAN,FRENCHBORO,134,7,1-1,2018,alliance,0.0
299,1.0,2,HAN,GOULDSBORO,136,6,1-1,2018,alliance,0.0
300,1.0,2,HAN,GREAT POND,137,8,1-1,2018,alliance,0.0
301,3.0,2,HAN,HANCOCK,136,7,1-1,2018,alliance,0.0
302,3.0,2,HAN,LAMOINE,135,7,1-1,2018,alliance,0.0
303,1.0,2,HAN,MARIAVILLE,136,7,1-1,2018,alliance,0.0
304,3.0,2,HAN,MOUNT DESERT,135,7,1-1,2018,alliance,0.0
305,3.0,2,HAN,MOUNT DESERT,135,7,1-2,2018,alliance,0.0
306,2.0,2,HAN,ORLAND,131,8,1-1,2018,alliance,0.0
307,1.0,2,HAN,OSBORN,136,7,1-1,2018,alliance,0.0
308,1.0,2,HAN,OTIS,131,7,1-1,2018,alliance,0.0
309,2.0,2,HAN,PENOBSCOT,131,8,1-1,2018,alliance,0.0
310,2.0,2,HAN,SEDGWICK,133,7,1-1,2018,alliance,0.0
311,1.0,2,HAN,SORRENTO,136,7,1-1,2018,alliance,0.0
312,3.0,2,HAN,SOUTHWEST HARBOR,134,7,1-1,2018,alliance,0.0
313,2.0,2,HAN,STONINGTON,134,7,1-1,2018,alliance,0.0
314,1.0,2,HAN,SULLIVAN,136,6,1-1,2018,alliance,0.0
315,1.0,2,HAN,SURRY,133,7,1-1,2018,alliance,0.0
316,3.0,2,HAN,SWANS ISLAND,134,7,1-1,2018,alliance,0.0
317,3.0,2,HAN,TREMONT,134,7,1-1,2018,alliance,0.0
318,3.0,2,HAN,TRENTON,132,7,1-1,2018,alliance,0.0
319,2.0,2,HAN,VERONA ISLAND,131,8,1-1,2018,alliance,0.0
320,1.0,2,HAN,WALTHAM,136,7,1-1,2018,alliance,0.0
321,1.0,2,HAN,WINTER HARBOR,136,6,1-1,2018,alliance,0.0
322,3.0,2,KEN,ALBION,79,16,1-1,2018,alliance,0.0
323,1.0,1,KEN,AUGUSTA,85,15,1-1,2018,alliance,0.0
324,1.0,1,KEN,AUGUSTA,86,15,1-1,2018,alliance,0.0
325,1.0,1,KEN,AUGUSTA,85,15,2-1,2018,alliance,0.0
326,1.0,1,KEN,AUGUSTA,86,15,3-1,2018,alliance,0.0
327,1.0,1,KEN,AUGUSTA,80,15,4-1,2018,alliance,0.0
328,1.0,1,KEN,AUGUSTA,85,15,4-1,2018,alliance,0.0
329,3.0,2,KEN,BELGRADE,76,17,1-1,2018,alliance,0.0
330,3.0,2,KEN,BENTON,78,16,1-1,2018,alliance,0.0
331,3.0,2,KEN,BENTON,79,16,1-1,2018,alliance,0.0
332,1.0,1,KEN,CHELSEA,88,14,1-1,2018,alliance,0.0
333,1.0,1,KEN,CHINA,79,15,1-1,2018,alliance,0.0
334,3.0,2,KEN,CLINTON,106,16,1-1,2018,alliance,0.0
335,2.0,1,KEN,FARMINGDALE,83,14,1-1,2018,alliance,0.0
336,2.0,2,KEN,FAYETTE,76,17,1-1,2018,alliance,0.0
337,2.0,2,KEN,GARDINER,83,14,1-1,2018,alliance,0.0
338,2.0,2,KEN,GARDINER,83,14,2-1,2018,alliance,0.0
339,2.0,2,KEN,GARDINER,83,14,3-1,2018,alliance,0.0
340,2.0,2,KEN,GARDINER,83,14,4-1,2018,alliance,0.0
341,2.0,1,KEN,HALLOWELL,84,14,1-1,2018,alliance,0.0
342,2.0,1,KEN,HALLOWELL,84,14,2-1,2018,alliance,0.0
343,2.0,1,KEN,HALLOWELL,84,14,3-1,2018,alliance,0.0
344,2.0,1,KEN,HALLOWELL,84,14,4-1,2018,alliance,0.0
345,2.0,1,KEN,HALLOWELL,84,14,5-1,2018,alliance,0.0
346,2.0,2,KEN,LITCHFIELD,82,22,1-1,2018,alliance,0.0
347,1.0,1,KEN,MANCHESTER,84,14,1-1,2018,alliance,0.0
348,2.0,2,KEN,MONMOUTH,81,14,1-1,2018,alliance,0.0
349,2.0,2,KEN,MONMOUTH,82,14,1-1,2018,alliance,0.0
350,2.0,2,KEN,MOUNT VERNON,76,17,1-1,2018,alliance,0.0
351,3.0,2,KEN,OAKLAND,110,15,1-1,2018,alliance,0.0
352,3.0,2,KEN,OAKLAND,77,15,1-1,2018,alliance,0.0
353,2.0,1,KEN,PITTSTON,87,14,1-1,2018,alliance,0.0
354,2.0,2,KEN,RANDOLPH,87,14,1-1,2018,alliance,0.0
355,2.0,1,KEN,READFIELD,81,14,1-1,2018,alliance,0.0
356,3.0,2,KEN,ROME,76,3,1-1,2018,alliance,0.0
357,1.0,2,KEN,SIDNEY,77,15,1-1,2018,alliance,0.0
358,1.0,1,KEN,VASSALBORO,80,15,1-1,2018,alliance,0.0
