Month-Year,Utility,Utility sub-region,Customer class,Supply type,customers,load,Date
1/1/2014,Central Maine Power,N/A,Large,Standard offer customers,48,229.623612903,1/1/2014
4/1/2006,Central Maine Power,N/A,Large,CEP customers,313,6917,4/1/2006
4/1/2006,Central Maine Power,N/A,Large,Standard offer customers,141,1019.91,4/1/2006
2/1/2021,Emera Maine,Bangor Hydro District,Medium,CEP customers,758,769.428571429,2/1/2021
2/1/2021,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,709,365.142857143,2/1/2021
5/1/2011,Central Maine Power,N/A,Small,CEP customers,14193,441.22,5/1/2011
5/1/2011,Central Maine Power,N/A,Small,Standard offer customers,573669,10386.824,5/1/2011
9/1/2020,Emera Maine,Maine Public District,Large,CEP customers,12,357,9/30/2020
9/1/2020,Emera Maine,Maine Public District,Large,Standard offer customers,3,47,9/30/2020
5/1/2015,Central Maine Power,N/A,Small,CEP customers,130674,2324.536903226,5/1/2015
5/1/2015,Central Maine Power,N/A,Small,Standard offer customers,473911,6978.856645161,5/1/2015
6/1/2016,Emera Maine,Bangor Hydro District,Small,CEP customers,10623,236,6/1/2016
6/1/2016,Emera Maine,Bangor Hydro District,Small,Standard offer customers,113406,2045,6/1/2016
8/1/2010,Emera Maine,Bangor Hydro District,Small,CEP customers,3189,116.142857143,8/1/2010
8/1/2010,Emera Maine,Bangor Hydro District,Small,Standard offer customers,119486,2299.428571429,8/1/2010
3/1/2019,Central Maine Power,N/A,Medium,CEP customers,4992,3408.727612903,3/1/2019
3/1/2019,Central Maine Power,N/A,Medium,Standard offer customers,6598,2209.600161290,3/1/2019
7/1/2015,Central Maine Power,N/A,Medium,CEP customers,5692,3754.547580645,7/1/2015
7/1/2015,Central Maine Power,N/A,Medium,Standard offer customers,5931,2129.649129032,7/1/2015
2/1/2009,Central Maine Power,N/A,Small,CEP customers,2849,138,2/1/2009
2/1/2009,Central Maine Power,N/A,Small,Standard offer customers,581666,12166,2/1/2009
10/1/2017,Emera Maine,Maine Public District,Medium,CEP customers,72,110.414516129,10/1/2017
10/1/2017,Emera Maine,Maine Public District,Medium,Standard offer customers,115,97.285290323,10/1/2017
12/1/2013,Emera Maine,Maine Public District,Medium,CEP customers,53,110.838709677,12/1/2013
12/1/2013,Emera Maine,Maine Public District,Medium,Standard offer customers,129,138.258064516,12/1/2013
5/1/2018,Central Maine Power,N/A,Small,CEP customers,100344,1701.211322581,5/1/2018
5/1/2018,Central Maine Power,N/A,Small,Standard offer customers,515420,8001.54438,5/1/2018
5/1/2018,Central Maine Power,N/A,Medium,CEP customers,4750,3200.623709677,5/1/2018
5/1/2018,Central Maine Power,N/A,Medium,Standard offer customers,6255,1831.794602871,5/1/2018
3/1/2007,Central Maine Power,N/A,Large,CEP customers,344,7547,3/1/2007
3/1/2007,Central Maine Power,N/A,Large,Standard offer customers,82,442.811,3/1/2007
10/1/2016,Emera Maine,Maine Public District,Small,CEP customers,430,31.225806452,10/1/2016
10/1/2016,Emera Maine,Maine Public District,Small,Standard offer customers,38013,659.838709677,10/1/2016
10/1/2012,Central Maine Power,N/A,Large,CEP customers,364,7506.441193548,10/1/2012
10/1/2012,Central Maine Power,N/A,Large,Standard offer customers,39,222.666935484,10/1/2012
1/1/2006,Central Maine Power,N/A,Medium,CEP customers,2360,1821,1/1/2006
1/1/2006,Central Maine Power,N/A,Medium,Standard offer customers,8860,3455,1/1/2006
5/1/2006,Emera Maine,Bangor Hydro District,Small,CEP customers,483,17.285714286,5/1/2006
5/1/2006,Emera Maine,Bangor Hydro District,Small,Standard offer customers,117361,2012.857142857,5/1/2006
1/1/2016,Central Maine Power,N/A,Medium,CEP customers,5742,3476.674290323,1/1/2016
1/1/2016,Central Maine Power,N/A,Medium,Standard offer customers,5890,1724.394096774,1/1/2016
7/1/2006,Emera Maine,Maine Public District,Small,CEP customers,344,12.366666667,7/1/2006
7/1/2006,Emera Maine,Maine Public District,Small,Standard offer customers,36641,698.033333333,7/1/2006
9/1/2019,Emera Maine,Bangor Hydro District,Medium,CEP customers,826,743,9/1/2019
9/1/2019,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1050,448,9/1/2019
10/1/2008,Central Maine Power,N/A,Medium,CEP customers,2664,2165.269,10/1/2008
10/1/2008,Central Maine Power,N/A,Medium,Standard offer customers,8737,3568.177,10/1/2008
4/1/2020,Emera Maine,Bangor Hydro District,Large,CEP customers,32,410.079972403,4/1/2020
4/1/2020,Emera Maine,Bangor Hydro District,Large,Standard offer customers,18,189.415358452,4/1/2020
12/1/2006,Emera Maine,Bangor Hydro District,Medium,CEP customers,390,496.285714286,12/1/2006
12/1/2006,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1163,817.285714286,12/1/2006
10/1/2019,Emera Maine,Bangor Hydro District,Large,CEP customers,32,516,10/1/2019
10/1/2019,Emera Maine,Bangor Hydro District,Large,Standard offer customers,18,240,10/1/2019
8/1/2007,Emera Maine,Bangor Hydro District,Medium,CEP customers,418,696,8/1/2007
8/1/2007,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1205,921,8/1/2007
3/1/2014,Emera Maine,Bangor Hydro District,Medium,CEP customers,736,736.285714286,3/1/2014
3/1/2014,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1033,575.285714286,3/1/2014
10/1/2020,Emera Maine,Maine Public District,Small,CEP customers,376,16.744387097,10/31/2020
10/1/2020,Emera Maine,Maine Public District,Small,Standard offer customers,36792,664.062129032,10/31/2020
1/1/2019,Emera Maine,Bangor Hydro District,Small,CEP customers,11808,282.354608822,1/1/2019
1/1/2019,Emera Maine,Bangor Hydro District,Small,Standard offer customers,128760,2345.739408649,1/1/2019
6/1/2021,Emera Maine,Bangor Hydro District,Medium,CEP customers,789,772.571428571,6/1/2021
6/1/2021,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,746,356.714285714,6/1/2021
9/1/2007,Emera Maine,Maine Public District,Large,CEP customers,10,343.838709677,9/1/2007
9/1/2007,Emera Maine,Maine Public District,Large,Standard offer customers,8,148.935483871,9/1/2007
6/1/2009,Emera Maine,Maine Public District,Medium,CEP customers,60,107.9,6/1/2009
6/1/2009,Emera Maine,Maine Public District,Medium,Standard offer customers,142,163.266666667,6/1/2009
4/1/2013,Central Maine Power,N/A,Large,CEP customers,364,8643.718466667,4/1/2013
4/1/2013,Central Maine Power,N/A,Large,Standard offer customers,39,159.435066667,4/1/2013
4/1/2017,Emera Maine,Bangor Hydro District,Large,CEP customers,30,477.0147,4/1/2017
4/1/2017,Emera Maine,Bangor Hydro District,Large,Standard offer customers,13,23.940533333,4/1/2017
11/1/2018,Central Maine Power,N/A,Medium,CEP customers,4218,3525.1718,11/1/2018
11/1/2018,Central Maine Power,N/A,Medium,Standard offer customers,6145,2069.702533333,11/1/2018
1/1/2015,Emera Maine,Bangor Hydro District,Medium,CEP customers,800,885.285714286,1/1/2015
1/1/2015,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,975,527.714285714,1/1/2015
6/1/2014,Central Maine Power,N/A,Large,CEP customers,349,8776.989633333,6/1/2014
6/1/2014,Central Maine Power,N/A,Large,Standard offer customers,46,272.019433333,6/1/2014
1/1/2018,Central Maine Power,N/A,Large,CEP customers,300,8742.843387097,1/1/2018
1/1/2018,Central Maine Power,N/A,Large,Standard offer customers,51,194.965419355,1/1/2018
2/1/2011,Emera Maine,Bangor Hydro District,Medium,CEP customers,719,726.714285714,2/1/2011
2/1/2011,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,933,628.857142857,2/1/2011
5/1/2012,Emera Maine,Bangor Hydro District,Medium,CEP customers,812,776.285714286,5/1/2012
5/1/2012,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,997,525,5/1/2012
3/1/2007,Central Maine Power,N/A,Medium,CEP customers,2962,2489,3/1/2007
3/1/2007,Central Maine Power,N/A,Medium,Standard offer customers,8248,3111.468,3/1/2007
3/1/2016,Central Maine Power,N/A,Medium,CEP customers,6007,3700.862258065,3/1/2016
3/1/2016,Central Maine Power,N/A,Medium,Standard offer customers,6161,1792.897870968,3/1/2016
6/1/2008,Central Maine Power,N/A,Small,CEP customers,2186,88,6/1/2008
6/1/2008,Central Maine Power,N/A,Small,Standard offer customers,580468,9935,6/1/2008
6/1/2019,Emera Maine,Bangor Hydro District,Medium,CEP customers,831,814,6/1/2019
6/1/2019,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1054,437,6/1/2019
11/1/2011,Emera Maine,Bangor Hydro District,Large,CEP customers,31,775.714285714,11/1/2011
11/1/2011,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,25,11/1/2011
9/1/2010,Emera Maine,Maine Public District,Large,CEP customers,9,215.935483871,9/1/2010
9/1/2010,Emera Maine,Maine Public District,Large,Standard offer customers,8,144.161290323,9/1/2010
8/1/2020,Emera Maine,Bangor Hydro District,Medium,CEP customers,787,801.428571429,8/1/2020
8/1/2020,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,819,415.857142857,8/1/2020
5/1/2014,Central Maine Power,N/A,Large,CEP customers,350,7601.847258065,5/1/2014
5/1/2014,Central Maine Power,N/A,Large,Standard offer customers,50,233.137870968,5/1/2014
3/1/2014,Emera Maine,Maine Public District,Medium,CEP customers,53,108.580645161,3/1/2014
3/1/2014,Emera Maine,Maine Public District,Medium,Standard offer customers,127,128.612903226,3/1/2014
4/1/2016,Emera Maine,Maine Public District,Small,CEP customers,251,17.9,4/1/2016
4/1/2016,Emera Maine,Maine Public District,Small,Standard offer customers,35503,793.8,4/1/2016
7/1/2009,Central Maine Power,N/A,Small,CEP customers,4420,192.05,7/1/2009
7/1/2009,Central Maine Power,N/A,Small,Standard offer customers,579412,12513.618,7/1/2009
10/1/2006,Emera Maine,Maine Public District,Small,CEP customers,334,11.833333333,10/1/2006
10/1/2006,Emera Maine,Maine Public District,Small,Standard offer customers,36785,682.166666667,10/1/2006
11/1/2016,Emera Maine,Bangor Hydro District,Large,CEP customers,34,553,11/1/2016
11/1/2016,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,16,11/1/2016
1/1/2012,Emera Maine,Bangor Hydro District,Small,CEP customers,1476,148,1/1/2012
1/1/2012,Emera Maine,Bangor Hydro District,Small,Standard offer customers,116838,2242,1/1/2012
9/1/2014,Emera Maine,Maine Public District,Medium,CEP customers,52,110.766666667,9/1/2014
9/1/2014,Emera Maine,Maine Public District,Medium,Standard offer customers,121,155.9,9/1/2014
8/1/2021,Central Maine Power,N/A,Medium,CEP customers,5331,3647.729387097,8/31/2021
8/1/2021,Central Maine Power,N/A,Medium,Standard offer customers,5882,2264.637677419,8/31/2021
6/1/2008,Emera Maine,Bangor Hydro District,Medium,CEP customers,394,507,6/1/2008
6/1/2008,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1285,722,6/1/2008
3/1/2020,Central Maine Power,N/A,Small,CEP customers,81583,1753.557387097,3/1/2020
3/1/2020,Central Maine Power,N/A,Small,Standard offer customers,547930,10992.433225806,3/1/2020
7/1/2009,Emera Maine,Maine Public District,Large,CEP customers,12,267.967741935,7/1/2009
7/1/2009,Emera Maine,Maine Public District,Large,Standard offer customers,6,64.645161290,7/1/2009
3/1/2020,Central Maine Power,N/A,Large,CEP customers,354,7755.757483871,3/1/2020
3/1/2020,Central Maine Power,N/A,Large,Standard offer customers,54,173.499516129,3/1/2020
11/1/2019,Emera Maine,Bangor Hydro District,Large,CEP customers,32,435,11/1/2019
11/1/2019,Emera Maine,Bangor Hydro District,Large,Standard offer customers,18,225,11/1/2019
2/1/2021,Central Maine Power,N/A,Large,CEP customers,293,6553.123928571,2/1/2021
2/1/2021,Central Maine Power,N/A,Large,Standard offer customers,56,200.235285714,2/1/2021
1/1/2007,Central Maine Power,N/A,Medium,CEP customers,2914,2338,1/1/2007
1/1/2007,Central Maine Power,N/A,Medium,Standard offer customers,8308,3024,1/1/2007
4/1/2016,Central Maine Power,N/A,Medium,CEP customers,5402,3409.0877,4/1/2016
4/1/2016,Central Maine Power,N/A,Medium,Standard offer customers,5551,1651.484166667,4/1/2016
10/1/2010,Central Maine Power,N/A,Small,CEP customers,14144,412.573,10/1/2010
10/1/2010,Central Maine Power,N/A,Small,Standard offer customers,572977,10228.459,10/1/2010
7/1/2012,Emera Maine,Maine Public District,Large,CEP customers,11,342.903225806,7/1/2012
7/1/2012,Emera Maine,Maine Public District,Large,Standard offer customers,3,11.451612903,7/1/2012
6/1/2012,Central Maine Power,N/A,Large,CEP customers,372,7798.6832,6/1/2012
6/1/2012,Central Maine Power,N/A,Large,Standard offer customers,47,249.610166667,6/1/2012
10/1/2020,Emera Maine,Bangor Hydro District,Small,CEP customers,10834,191.571428571,10/31/2020
10/1/2020,Emera Maine,Bangor Hydro District,Small,Standard offer customers,122310,1788.142857143,10/31/2020
8/1/2018,Emera Maine,Maine Public District,Medium,CEP customers,72,118.281709677,8/1/2018
8/1/2018,Emera Maine,Maine Public District,Medium,Standard offer customers,113,102.887129032,8/1/2018
9/1/2012,Emera Maine,Bangor Hydro District,Large,CEP customers,33,804.285714286,9/1/2012
9/1/2012,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,31.285714286,9/1/2012
7/1/2019,Emera Maine,Bangor Hydro District,Large,CEP customers,32,601.419237444,7/1/2019
7/1/2019,Emera Maine,Bangor Hydro District,Large,Standard offer customers,18,175.175594626,7/1/2019
6/1/2014,Emera Maine,Maine Public District,Large,CEP customers,8,355.466666667,6/1/2014
6/1/2014,Emera Maine,Maine Public District,Large,Standard offer customers,2,15.433333333,6/1/2014
4/1/2009,Emera Maine,Maine Public District,Medium,CEP customers,57,80.903225806,4/1/2009
4/1/2009,Emera Maine,Maine Public District,Medium,Standard offer customers,143,166.064516129,4/1/2009
6/1/2009,Emera Maine,Bangor Hydro District,Medium,CEP customers,475,633.857142857,6/1/2009
6/1/2009,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1226,761.857142857,6/1/2009
11/1/2018,Emera Maine,Bangor Hydro District,Large,CEP customers,31,448.546755969,11/1/2018
11/1/2018,Emera Maine,Bangor Hydro District,Large,Standard offer customers,18,105.904552435,11/1/2018
10/1/2019,Emera Maine,Bangor Hydro District,Medium,CEP customers,831,710,10/1/2019
10/1/2019,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1035,418,10/1/2019
12/1/2012,Emera Maine,Maine Public District,Small,CEP customers,36,3.258064516,12/1/2012
12/1/2012,Emera Maine,Maine Public District,Small,Standard offer customers,37221,827.419354839,12/1/2012
9/1/2007,Emera Maine,Maine Public District,Medium,CEP customers,34,70.677419355,9/1/2007
9/1/2007,Emera Maine,Maine Public District,Medium,Standard offer customers,178,237.129032258,9/1/2007
12/1/2007,Emera Maine,Maine Public District,Small,CEP customers,125,3.233333333,12/1/2007
12/1/2007,Emera Maine,Maine Public District,Small,Standard offer customers,37176,753.733333333,12/1/2007
9/1/2011,Central Maine Power,N/A,Large,CEP customers,333,7169.187,9/11/2011
9/1/2011,Central Maine Power,N/A,Large,Standard offer customers,62,388.541,9/11/2011
1/1/2021,Emera Maine,Maine Public District,Large,CEP customers,13,382.921806452,1/1/2021
1/1/2021,Emera Maine,Maine Public District,Large,Standard offer customers,4,25.722322581,1/1/2021
3/1/2013,Emera Maine,Bangor Hydro District,Medium,CEP customers,821,759.428571429,3/1/2013
3/1/2013,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,957,453.571428571,3/1/2013
3/1/2012,Emera Maine,Bangor Hydro District,Large,CEP customers,31,754.142857143,3/1/2012
3/1/2012,Emera Maine,Bangor Hydro District,Large,Standard offer customers,9,20.285714286,3/1/2012
10/1/2014,Emera Maine,Bangor Hydro District,Large,CEP customers,34,748,10/14/2014
10/1/2014,Emera Maine,Bangor Hydro District,Large,Standard offer customers,10,54,10/14/2014
4/1/2015,Emera Maine,Maine Public District,Small,CEP customers,38,5.4,4/1/2015
4/1/2015,Emera Maine,Maine Public District,Small,Standard offer customers,35746,861.033333333,4/1/2015
2/1/2019,Central Maine Power,N/A,Large,CEP customers,296,4510.5135,2/1/2019
2/1/2019,Central Maine Power,N/A,Large,Standard offer customers,43,212.834714286,2/1/2019
7/1/2009,Central Maine Power,N/A,Medium,CEP customers,3315,2983.593,7/1/2009
7/1/2009,Central Maine Power,N/A,Medium,Standard offer customers,7771,3394.953,7/1/2009
3/1/2008,Central Maine Power,N/A,Medium,CEP customers,2737,2430,3/1/2008
3/1/2008,Central Maine Power,N/A,Medium,Standard offer customers,8596,3362,3/1/2008
5/1/2017,Emera Maine,Bangor Hydro District,Medium,CEP customers,839,767.439258065,5/1/2017
5/1/2017,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,952,340.277967742,5/1/2017
7/1/2021,Emera Maine,Maine Public District,Medium,CEP customers,76,113.885451613,7/1/2021
7/1/2021,Emera Maine,Maine Public District,Medium,Standard offer customers,123,91.105225806,7/1/2021
11/1/2015,Central Maine Power,N/A,Small,CEP customers,119579,2209.949133333,11/1/2015
11/1/2015,Central Maine Power,N/A,Small,Standard offer customers,484818,7251.519933333,11/1/2015
11/1/2007,Central Maine Power,N/A,Large,CEP customers,332,8004,11/1/2007
11/1/2007,Central Maine Power,N/A,Large,Standard offer customers,82,416,11/1/2007
1/1/2008,Central Maine Power,N/A,Small,CEP customers,2959,130,1/1/2008
1/1/2008,Central Maine Power,N/A,Small,Standard offer customers,579449,12781,1/1/2008
5/1/2008,Emera Maine,Maine Public District,Small,CEP customers,123,3.6,5/1/2008
5/1/2008,Emera Maine,Maine Public District,Small,Standard offer customers,37097,766.833333333,5/1/2008
8/1/2020,Emera Maine,Maine Public District,Small,CEP customers,361,17.273870968,8/1/2020
8/1/2020,Emera Maine,Maine Public District,Small,Standard offer customers,35489,730.661290323,8/1/2020
1/1/2016,Central Maine Power,N/A,Large,CEP customers,354,6900.237290323,1/1/2016
1/1/2016,Central Maine Power,N/A,Large,Standard offer customers,43,241.561483871,1/1/2016
11/1/2012,Emera Maine,Maine Public District,Small,CEP customers,30,2.833333333,11/1/2012
11/1/2012,Emera Maine,Maine Public District,Small,Standard offer customers,37220,767.8,11/1/2012
6/1/2017,Emera Maine,Maine Public District,Small,CEP customers,417,24.002333333,6/1/2017
6/1/2017,Emera Maine,Maine Public District,Small,Standard offer customers,36669,670.5675,6/1/2017
12/1/2011,Central Maine Power,N/A,Small,CEP customers,28427,882.915,12/1/2011
12/1/2011,Central Maine Power,N/A,Small,Standard offer customers,560311,12363.475,12/1/2011
3/1/2010,Central Maine Power,N/A,Medium,CEP customers,3744,2767.449,3/1/2010
3/1/2010,Central Maine Power,N/A,Medium,Standard offer customers,7135,2456.114,3/1/2010
3/1/2019,Emera Maine,Bangor Hydro District,Large,CEP customers,33,462,3/1/2019
3/1/2019,Emera Maine,Bangor Hydro District,Large,Standard offer customers,16,131,3/1/2019
5/1/2007,Emera Maine,Bangor Hydro District,Medium,CEP customers,434,514.7,5/1/2007
5/1/2007,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1175,647.3,5/1/2007
1/1/2013,Emera Maine,Maine Public District,Large,CEP customers,10,340,1/1/2013
1/1/2013,Emera Maine,Maine Public District,Large,Standard offer customers,4,19.096774194,1/1/2013
7/1/2019,Emera Maine,Maine Public District,Small,CEP customers,391,20.944677419,7/1/2019
7/1/2019,Emera Maine,Maine Public District,Small,Standard offer customers,36578,655.829677419,7/1/2019
11/1/2014,Central Maine Power,N/A,Small,CEP customers,163100,3211.320533333,11/1/2014
11/1/2014,Central Maine Power,N/A,Small,Standard offer customers,443415,7297.969633333,11/1/2014
11/1/2020,Emera Maine,Maine Public District,Small,CEP customers,373,18.8812,11/30/2020
11/1/2020,Emera Maine,Maine Public District,Small,Standard offer customers,36758,757.416033333,11/30/2020
11/1/2019,Emera Maine,Bangor Hydro District,Small,CEP customers,11282,239,11/1/2019
11/1/2019,Emera Maine,Bangor Hydro District,Small,Standard offer customers,116040,2133,11/1/2019
1/1/2006,Emera Maine,Maine Public District,Medium,CEP customers,82,132.677419355,1/1/2006
1/1/2006,Emera Maine,Maine Public District,Medium,Standard offer customers,129,153.354838710,1/1/2006
11/1/2013,Central Maine Power,N/A,Small,CEP customers,194517,3943.5251,11/1/2013
11/1/2013,Central Maine Power,N/A,Small,Standard offer customers,409773,6572.737466667,11/1/2013
3/1/2010,Emera Maine,Maine Public District,Small,CEP customers,28,1.5,3/1/2010
3/1/2010,Emera Maine,Maine Public District,Small,Standard offer customers,37148,764.633333333,3/1/2010
7/1/2008,Emera Maine,Maine Public District,Medium,CEP customers,33,73,7/1/2008
7/1/2008,Emera Maine,Maine Public District,Medium,Standard offer customers,170,204,7/1/2008
8/1/2019,Emera Maine,Maine Public District,Medium,CEP customers,74,116,8/1/2019
8/1/2019,Emera Maine,Maine Public District,Medium,Standard offer customers,106,88,8/1/2019
7/1/2018,Emera Maine,Maine Public District,Medium,CEP customers,72,117.741935484,7/1/2018
7/1/2018,Emera Maine,Maine Public District,Medium,Standard offer customers,113,99.677419355,7/1/2018
3/1/2009,Emera Maine,Bangor Hydro District,Medium,CEP customers,456,510,3/1/2009
3/1/2009,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1196,649,3/1/2009
9/1/2009,Emera Maine,Maine Public District,Small,CEP customers,25,0.6,9/1/2009
9/1/2009,Emera Maine,Maine Public District,Small,Standard offer customers,37176,678.9,9/1/2009
12/1/2021,Emera Maine,Bangor Hydro District,Medium,CEP customers,762,741,12/31/2021
12/1/2021,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,740,364,12/31/2021
8/1/2020,Central Maine Power,N/A,Large,CEP customers,334,7126.651580645,8/1/2020
8/1/2020,Central Maine Power,N/A,Large,Standard offer customers,54,188.475612903,8/1/2020
6/1/2015,Emera Maine,Bangor Hydro District,Medium,CEP customers,837,843.142857143,6/1/2015
6/1/2015,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1045,475.285714286,6/1/2015
2/1/2011,Emera Maine,Maine Public District,Large,CEP customers,10,240.214285714,2/1/2011
2/1/2011,Emera Maine,Maine Public District,Large,Standard offer customers,7,147.321428571,2/1/2011
1/1/2017,Emera Maine,Maine Public District,Small,CEP customers,423,29.903225806,1/1/2017
1/1/2017,Emera Maine,Maine Public District,Small,Standard offer customers,36547,944.741935484,1/1/2017
7/1/2013,Central Maine Power,N/A,Medium,CEP customers,5822,3496.161806452,7/1/2013
7/1/2013,Central Maine Power,N/A,Medium,Standard offer customers,6269,2252.915096774,7/1/2013
9/1/2018,Emera Maine,Bangor Hydro District,Large,CEP customers,31,501.753846284,9/1/2018
9/1/2018,Emera Maine,Bangor Hydro District,Large,Standard offer customers,17,76.069054226,9/1/2018
5/1/2011,Central Maine Power,N/A,Large,CEP customers,333,6378.357,5/1/2011
5/1/2011,Central Maine Power,N/A,Large,Standard offer customers,61,252.543,5/1/2011
4/1/2007,Emera Maine,Bangor Hydro District,Small,CEP customers,548,15,4/1/2007
4/1/2007,Emera Maine,Bangor Hydro District,Small,Standard offer customers,117962,2367.714285714,4/1/2007
3/1/2011,Central Maine Power,N/A,Large,CEP customers,326,6089.290090295,3/1/2011
3/1/2011,Central Maine Power,N/A,Large,Standard offer customers,60,214.777837027,3/1/2011
1/1/2011,Emera Maine,Bangor Hydro District,Small,CEP customers,3364,134.428571429,1/1/2011
1/1/2011,Emera Maine,Bangor Hydro District,Small,Standard offer customers,117435,2454.285714286,1/1/2011
7/1/2007,Emera Maine,Maine Public District,Large,CEP customers,10,324.866666667,7/1/2007
7/1/2007,Emera Maine,Maine Public District,Large,Standard offer customers,8,150,7/1/2007
8/1/2014,Emera Maine,Maine Public District,Medium,CEP customers,53,122,8/1/2014
8/1/2014,Emera Maine,Maine Public District,Medium,Standard offer customers,121,132.741935484,8/1/2014
11/1/2011,Central Maine Power,N/A,Small,CEP customers,18390,551.712,11/1/2011
11/1/2011,Central Maine Power,N/A,Small,Standard offer customers,569612,10482.443,11/1/2011
10/1/2021,Emera Maine,Bangor Hydro District,Small,CEP customers,11121,194.142857143,10/31/2021
10/1/2021,Emera Maine,Bangor Hydro District,Small,Standard offer customers,123971,1744.142857143,10/31/2021
6/1/2011,Central Maine Power,N/A,Large,CEP customers,333,6674.381,6/1/2011
6/1/2011,Central Maine Power,N/A,Large,Standard offer customers,63,357.678,6/1/2011
9/1/2020,Emera Maine,Bangor Hydro District,Small,CEP customers,10826,214,9/30/2020
9/1/2020,Emera Maine,Bangor Hydro District,Small,Standard offer customers,122784,2027,9/30/2020
8/1/2021,Emera Maine,Bangor Hydro District,Medium,CEP customers,782,800,8/31/2021
8/1/2021,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,761,386,8/31/2021
3/1/2007,Emera Maine,Bangor Hydro District,Small,CEP customers,540,16,3/1/2007
3/1/2007,Emera Maine,Bangor Hydro District,Small,Standard offer customers,118001,2348,3/1/2007
3/1/2015,Central Maine Power,N/A,Large,CEP customers,348,5415.353225806,3/1/2015
3/1/2015,Central Maine Power,N/A,Large,Standard offer customers,40,204.377322581,3/1/2015
4/1/2013,Emera Maine,Maine Public District,Small,CEP customers,53,6.6,4/1/2013
4/1/2013,Emera Maine,Maine Public District,Small,Standard offer customers,37126,742.633333333,4/1/2013
4/1/2021,Emera Maine,Maine Public District,Medium,CEP customers,69,104.485866667,4/1/2021
4/1/2021,Emera Maine,Maine Public District,Medium,Standard offer customers,134,111.716966667,4/1/2021
8/1/2011,Emera Maine,Maine Public District,Small,CEP customers,32,4.064516129,8/1/2011
8/1/2011,Emera Maine,Maine Public District,Small,Standard offer customers,37309,687.354838710,8/1/2011
7/1/2018,Emera Maine,Bangor Hydro District,Small,CEP customers,11836,276.645436185,7/1/2018
7/1/2018,Emera Maine,Bangor Hydro District,Small,Standard offer customers,115237,2292.199583883,7/1/2018
7/1/2017,Central Maine Power,N/A,Medium,CEP customers,5380,3582.049096774,7/1/2017
7/1/2017,Central Maine Power,N/A,Medium,Standard offer customers,6179,2198.007129032,7/1/2017
11/1/2012,Emera Maine,Maine Public District,Medium,CEP customers,39,89.233333333,11/1/2012
11/1/2012,Emera Maine,Maine Public District,Medium,Standard offer customers,113,110.166666667,11/1/2012
5/1/2012,Emera Maine,Maine Public District,Medium,CEP customers,45,101.096774194,5/1/2012
5/1/2012,Emera Maine,Maine Public District,Medium,Standard offer customers,114,111.548387097,5/1/2012
12/1/2017,Emera Maine,Bangor Hydro District,Small,CEP customers,11188,294,12/1/2017
12/1/2017,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114196,2579.571428571,12/1/2017
11/1/2019,Emera Maine,Maine Public District,Large,CEP customers,13,377,11/1/2019
11/1/2019,Emera Maine,Maine Public District,Large,Standard offer customers,2,2,11/1/2019
1/1/2009,Central Maine Power,N/A,Small,CEP customers,2839,155.968,1/1/2009
1/1/2009,Central Maine Power,N/A,Small,Standard offer customers,581461,13945.255,1/1/2009
5/1/2019,Emera Maine,Maine Public District,Medium,CEP customers,72,104.644612903,5/1/2019
5/1/2019,Emera Maine,Maine Public District,Medium,Standard offer customers,108,91.684580645,5/1/2019
4/1/2013,Emera Maine,Maine Public District,Large,CEP customers,10,365.066666667,4/1/2013
4/1/2013,Emera Maine,Maine Public District,Large,Standard offer customers,4,20.133333333,4/1/2013
3/1/2016,Emera Maine,Maine Public District,Medium,CEP customers,63,107.903225806,3/1/2016
3/1/2016,Emera Maine,Maine Public District,Medium,Standard offer customers,126,122.645161290,3/1/2016
6/1/2008,Central Maine Power,N/A,Large,CEP customers,308,6662,6/1/2008
6/1/2008,Central Maine Power,N/A,Large,Standard offer customers,91,493,6/1/2008
10/1/2021,Central Maine Power,N/A,Medium,CEP customers,4961,3197.125129032,10/31/2021
