Month-Year,Utility,Utility sub-region,Customer class,Supply type,customers,load,Date
10/1/2010,Central Maine Power,N/A,Large,CEP customers,302,6585.232,10/1/2010
10/1/2010,Central Maine Power,N/A,Large,Standard offer customers,60,242.759,10/1/2010
2/1/2010,Emera Maine,Bangor Hydro District,Small,CEP customers,2020,60,2/1/2010
2/1/2010,Emera Maine,Bangor Hydro District,Small,Standard offer customers,118297,2170.142857143,2/1/2010
5/1/2014,Emera Maine,Bangor Hydro District,Small,CEP customers,15604,305.714285714,5/1/2014
5/1/2014,Emera Maine,Bangor Hydro District,Small,Standard offer customers,107458,1703.857142857,5/1/2014
2/1/2014,Emera Maine,Maine Public District,Medium,CEP customers,53,176.285714286,2/1/2014
2/1/2014,Emera Maine,Maine Public District,Medium,Standard offer customers,127,153.785714286,2/1/2014
9/1/2012,Central Maine Power,N/A,Small,CEP customers,163762,3449.006266667,9/1/2012
9/1/2012,Central Maine Power,N/A,Small,Standard offer customers,437672,7895.195866667,9/1/2012
11/1/2009,Emera Maine,Maine Public District,Large,CEP customers,9,197.433333333,11/1/2009
11/1/2009,Emera Maine,Maine Public District,Large,Standard offer customers,8,136.366666667,11/1/2009
10/1/2011,Emera Maine,Bangor Hydro District,Medium,CEP customers,720,689.857142857,10/10/2011
10/1/2011,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1023,591.285714286,10/10/2011
7/1/2016,Central Maine Power,N/A,Small,CEP customers,118364,2494.066645161,7/1/2016
7/1/2016,Central Maine Power,N/A,Small,Standard offer customers,490921,8658.080580645,7/1/2016
9/1/2006,Central Maine Power,N/A,Large,CEP customers,347,8173,9/1/2006
9/1/2006,Central Maine Power,N/A,Large,Standard offer customers,97,903.873,9/1/2006
2/1/2021,Central Maine Power,N/A,Medium,CEP customers,5008,3472.812107143,2/1/2021
2/1/2021,Central Maine Power,N/A,Medium,Standard offer customers,5541,1901.886178571,2/1/2021
11/1/2021,Emera Maine,Bangor Hydro District,Large,CEP customers,36,308.428571429,11/30/2021
11/1/2021,Emera Maine,Bangor Hydro District,Large,Standard offer customers,19,23.571428571,11/30/2021
12/1/2021,Central Maine Power,N/A,Large,CEP customers,355,6836.333451613,12/31/2021
12/1/2021,Central Maine Power,N/A,Large,Standard offer customers,49,199.974774194,12/31/2021
10/1/2020,Emera Maine,Maine Public District,Large,CEP customers,13,428.405548387,10/31/2020
10/1/2020,Emera Maine,Maine Public District,Large,Standard offer customers,3,24.529548387,10/31/2020
9/1/2012,Emera Maine,Maine Public District,Small,CEP customers,31,2.666666667,9/1/2012
9/1/2012,Emera Maine,Maine Public District,Small,Standard offer customers,37314,707.366666667,9/1/2012
5/1/2018,Emera Maine,Maine Public District,Small,CEP customers,415,24.161290323,5/1/2018
5/1/2018,Emera Maine,Maine Public District,Small,Standard offer customers,36693,668.677419355,5/1/2018
8/1/2010,Emera Maine,Maine Public District,Medium,CEP customers,56,117.838709677,8/1/2010
8/1/2010,Emera Maine,Maine Public District,Medium,Standard offer customers,134,171.161290323,8/1/2010
8/1/2020,Emera Maine,Maine Public District,Large,CEP customers,12,397.798548387,8/1/2020
8/1/2020,Emera Maine,Maine Public District,Large,Standard offer customers,3,0.941419355,8/1/2020
12/1/2007,Central Maine Power,N/A,Large,CEP customers,330,7812,12/1/2007
12/1/2007,Central Maine Power,N/A,Large,Standard offer customers,80,431,12/1/2007
10/1/2008,Central Maine Power,N/A,Large,CEP customers,305,9277.447,10/1/2008
10/1/2008,Central Maine Power,N/A,Large,Standard offer customers,94,511.545,10/1/2008
6/1/2015,Emera Maine,Maine Public District,Medium,CEP customers,21,36.466666667,6/1/2015
6/1/2015,Emera Maine,Maine Public District,Medium,Standard offer customers,161,185.7,6/1/2015
11/1/2021,Emera Maine,Maine Public District,Large,CEP customers,15,67.533333333,11/30/2021
11/1/2021,Emera Maine,Maine Public District,Large,Standard offer customers,3,0,11/30/2021
4/1/2016,Emera Maine,Maine Public District,Large,CEP customers,12,385.133333333,4/1/2016
4/1/2016,Emera Maine,Maine Public District,Large,Standard offer customers,2,13.366666667,4/1/2016
4/1/2011,Central Maine Power,N/A,Large,CEP customers,328,6793.784470777,4/1/2011
4/1/2011,Central Maine Power,N/A,Large,Standard offer customers,60,245.529613160,4/1/2011
6/1/2020,Emera Maine,Bangor Hydro District,Large,CEP customers,28,537,6/1/2020
6/1/2020,Emera Maine,Bangor Hydro District,Large,Standard offer customers,17,63,6/1/2020
11/1/2006,Central Maine Power,N/A,Small,CEP customers,2511,79,11/1/2006
11/1/2006,Central Maine Power,N/A,Small,Standard offer customers,573602,10730.702,11/1/2006
7/1/2018,Emera Maine,Bangor Hydro District,Large,CEP customers,30,595.527096218,7/1/2018
7/1/2018,Emera Maine,Bangor Hydro District,Large,Standard offer customers,17,88.061386884,7/1/2018
12/1/2013,Emera Maine,Bangor Hydro District,Medium,CEP customers,737,762,12/1/2013
12/1/2013,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1015,540.571428571,12/1/2013
12/1/2008,Central Maine Power,N/A,Small,CEP customers,2835,146.847,12/1/2008
12/1/2008,Central Maine Power,N/A,Small,Standard offer customers,581132,13166.668,12/1/2008
10/1/2009,Emera Maine,Bangor Hydro District,Medium,CEP customers,505,599.857142857,10/1/2009
10/1/2009,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1182,653.142857143,10/1/2009
3/1/2008,Emera Maine,Maine Public District,Large,CEP customers,10,289,3/1/2008
3/1/2008,Emera Maine,Maine Public District,Large,Standard offer customers,8,131,3/1/2008
9/1/2014,Central Maine Power,N/A,Small,CEP customers,169150,3663.497766667,9/1/2014
9/1/2014,Central Maine Power,N/A,Small,Standard offer customers,436363,7684.0757,9/1/2014
9/1/2016,Emera Maine,Bangor Hydro District,Small,CEP customers,10899,213,9/1/2016
9/1/2016,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114298,1795,9/1/2016
11/1/2006,Emera Maine,Maine Public District,Large,CEP customers,11,423.322580645,11/1/2006
11/1/2006,Emera Maine,Maine Public District,Large,Standard offer customers,5,53.258064516,11/1/2006
10/1/2013,Central Maine Power,N/A,Medium,CEP customers,5907,3176.097483871,10/1/2013
10/1/2013,Central Maine Power,N/A,Medium,Standard offer customers,6369,1886.039064516,10/1/2013
2/1/2009,Central Maine Power,N/A,Medium,CEP customers,2985,2350,2/1/2009
2/1/2009,Central Maine Power,N/A,Medium,Standard offer customers,8124,2780,2/1/2009
6/1/2021,Emera Maine,Maine Public District,Medium,CEP customers,69,108.4729,6/1/2021
6/1/2021,Emera Maine,Maine Public District,Medium,Standard offer customers,133,94.7999,6/1/2021
11/1/2017,Emera Maine,Maine Public District,Small,CEP customers,414,24.1059,11/1/2017
11/1/2017,Emera Maine,Maine Public District,Small,Standard offer customers,36674,722.497666667,11/1/2017
9/1/2012,Emera Maine,Bangor Hydro District,Medium,CEP customers,854,817.714285714,9/1/2012
9/1/2012,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,959,488,9/1/2012
12/1/2020,Central Maine Power,N/A,Large,CEP customers,334,7949.052129032,12/31/2020
12/1/2020,Central Maine Power,N/A,Large,Standard offer customers,54,202.876967742,12/31/2020
5/1/2021,Emera Maine,Maine Public District,Small,CEP customers,352,17.216741935,5/1/2021
5/1/2021,Emera Maine,Maine Public District,Small,Standard offer customers,35585,657.632161290,5/1/2021
12/1/2014,Central Maine Power,N/A,Small,CEP customers,159680,3643.981096774,12/1/2014
12/1/2014,Central Maine Power,N/A,Small,Standard offer customers,447471,8718.457741935,12/1/2014
10/1/2018,Emera Maine,Maine Public District,Large,CEP customers,13,455.010322581,10/31/2018
10/1/2018,Emera Maine,Maine Public District,Large,Standard offer customers,3,12.058612903,10/31/2018
2/1/2019,Emera Maine,Maine Public District,Medium,CEP customers,70,122.102535714,2/1/2019
2/1/2019,Emera Maine,Maine Public District,Medium,Standard offer customers,111,115.052464286,2/1/2019
8/1/2013,Central Maine Power,N/A,Small,CEP customers,196039,4526.627967742,8/1/2013
8/1/2013,Central Maine Power,N/A,Small,Standard offer customers,407249,7545.623806452,8/1/2013
12/1/2009,Emera Maine,Bangor Hydro District,Small,CEP customers,1684,55,12/1/2009
12/1/2009,Emera Maine,Bangor Hydro District,Small,Standard offer customers,118641,2450.571428571,12/1/2009
9/1/2021,Central Maine Power,N/A,Medium,CEP customers,5276,4103.968566667,9/30/2021
9/1/2021,Central Maine Power,N/A,Medium,Standard offer customers,5842,2494.798166667,9/30/2021
12/1/2013,Emera Maine,Maine Public District,Small,CEP customers,52,6.580645161,12/1/2013
12/1/2013,Emera Maine,Maine Public District,Small,Standard offer customers,37170,848.161290323,12/1/2013
1/1/2017,Emera Maine,Bangor Hydro District,Small,CEP customers,10804,243.428571429,1/1/2017
1/1/2017,Emera Maine,Bangor Hydro District,Small,Standard offer customers,113323,2118.857142857,1/1/2017
6/1/2012,Emera Maine,Maine Public District,Large,CEP customers,11,336.4,6/1/2012
6/1/2012,Emera Maine,Maine Public District,Large,Standard offer customers,3,16.5,6/1/2012
6/1/2020,Central Maine Power,N/A,Medium,CEP customers,5349,3209.027,6/1/2020
6/1/2020,Central Maine Power,N/A,Medium,Standard offer customers,6012,1829.8635,6/1/2020
10/1/2013,Emera Maine,Maine Public District,Large,CEP customers,8,345.612903226,10/1/2013
10/1/2013,Emera Maine,Maine Public District,Large,Standard offer customers,3,17.483870968,10/1/2013
2/1/2012,Emera Maine,Maine Public District,Medium,CEP customers,46,110.172413793,2/1/2012
2/1/2012,Emera Maine,Maine Public District,Medium,Standard offer customers,138,151,2/1/2012
7/1/2013,Emera Maine,Maine Public District,Medium,CEP customers,52,120.677419355,7/1/2013
7/1/2013,Emera Maine,Maine Public District,Medium,Standard offer customers,133,133.516129032,7/1/2013
11/1/2011,Emera Maine,Bangor Hydro District,Small,CEP customers,3679,125.285714286,11/1/2011
11/1/2011,Emera Maine,Bangor Hydro District,Small,Standard offer customers,117657,2035.571428571,11/1/2011
6/1/2013,Emera Maine,Maine Public District,Medium,CEP customers,52,104.766666667,6/1/2013
6/1/2013,Emera Maine,Maine Public District,Medium,Standard offer customers,125,125.7,6/1/2013
5/1/2006,Central Maine Power,N/A,Medium,CEP customers,2535,1869,5/1/2006
5/1/2006,Central Maine Power,N/A,Medium,Standard offer customers,8676,3154.614,5/1/2006
2/1/2013,Emera Maine,Bangor Hydro District,Medium,CEP customers,825,818.142857143,2/1/2013
2/1/2013,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,935,547.428571429,2/1/2013
2/1/2013,Emera Maine,Maine Public District,Small,CEP customers,53,7.678571429,2/1/2013
2/1/2013,Emera Maine,Maine Public District,Small,Standard offer customers,37133,1067.035714286,2/1/2013
9/1/2017,Central Maine Power,N/A,Small,CEP customers,108114,2227.898266667,9/1/2017
9/1/2017,Central Maine Power,N/A,Small,Standard offer customers,510528,9586.007333333,9/1/2017
10/1/2017,Central Maine Power,N/A,Medium,CEP customers,5345,3424.5825,10/1/2017
10/1/2017,Central Maine Power,N/A,Medium,Standard offer customers,6234,1997.5071,10/1/2017
3/1/2015,Central Maine Power,N/A,Small,CEP customers,148988,3428.476483871,3/1/2015
3/1/2015,Central Maine Power,N/A,Small,Standard offer customers,458456,9003.613967742,3/1/2015
2/1/2020,Emera Maine,Bangor Hydro District,Large,CEP customers,32,485.923574794,2/1/2020
2/1/2020,Emera Maine,Bangor Hydro District,Large,Standard offer customers,18,231.582239403,2/1/2020
1/1/2015,Central Maine Power,N/A,Small,CEP customers,152467,3822.476290323,1/1/2015
1/1/2015,Central Maine Power,N/A,Small,Standard offer customers,455064,10046.993645161,1/1/2015
4/1/2011,Emera Maine,Bangor Hydro District,Small,CEP customers,3382,110,4/1/2011
4/1/2011,Emera Maine,Bangor Hydro District,Small,Standard offer customers,117994,1919.571428571,4/1/2011
10/1/2019,Emera Maine,Maine Public District,Medium,CEP customers,75,109,10/1/2019
10/1/2019,Emera Maine,Maine Public District,Medium,Standard offer customers,109,89,10/1/2019
4/1/2008,Central Maine Power,N/A,Medium,CEP customers,2745,2231,4/1/2008
4/1/2008,Central Maine Power,N/A,Medium,Standard offer customers,8589,3120,4/1/2008
9/1/2019,Emera Maine,Bangor Hydro District,Large,CEP customers,32,546,9/1/2019
9/1/2019,Emera Maine,Bangor Hydro District,Large,Standard offer customers,18,217,9/1/2019
4/1/2017,Central Maine Power,N/A,Medium,CEP customers,5326,3301.544533333,4/1/2017
4/1/2017,Central Maine Power,N/A,Medium,Standard offer customers,5861,1709.599666667,4/1/2017
11/1/2013,Emera Maine,Maine Public District,Large,CEP customers,8,317.633333333,11/1/2013
11/1/2013,Emera Maine,Maine Public District,Large,Standard offer customers,3,14.833333333,11/1/2013
11/1/2006,Emera Maine,Bangor Hydro District,Small,CEP customers,506,17.285714286,11/1/2006
11/1/2006,Emera Maine,Bangor Hydro District,Small,Standard offer customers,118700,2168.428571429,11/1/2006
11/1/2015,Central Maine Power,N/A,Large,CEP customers,298,6601.135866667,11/1/2015
11/1/2015,Central Maine Power,N/A,Large,Standard offer customers,42,280.234266667,11/1/2015
6/1/2006,Emera Maine,Bangor Hydro District,Medium,CEP customers,351,427.428571429,6/1/2006
6/1/2006,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1251,797.714285714,6/1/2006
4/1/2012,Central Maine Power,N/A,Small,CEP customers,100713,2285.574766667,4/1/2012
4/1/2012,Central Maine Power,N/A,Small,Standard offer customers,500452,8297.598566667,4/1/2012
10/1/2008,Emera Maine,Maine Public District,Large,CEP customers,10,290.433333333,10/1/2008
10/1/2008,Emera Maine,Maine Public District,Large,Standard offer customers,8,130.7,10/1/2008
2/1/2016,Emera Maine,Bangor Hydro District,Large,CEP customers,35,588.428571429,2/1/2016
2/1/2016,Emera Maine,Bangor Hydro District,Large,Standard offer customers,12,12.571428571,2/1/2016
9/1/2016,Emera Maine,Maine Public District,Large,CEP customers,13,398.533333333,9/1/2016
9/1/2016,Emera Maine,Maine Public District,Large,Standard offer customers,4,4.466666667,9/1/2016
7/1/2008,Central Maine Power,N/A,Small,CEP customers,2325,103,7/1/2008
7/1/2008,Central Maine Power,N/A,Small,Standard offer customers,580187,11129,7/1/2008
12/1/2013,Central Maine Power,N/A,Large,CEP customers,341,7579.909419355,12/1/2013
12/1/2013,Central Maine Power,N/A,Large,Standard offer customers,46,230.773,12/1/2013
4/1/2014,Central Maine Power,N/A,Large,CEP customers,349,8511.347133333,4/1/2014
4/1/2014,Central Maine Power,N/A,Large,Standard offer customers,50,255.058466667,4/1/2014
9/1/2015,Emera Maine,Bangor Hydro District,Medium,CEP customers,840,898.571428571,9/1/2015
9/1/2015,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1040,552.142857143,9/1/2015
4/1/2020,Emera Maine,Maine Public District,Medium,CEP customers,78,108.944266667,4/1/2020
4/1/2020,Emera Maine,Maine Public District,Medium,Standard offer customers,121,103.595233333,4/1/2020
11/1/2016,Central Maine Power,N/A,Medium,CEP customers,5420,3300.1482,11/1/2016
11/1/2016,Central Maine Power,N/A,Medium,Standard offer customers,5628,1567.592633333,11/1/2016
8/1/2009,Emera Maine,Maine Public District,Large,CEP customers,9,208.774193548,8/1/2009
8/1/2009,Emera Maine,Maine Public District,Large,Standard offer customers,9,111.161290323,8/1/2009
5/1/2009,Emera Maine,Bangor Hydro District,Large,CEP customers,31,854,5/1/2009
5/1/2009,Emera Maine,Bangor Hydro District,Large,Standard offer customers,14,84,5/1/2009
7/1/2016,Emera Maine,Maine Public District,Small,CEP customers,253,18.032258065,7/1/2016
7/1/2016,Emera Maine,Maine Public District,Small,Standard offer customers,35273,881.677419355,7/1/2016
2/1/2013,Emera Maine,Maine Public District,Medium,CEP customers,52,120.357142857,2/1/2013
2/1/2013,Emera Maine,Maine Public District,Medium,Standard offer customers,131,149.964285714,2/1/2013
3/1/2019,Emera Maine,Bangor Hydro District,Small,CEP customers,11722,240,3/1/2019
3/1/2019,Emera Maine,Bangor Hydro District,Small,Standard offer customers,114968,1994,3/1/2019
1/1/2013,Emera Maine,Bangor Hydro District,Small,CEP customers,14429,394.285714286,1/1/2013
1/1/2013,Emera Maine,Bangor Hydro District,Small,Standard offer customers,107079,2200.571428571,1/1/2013
10/1/2007,Emera Maine,Bangor Hydro District,Small,CEP customers,566,13,10/1/2007
10/1/2007,Emera Maine,Bangor Hydro District,Small,Standard offer customers,120367,2116,10/1/2007
8/1/2014,Emera Maine,Bangor Hydro District,Large,CEP customers,34,938.285714286,8/1/2014
8/1/2014,Emera Maine,Bangor Hydro District,Large,Standard offer customers,11,62.714285714,8/1/2014
8/1/2018,Emera Maine,Maine Public District,Large,CEP customers,13,435.181612903,8/1/2018
8/1/2018,Emera Maine,Maine Public District,Large,Standard offer customers,3,5.353193548,8/1/2018
10/1/2006,Emera Maine,Bangor Hydro District,Medium,CEP customers,383,501.142857143,10/1/2006
10/1/2006,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1214,735.714285714,10/1/2006
12/1/2008,Emera Maine,Bangor Hydro District,Large,CEP customers,30,782,12/1/2008
12/1/2008,Emera Maine,Bangor Hydro District,Large,Standard offer customers,15,91,12/1/2008
2/1/2008,Emera Maine,Maine Public District,Small,CEP customers,123,3.064516129,2/1/2008
2/1/2008,Emera Maine,Maine Public District,Small,Standard offer customers,37158,910.161290323,2/1/2008
3/1/2014,Emera Maine,Maine Public District,Small,CEP customers,53,8,3/1/2014
3/1/2014,Emera Maine,Maine Public District,Small,Standard offer customers,37132,857.548387097,3/1/2014
2/1/2013,Emera Maine,Bangor Hydro District,Small,CEP customers,15447,365.142857143,2/1/2013
2/1/2013,Emera Maine,Bangor Hydro District,Small,Standard offer customers,106031,1969,2/1/2013
3/1/2010,Central Maine Power,N/A,Large,CEP customers,301,6072.771,3/1/2010
3/1/2010,Central Maine Power,N/A,Large,Standard offer customers,59,219.268,3/1/2010
3/1/2018,Central Maine Power,N/A,Small,CEP customers,102134,2080.371322581,3/1/2018
3/1/2018,Central Maine Power,N/A,Small,Standard offer customers,514759,10378.644295903,3/1/2018
5/1/2011,Emera Maine,Maine Public District,Large,CEP customers,9,259.225806452,5/1/2011
5/1/2011,Emera Maine,Maine Public District,Large,Standard offer customers,6,110.967741935,5/1/2011
6/1/2018,Emera Maine,Bangor Hydro District,Small,CEP customers,11654,224.839312771,6/1/2018
6/1/2018,Emera Maine,Bangor Hydro District,Small,Standard offer customers,115381,1881.950949073,6/1/2018
11/1/2010,Emera Maine,Maine Public District,Large,CEP customers,10,236.833333333,11/1/2010
11/1/2010,Emera Maine,Maine Public District,Large,Standard offer customers,7,117.366666667,11/1/2010
5/1/2008,Emera Maine,Bangor Hydro District,Medium,CEP customers,397,477,5/1/2008
5/1/2008,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1265,685,5/1/2008
7/1/2013,Central Maine Power,N/A,Small,CEP customers,198712,4431.274258065,7/1/2013
7/1/2013,Central Maine Power,N/A,Small,Standard offer customers,405113,7073.878483871,7/1/2013
8/1/2021,Central Maine Power,N/A,Small,CEP customers,77050,1733.949741935,8/31/2021
8/1/2021,Central Maine Power,N/A,Small,Standard offer customers,563107,11490.916967742,8/31/2021
9/1/2012,Emera Maine,Maine Public District,Large,CEP customers,11,309.266666667,9/1/2012
9/1/2012,Emera Maine,Maine Public District,Large,Standard offer customers,3,13.966666667,9/1/2012
11/1/2020,Emera Maine,Bangor Hydro District,Medium,CEP customers,716,638.857142857,11/30/2020
11/1/2020,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,741,320.714285714,11/30/2020
9/1/2014,Emera Maine,Bangor Hydro District,Small,CEP customers,14696,288.571428571,9/1/2014
9/1/2014,Emera Maine,Bangor Hydro District,Small,Standard offer customers,108873,1729.142857143,9/1/2014
4/1/2017,Emera Maine,Maine Public District,Large,CEP customers,13,405.333333333,4/1/2017
4/1/2017,Emera Maine,Maine Public District,Large,Standard offer customers,1,0.700000000,4/1/2017
12/1/2012,Central Maine Power,N/A,Small,CEP customers,176851,4250.717774194,12/1/2012
12/1/2012,Central Maine Power,N/A,Small,Standard offer customers,425727,7778.974967742,12/1/2012
5/1/2021,Central Maine Power,N/A,Large,CEP customers,305,6579.834774194,5/1/2021
5/1/2021,Central Maine Power,N/A,Large,Standard offer customers,48,176.677967742,5/1/2021
5/1/2007,Emera Maine,Maine Public District,Large,CEP customers,10,438,5/1/2007
5/1/2007,Emera Maine,Maine Public District,Large,Standard offer customers,8,51,5/1/2007
8/1/2020,Emera Maine,Bangor Hydro District,Large,CEP customers,32,506.571428571,8/1/2020
8/1/2020,Emera Maine,Bangor Hydro District,Large,Standard offer customers,18,203.714285714,8/1/2020
8/1/2006,Central Maine Power,N/A,Large,CEP customers,350,8205,8/1/2006
8/1/2006,Central Maine Power,N/A,Large,Standard offer customers,110,1045.533,8/1/2006
8/1/2011,Emera Maine,Maine Public District,Medium,CEP customers,46,120.129032258,8/1/2011
8/1/2011,Emera Maine,Maine Public District,Medium,Standard offer customers,142,170.161290323,8/1/2011
3/1/2006,Emera Maine,Bangor Hydro District,Small,CEP customers,492,21,3/1/2006
3/1/2006,Emera Maine,Bangor Hydro District,Small,Standard offer customers,116676,2520.428571429,3/1/2006
8/1/2020,Central Maine Power,N/A,Small,CEP customers,80278,2013.873645161,8/1/2020
8/1/2020,Central Maine Power,N/A,Small,Standard offer customers,551802,12794.916290323,8/1/2020
4/1/2006,Emera Maine,Bangor Hydro District,Medium,CEP customers,335,454.714285714,4/1/2006
4/1/2006,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1211,731.142857143,4/1/2006
3/1/2011,Emera Maine,Maine Public District,Small,CEP customers,31,2.354838710,3/1/2011
3/1/2011,Emera Maine,Maine Public District,Small,Standard offer customers,37234,827.322580645,3/1/2011
8/1/2018,Emera Maine,Bangor Hydro District,Large,CEP customers,31,633.651592903,8/1/2018
8/1/2018,Emera Maine,Bangor Hydro District,Large,Standard offer customers,17,125.412270210,8/1/2018
2/1/2015,Central Maine Power,N/A,Large,CEP customers,358,7367.746035714,2/1/2015
2/1/2015,Central Maine Power,N/A,Large,Standard offer customers,45,285.613607143,2/1/2015
10/1/2008,Central Maine Power,N/A,Small,CEP customers,2564,100.286,10/1/2008
10/1/2008,Central Maine Power,N/A,Small,Standard offer customers,580298,10292.628,10/1/2008
6/1/2006,Central Maine Power,N/A,Medium,CEP customers,2528,1977,6/1/2006
6/1/2006,Central Maine Power,N/A,Medium,Standard offer customers,8651,3308.783,6/1/2006
8/1/2019,Central Maine Power,N/A,Large,CEP customers,358,7787.260032258,8/1/2019
8/1/2019,Central Maine Power,N/A,Large,Standard offer customers,51,172.830064516,8/1/2019
5/1/2020,Emera Maine,Maine Public District,Large,CEP customers,13,339,5/1/2020
5/1/2020,Emera Maine,Maine Public District,Large,Standard offer customers,3,0,5/1/2020
12/1/2008,Central Maine Power,N/A,Large,CEP customers,292,4699.218,12/1/2008
12/1/2008,Central Maine Power,N/A,Large,Standard offer customers,92,382.987,12/1/2008
4/1/2012,Emera Maine,Maine Public District,Large,CEP customers,11,349.866666667,4/1/2012
4/1/2012,Emera Maine,Maine Public District,Large,Standard offer customers,3,16.9,4/1/2012
9/1/2021,Emera Maine,Bangor Hydro District,Small,CEP customers,11228,248.857142857,9/30/2021
9/1/2021,Emera Maine,Bangor Hydro District,Small,Standard offer customers,124251,2300,9/30/2021
9/1/2013,Emera Maine,Bangor Hydro District,Small,CEP customers,18086,361.714285714,9/1/2013
9/1/2013,Emera Maine,Bangor Hydro District,Small,Standard offer customers,105228,1649.285714286,9/1/2013
7/1/2011,Emera Maine,Bangor Hydro District,Small,CEP customers,3350,133.285714286,7/1/2011
7/1/2011,Emera Maine,Bangor Hydro District,Small,Standard offer customers,119381,2166.428571429,7/1/2011
1/1/2010,Emera Maine,Maine Public District,Small,CEP customers,30,1.322580645,1/1/2010
1/1/2010,Emera Maine,Maine Public District,Small,Standard offer customers,37152,912.612903226,1/1/2010
2/1/2011,Emera Maine,Maine Public District,Small,CEP customers,32,2.607142857,2/1/2011
2/1/2011,Emera Maine,Maine Public District,Small,Standard offer customers,37226,927.75,2/1/2011
7/1/2017,Emera Maine,Bangor Hydro District,Medium,CEP customers,855,913.270786536,7/1/2017
7/1/2017,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,999,462.832501393,7/1/2017
12/1/2020,Emera Maine,Maine Public District,Small,CEP customers,356,19.379677419,12/31/2020
12/1/2020,Emera Maine,Maine Public District,Small,Standard offer customers,35500,831.403032258,12/31/2020
5/1/2019,Central Maine Power,N/A,Large,CEP customers,354,7761.543967742,5/1/2019
5/1/2019,Central Maine Power,N/A,Large,Standard offer customers,52,185.782064516,5/1/2019
10/1/2014,Emera Maine,Maine Public District,Large,CEP customers,8,362,10/14/2014
10/1/2014,Emera Maine,Maine Public District,Large,Standard offer customers,3,23,10/14/2014
9/1/2006,Emera Maine,Bangor Hydro District,Large,CEP customers,24,520,9/1/2006
9/1/2006,Emera Maine,Bangor Hydro District,Large,Standard offer customers,15,498.857142857,9/1/2006
7/1/2017,Central Maine Power,N/A,Small,CEP customers,111443,2203.622193548,7/1/2017
7/1/2017,Central Maine Power,N/A,Small,Standard offer customers,506213,9056.966064516,7/1/2017
2/1/2008,Central Maine Power,N/A,Small,CEP customers,2983,136,2/1/2008
2/1/2008,Central Maine Power,N/A,Small,Standard offer customers,579773,13314,2/1/2008
6/1/2019,Central Maine Power,N/A,Large,CEP customers,311,4497.970966667,6/1/2019
6/1/2019,Central Maine Power,N/A,Large,Standard offer customers,44,126.745833333,6/1/2019
4/1/2014,Central Maine Power,N/A,Small,CEP customers,177415,3839.4756,4/1/2014
4/1/2014,Central Maine Power,N/A,Small,Standard offer customers,427602,7701.426166667,4/1/2014
5/1/2006,Emera Maine,Maine Public District,Medium,CEP customers,63,86.2,5/1/2006
5/1/2006,Emera Maine,Maine Public District,Medium,Standard offer customers,143,162.533333333,5/1/2006
8/1/2018,Emera Maine,Bangor Hydro District,Medium,CEP customers,805,884.578044106,8/1/2018
8/1/2018,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1059,526.861598786,8/1/2018
10/1/2013,Emera Maine,Bangor Hydro District,Medium,CEP customers,772,776.857142857,10/1/2013
10/1/2013,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1026,504.714285714,10/1/2013
1/1/2006,Central Maine Power,N/A,Small,CEP customers,2254,67,1/1/2006
1/1/2006,Central Maine Power,N/A,Small,Standard offer customers,568336,13183,1/1/2006
10/1/2015,Emera Maine,Bangor Hydro District,Small,CEP customers,10875,228.285714286,10/1/2015
10/1/2015,Emera Maine,Bangor Hydro District,Small,Standard offer customers,113112,1886.285714286,10/1/2015
12/1/2007,Emera Maine,Maine Public District,Medium,CEP customers,34,65.466666667,12/1/2007
12/1/2007,Emera Maine,Maine Public District,Medium,Standard offer customers,172,216.5,12/1/2007
5/1/2014,Emera Maine,Maine Public District,Small,CEP customers,64,8.483870968,5/1/2014
5/1/2014,Emera Maine,Maine Public District,Small,Standard offer customers,37157,706.967741935,5/1/2014
12/1/2009,Emera Maine,Bangor Hydro District,Medium,CEP customers,442,666.857142857,12/1/2009
12/1/2009,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1087,642.142857143,12/1/2009
6/1/2007,Emera Maine,Bangor Hydro District,Medium,CEP customers,421,558,6/1/2007
6/1/2007,Emera Maine,Bangor Hydro District,Medium,Standard offer customers,1197,702.142857143,6/1/2007
3/1/2019,Emera Maine,Maine Public District,Small,CEP customers,393,28,3/1/2019
3/1/2019,Emera Maine,Maine Public District,Small,Standard offer customers,36499,799,3/1/2019
6/1/2006,Emera Maine,Bangor Hydro District,Large,CEP customers,23,583,6/1/2006
