,id,callSign,frequency,activeInd,medium
4376,65152,KGYN,1210.0,Y,am
4377,65209,WRJZ,620.0,Y,am
4378,8183,WJCV,1290.0,Y,am
4379,65263,KOFE,1240.0,Y,am
4380,65456,WLAD,800.0,Y,am
4381,8591,WFPB,1170.0,Y,am
4382,37063,KMVL,1220.0,Y,am
4383,39460,WEKT,1070.0,Y,am
4384,12495,WBQL,1400.0,Y,am
4385,65592,WKSN,1340.0,Y,am
4386,65603,WKBI,1400.0,Y,am
4387,2319,WPJM,800.0,Y,am
4388,2649,WILB,1060.0,Y,am
4389,65674,WGCH,1490.0,Y,am
4390,2860,WQTM,1480.0,Y,am
4391,3494,WLRC,850.0,Y,am
4392,65608,WCLA,1470.0,Y,am
4393,65679,WBAL,1090.0,Y,am
4394,65918,WHKY,1290.0,Y,am
4395,23911,WGTJ,1330.0,Y,am
4396,65972,WMBI,1110.0,Y,am
4397,66250,KRDO,1240.0,Y,am
4398,66005,WDLM,960.0,Y,am
4399,24149,WHYM,1260.0,Y,am
4400,66253,KIVY,1290.0,Y,am
4401,65791,KLBJ,590.0,Y,am
4402,47085,KWPC,860.0,Y,am
4403,60771,WODI,1230.0,Y,am
4404,66282,WKCU,1350.0,Y,am
4405,39679,WWCK,1570.0,Y,am
4406,66972,KNND,1400.0,Y,am
4407,66283,WROM,710.0,Y,am
4408,66335,WGNS,1450.0,Y,am
4409,66663,WSLB,1400.0,Y,am
4410,66959,WTRP,620.0,Y,am
4411,66967,WBBT,1340.0,Y,am
4412,25007,WJWL,900.0,Y,am
4413,66955,WBAC,1340.0,Y,am
4414,25031,WCRT,1160.0,Y,am
4415,67041,KIUL,1240.0,Y,am
4416,67068,WIND,560.0,Y,am
4417,67067,KGBT,1530.0,Y,am
4418,67097,WTIF,1340.0,Y,am
4419,67132,WGET,1320.0,Y,am
4420,25701,KZPA,900.0,Y,am
4421,25732,WAMO,660.0,Y,am
4422,33736,KCOG,1400.0,Y,am
4423,40696,KYND,1520.0,Y,am
4424,67270,WEMJ,1490.0,Y,am
4425,67170,WZYX,1440.0,Y,am
4426,34030,WCTR,1530.0,Y,am
4427,67183,KTGO,1090.0,Y,am
4428,67137,WGPA,1100.0,Y,am
4429,67180,WKBA,1550.0,Y,am
4430,22552,WYCV,900.0,Y,am
4431,24994,WLVP,870.0,Y,am
4432,67309,KTOQ,1340.0,Y,am
4433,67312,KTAT,1570.0,Y,am
4434,25773,WHGH,840.0,Y,am
4435,25834,WHMQ,1240.0,Y,am
4436,25870,WLPA,1490.0,Y,am
4437,67505,WRTA,1240.0,Y,am
4438,25917,WXTG,1490.0,Y,am
4440,26302,WKND,1480.0,Y,am
4441,26310,KRDY,1160.0,Y,am
4442,67503,KTWG,801.0,Y,am
4443,67519,KTYM,1460.0,Y,am
4444,67593,KTMC,1400.0,Y,am
4445,67594,KLOO,1340.0,Y,am
4446,27023,KTTH,770.0,Y,am
4447,67755,WTRI,1520.0,Y,am
4448,67668,KONA,610.0,Y,am
4449,27190,WLOY,660.0,Y,am
4450,31587,WONG,1150.0,Y,am
4451,67703,WCED,1420.0,Y,am
4452,56101,WGR,550.0,Y,am
4453,27703,KHCB,1400.0,Y,am
4454,67770,KDIO,1350.0,Y,am
4455,27713,WQVN,1360.0,Y,am
4456,68131,KRDD,1320.0,Y,am
4457,28118,WHIY,1600.0,Y,am
4458,28252,KDBI,730.0,Y,am
4459,28636,WJZ,1300.0,Y,am
4460,34822,WYDE,1260.0,Y,am
4461,41970,WREY,630.0,Y,am
4462,29513,WXSM,640.0,Y,am
4464,29520,KCQL,1340.0,Y,am
4465,68355,WNEL,1430.0,Y,am
4466,29597,WKQA,1110.0,Y,am
4467,68302,WPDX,750.0,Y,am
4468,54634,KDHL,920.0,Y,am
4469,42146,WIDG,940.0,Y,am
4471,68577,WGRM,1240.0,Y,am
4472,68593,KCID,1490.0,Y,am
4473,68613,WTTC,1550.0,Y,am
4474,30157,KWDJ,1360.0,Y,am
4475,30195,KPIR,1420.0,Y,am
4476,30274,KHCH,1410.0,Y,am
4477,30278,WDSA,1320.0,Y,am
4478,30615,WHPY,1590.0,Y,am
4479,30965,WTKI,1450.0,Y,am
4480,68906,WWRL,1600.0,Y,am
4481,69484,KKIN,930.0,Y,am
4482,31004,KAAN,870.0,Y,am
4483,31063,KVTT,1110.0,Y,am
4484,68835,WISE,1310.0,Y,am
4485,65317,KBTC,1250.0,Y,am
4486,69647,WVLD,1450.0,Y,am
4487,32299,KJBN,1050.0,Y,am
4488,69845,KAMI,1580.0,Y,am
4489,69935,WITY,980.0,Y,am
4490,32339,KSUH,1450.0,Y,am
4491,32982,WRIE,1260.0,Y,am
4492,40169,WMRN,1490.0,Y,am
4493,70303,KLPW,1220.0,Y,am
4494,70347,WNRG,940.0,Y,am
4495,70352,WYRE,810.0,Y,am
4496,70191,WCHL,1360.0,Y,am
4497,70305,WCMY,1430.0,Y,am
4498,70259,WCMC,1230.0,Y,am
4499,70253,WGGH,1150.0,Y,am
4500,33469,WSYY,1240.0,Y,am
4501,33729,KCMC,740.0,Y,am
4502,70463,KURV,710.0,Y,am
4503,70500,KBMW,1450.0,Y,am
4504,33821,KGRE,1450.0,Y,am
4505,66464,WTIC,1080.0,Y,am
4506,34298,KFLC,1270.0,Y,am
4507,70467,KOHI,1600.0,Y,am
4508,47087,WZZA,1410.0,Y,am
4509,70466,KRLW,1320.0,Y,am
4510,8438,WHAN,1430.0,Y,am
4511,34383,WWKB,1520.0,Y,am
4512,34388,WOLI,910.0,Y,am
4513,70647,KLOG,1490.0,Y,am
4514,34430,KFIT,1060.0,Y,am
4515,40710,WONW,1280.0,Y,am
4516,70684,WADO,1280.0,Y,am
4517,70658,WABC,770.0,Y,am
4518,70624,WFSP,1560.0,Y,am
4519,70527,WTTF,1600.0,Y,am
4520,70890,WMCR,1600.0,Y,am
4521,22995,WGAD,930.0,Y,am
4522,23005,WZZQ,1500.0,Y,am
4523,70744,KWVR,1340.0,Y,am
4524,70774,KKAN,1490.0,Y,am
4525,70877,WARE,1250.0,Y,am
4526,49815,WWNA,1340.0,Y,am
4527,49983,WBAE,1490.0,Y,am
4528,71025,KWSU,1250.0,Y,am
4529,27420,WHSR,980.0,Y,am
4530,71087,KTSA,550.0,Y,am
4531,71104,WATS,960.0,Y,am
4532,28846,KBFP,800.0,Y,am
4533,71092,WTTN,1580.0,Y,am
4534,71167,WFIW,1390.0,Y,am
4535,71200,WBAP,820.0,Y,am
4536,51263,KTNK,1410.0,Y,am
4537,71068,WATA,1450.0,Y,am
4538,34452,KLSD,1360.0,Y,am
4539,34551,KKEA,1420.0,Y,am
4540,51722,WCKY,1530.0,Y,am
4541,71294,WCRK,1150.0,Y,am
4542,71291,WCPC,940.0,Y,am
4543,71342,WDMG,860.0,Y,am
4544,71356,WDSM,710.0,Y,am
4545,71398,WEBO,1330.0,Y,am
4546,35026,KYVA,1230.0,Y,am
4547,53491,KVNT,1020.0,Y,am
4548,71510,WENY,1230.0,Y,am
4549,53588,WBOB,600.0,Y,am
4550,71548,KRSL,990.0,Y,am
4551,72985,WIOO,1000.0,Y,am
4552,71649,KPET,690.0,Y,am
4553,71715,KPQ,560.0,Y,am
4554,53948,WLYN,1360.0,Y,am
4555,71877,KMRS,1230.0,Y,am
4556,71660,WCHS,580.0,Y,am
4557,72037,KPUR,1440.0,Y,am
4558,41565,WPEK,880.0,Y,am
4559,41579,KSLL,1080.0,Y,am
4560,72088,WGAW,1340.0,Y,am
4561,54553,WCUM,1450.0,Y,am
4562,72066,WFOM,1230.0,Y,am
4563,72125,WGRO,960.0,Y,am
4564,72114,WGN,720.0,Y,am
4565,72152,KWNO,1230.0,Y,am
4566,41442,WREV,1220.0,Y,am
4567,43199,WFXN,1230.0,Y,am
4568,43223,KLXX,1270.0,Y,am
4569,43633,WGMP,1170.0,Y,am
4570,72347,WICH,1310.0,Y,am
4571,43710,KRRS,1460.0,Y,am
4572,72369,KCUZ,1490.0,Y,am
4573,72276,WAAM,1600.0,Y,am
4574,72143,WHBG,1360.0,Y,am
4575,72315,WKMC,1370.0,Y,am
4576,72200,WLQH,940.0,Y,am
4577,15793,WYAC,930.0,Y,am
4578,43757,KFCD,990.0,Y,am
4579,72537,KPOD,1240.0,Y,am
4580,43896,WEUV,1190.0,Y,am
4581,72781,KEES,1430.0,Y,am
4582,72457,WKBC,800.0,Y,am
4583,72731,WGAI,560.0,Y,am
4584,72663,WKBY,1080.0,Y,am
4585,47104,WWFD,820.0,Y,am
4586,48240,WKBM,930.0,Y,am
4587,74075,WSTP,1490.0,Y,am
4588,48333,WFMB,1450.0,Y,am
4589,61712,KOSJ,1490.0,Y,am
4590,73031,KJAN,1220.0,Y,am
4591,63794,KRMP,1140.0,Y,am
4592,72905,KDOM,1580.0,Y,am
4593,16409,WSQR,1180.0,Y,am
4594,49985,WNMB,900.0,Y,am
4595,51181,KGRV,700.0,Y,am
4596,73053,WFHR,1320.0,Y,am
4597,73096,WMIX,940.0,Y,am
4599,70520,WLIV,920.0,Y,am
4600,43140,WSAT,1280.0,Y,am
4601,73035,WIRY,1340.0,Y,am
4602,73190,WKCW,1420.0,Y,am
4603,73227,WLS,890.0,Y,am
4604,51639,KNRO,1400.0,Y,am
4605,51976,WQOP,1460.0,Y,am
4606,73275,WMOK,920.0,Y,am
4607,73271,WMLP,1380.0,Y,am
4608,73157,WKEY,1340.0,Y,am
4609,73260,WMGY,800.0,Y,am
4610,71250,WCBT,1230.0,Y,am
4611,73149,WJRI,1340.0,Y,am
4612,52368,WJZU,1250.0,Y,am
4613,52635,KKCQ,1480.0,Y,am
4614,73300,KSTL,690.0,Y,am
4615,68309,WALQ,1130.0,Y,am
4616,73286,WRGC,540.0,Y,am
4617,68567,KVNA,600.0,Y,am
4618,73302,WMVG,1450.0,Y,am
4619,73278,WMOP,900.0,Y,am
4620,73357,WNYC,820.0,Y,am
4621,73627,KTRF,1230.0,Y,am
4622,73364,WOBL,1320.0,Y,am
4623,54009,KRVM,1280.0,Y,am
4624,73626,KUBC,580.0,Y,am
4625,73064,KRML,1410.0,Y,am
4626,73662,KDTH,1370.0,Y,am
4627,54444,WKWN,1420.0,Y,am
4628,73948,KWEY,1590.0,Y,am
4629,54476,WUNO,630.0,Y,am
4630,41426,KFYR,550.0,Y,am
4631,73957,WRJC,1270.0,Y,am
4632,69561,KTSM,690.0,Y,am
4633,73934,WRCS,970.0,Y,am
4634,73931,WTNL,1390.0,Y,am
4635,73945,WRHC,1550.0,Y,am
4636,73979,WSBA,910.0,Y,am
4637,54665,WYSL,1040.0,Y,am
4638,54795,WTSK,790.0,Y,am
4639,73977,WSB,750.0,Y,am
4640,74089,WTIV,1230.0,Y,am
4641,20662,WWIL,1490.0,Y,am
4642,73966,WRRZ,880.0,Y,am
4643,74003,WSJC,810.0,Y,am
4644,74082,WTBO,1450.0,Y,am
4645,55210,WLKD,1570.0,Y,am
4646,70720,KHVL,1490.0,Y,am
4647,74166,WVCH,740.0,Y,am
4648,74250,KFLS,1450.0,Y,am
4649,74206,WXEW,840.0,Y,am
4650,74351,KODI,1400.0,Y,am
4651,74430,KVON,1440.0,Y,am
4652,74441,KIBL,1490.0,Y,am
4653,35061,KLIF,570.0,Y,am
4654,74556,WHYL,960.0,Y,am
4655,74312,KDDD,800.0,Y,am
4656,74584,KTGR,1580.0,Y,am
4657,61642,WNMA,1210.0,Y,am
4659,41815,WKCY,1300.0,Y,am
4660,61681,WKLJ,1290.0,Y,am
4661,62365,WKFL,1170.0,Y,am
4662,63470,KROP,1300.0,Y,am
4663,63472,WCVR,1320.0,Y,am
4664,71614,WNGO,1320.0,Y,am
4665,71631,KREH,900.0,Y,am
4666,71662,WKAZ,680.0,Y,am
4668,65202,WKFN,540.0,Y,am
4669,41973,WTSO,1070.0,Y,am
4670,63359,KALE,960.0,Y,am
4671,8504,WCGR,1550.0,Y,am
4672,53955,WNOO,1260.0,Y,am
4673,67280,WSDQ,1190.0,Y,am
4674,28216,KRLC,1350.0,Y,am
4675,129191,WFNY,1440.0,Y,am
4676,129314,KRDM,1240.0,Y,am
4677,129372,KUTR,820.0,Y,am
4678,129513,KJMP,870.0,Y,am
4679,72467,WNRR,1380.0,Y,am
4680,72491,KRRD,1250.0,Y,am
4681,129517,KBCV,1570.0,Y,am
4682,17415,KSKR,1490.0,Y,am
4683,132714,KVAN,1560.0,Y,am
4684,17461,WDIG,1450.0,Y,am
4685,129524,WTOX,1480.0,Y,am
4686,136921,KYES,1180.0,Y,am
4687,135909,WECU,1570.0,Y,am
4688,137840,KVOT,1340.0,Y,am
4689,137871,KWWN,1100.0,Y,am
4690,160030,KFOY,1060.0,Y,am
4691,160256,KFJL,1400.0,Y,am
4692,160277,KLZN,1490.0,Y,am
4693,160408,KCPX,1490.0,Y,am
4694,160167,WNPL,1460.0,Y,am
4695,17468,KAPL,1300.0,Y,am
4696,160449,KVGC,1340.0,Y,am
4697,160224,WURA,920.0,Y,am
4698,160413,KQTE,1450.0,Y,am
4699,160359,WAJL,1400.0,Y,am
4700,68057,KWOK,1490.0,Y,am
4701,160492,KNAM,1490.0,Y,am
4702,160544,KCKQ,1180.0,Y,am
4703,17472,WJMP,1120.0,Y,am
4704,160804,WTQS,1490.0,Y,am
4705,160745,KRJW,1240.0,Y,am
4706,160749,KBNW,1340.0,Y,am
4707,21430,KSUN,1400.0,Y,am
4708,21435,WRVC,930.0,Y,am
4709,160891,KKXA,1520.0,Y,am
4710,160947,KGGS,1340.0,Y,am
4711,160983,KJCV,1450.0,Y,am
4712,160953,WLUX,1450.0,Y,am
4713,161045,KEWE,1240.0,Y,am
4714,73191,WKTR,640.0,Y,am
4715,17480,WCOX,1450.0,Y,am
4716,161101,KKMP,1440.0,Y,am
4717,21493,KEKR,1590.0,Y,am
4718,21496,KSZL,1230.0,Y,am
4719,21512,WSHY,1410.0,Y,am
4720,161412,KDIL,940.0,Y,am
4721,161424,KVSM,1380.0,Y,am
4722,42119,WMBD,1470.0,Y,am
4723,161136,WMHZ,1340.0,Y,am
4724,68608,KNML,610.0,Y,am
4725,68615,WDMC,920.0,Y,am
4726,68626,KQDJ,1400.0,Y,am
4727,68641,WDTK,1400.0,Y,am
4728,68761,WZAZ,1400.0,Y,am
4729,17624,WXGO,1270.0,Y,am
4730,73353,WVAM,1450.0,Y,am
4731,73676,WOON,1240.0,Y,am
4732,70504,WARM,590.0,Y,am
4733,9631,WBBM,780.0,Y,am
4734,9634,WPHT,1210.0,Y,am
4735,17761,WRJD,1410.0,Y,am
4736,69975,WTYM,1380.0,Y,am
4737,69983,WODY,1160.0,Y,am
4738,1172,KGIM,1420.0,Y,am
4739,4945,WAEY,1490.0,Y,am
4740,5272,WSBM,1340.0,Y,am
4741,7740,WMOB,1360.0,Y,am
4742,10026,WKFB,770.0,Y,am
4743,10454,WXLM,980.0,Y,am
4744,10475,WCXI,1160.0,Y,am
4745,1881,KKOW,860.0,Y,am
4746,3079,WYZI,810.0,Y,am
4747,3533,WTJZ,1270.0,Y,am
4748,4153,KMAL,1470.0,Y,am
4749,67038,WHJC,1360.0,Y,am
4750,6486,WCRV,640.0,Y,am
4751,6751,WTOT,980.0,Y,am
4752,7050,KKNS,1310.0,Y,am
4753,7064,WYHL,1450.0,Y,am
4754,7691,WJNT,1180.0,Y,am
4755,4130,WNVY,1070.0,Y,am
4756,4534,WBLT,1350.0,Y,am
4757,4643,WMET,1160.0,Y,am
4758,4668,WXVA,610.0,Y,am
4759,4817,WCDC,950.0,Y,am
4760,4839,KAFN,690.0,Y,am
4761,4955,KRRP,950.0,Y,am
4762,5152,WYFQ,930.0,Y,am
4763,5208,WLIM,1440.0,Y,am
4764,5245,KZMQ,1140.0,Y,am
4765,5348,WNZK,690.0,Y,am
4766,6369,KSFB,1260.0,Y,am
4767,43858,WHLO,640.0,Y,am
4768,74108,WTMP,1150.0,Y,am
4769,6648,KOFO,1220.0,Y,am
4770,6747,KEBC,1560.0,Y,am
4771,7056,WLXR,1490.0,Y,am
4772,7070,WNAU,1470.0,Y,am
4773,7072,KOSY,790.0,Y,am
4774,46983,KEEL,710.0,Y,am
4775,7149,KLDS,1260.0,Y,am
4777,8168,KJEF,1290.0,Y,am
4778,8174,KGBA,1490.0,Y,am
4779,8549,WINW,1520.0,Y,am
4780,8623,WDWD,590.0,Y,am
4781,23032,KEZX,730.0,Y,am
4782,59820,KRLD,1080.0,Y,am
4783,9319,WVTJ,610.0,Y,am
4784,9421,KFNX,1100.0,Y,am
4785,9865,WEAQ,1150.0,Y,am
4786,44023,WHOS,800.0,Y,am
4787,74433,KAST,1370.0,Y,am
4788,44025,WBHP,1230.0,Y,am
4789,44046,WWVA,1170.0,Y,am
4790,14662,KGVY,1080.0,Y,am
4791,14672,WWNB,1490.0,Y,am
4792,14709,KVTK,1570.0,Y,am
4794,14742,WLLI,1390.0,Y,am
4795,17697,KMRY,1450.0,Y,am
4796,18038,KSHO,920.0,Y,am
4797,20323,WAIZ,630.0,Y,am
4798,20629,WUFL,1030.0,Y,am
4799,48386,KJR,950.0,Y,am
4800,21247,KWMC,1490.0,Y,am
4801,21473,WPLN,1430.0,Y,am
4802,20352,KHTK,1140.0,Y,am
4803,20355,KKOL,1300.0,Y,am
4804,21723,WDZY,1290.0,Y,am
4805,20408,WWMC,1010.0,Y,am
4806,20432,KSDR,1480.0,Y,am
4807,23442,WTLN,990.0,Y,am
4808,24482,WAHT,1560.0,Y,am
4809,20447,WFNT,1470.0,Y,am
4810,20461,WBKE,1490.0,Y,am
4811,20490,KDEI,1250.0,Y,am
4812,20491,KMIC,1590.0,Y,am
4813,24721,WLMR,1450.0,Y,am
4814,25039,WING,1410.0,Y,am
4815,27556,WRYT,1080.0,Y,am
4816,20492,KJMJ,580.0,Y,am
4817,20498,WTKE,1490.0,Y,am
4818,26221,WINT,1330.0,Y,am
4819,26241,KNWA,1600.0,Y,am
4820,26441,KHXM,1370.0,Y,am
4822,27390,KFOO,1440.0,Y,am
4823,27398,WZRC,1480.0,Y,am
4824,27458,KDYL,1060.0,Y,am
4825,27498,WKTP,1590.0,Y,am
4826,73050,WGLB,1560.0,Y,am
4827,27510,WTKZ,1320.0,Y,am
4828,48739,WCOH,1400.0,Y,am
4829,20668,WDCT,1310.0,Y,am
4830,20669,KARR,1460.0,Y,am
4831,20826,WCTF,1170.0,Y,am
4832,20930,KRPU,1210.0,Y,am
4833,27532,KITE,1410.0,Y,am
4834,21199,WNDA,1490.0,Y,am
4835,2541,WXQW,660.0,Y,am
4836,21218,KMOG,1420.0,Y,am
4837,29730,WBIN,640.0,Y,am
4838,32977,WGGA,1240.0,Y,am
4839,34246,WWTF,1580.0,Y,am
4840,34374,WMFS,680.0,Y,am
4841,161156,WVAX,1450.0,Y,am
4842,34975,KLUP,930.0,Y,am
4843,48962,KHOW,630.0,Y,am
4844,35207,KYAH,540.0,Y,am
4845,35214,WKII,1070.0,Y,am
4846,67811,KVSI,1450.0,Y,am
4847,21621,WSRY,1550.0,Y,am
4848,21628,KJOL,620.0,Y,am
4849,39797,WUCT,1600.0,Y,am
4850,40147,WBGX,1570.0,Y,am
4851,40485,KZZB,990.0,Y,am
4852,40510,WMVA,1450.0,Y,am
4853,40801,KCMY,1300.0,Y,am
4854,41561,KMVG,890.0,Y,am
4855,41582,WSSV,1160.0,Y,am
4856,42092,WFDL,1170.0,Y,am
4857,54810,WDTM,1150.0,Y,am
4858,21766,WHNR,1360.0,Y,am
4859,21773,WDWR,1230.0,Y,am
4860,51506,KKSM,1320.0,Y,am
4861,51514,KOGO,600.0,Y,am
4862,22099,KWHN,1320.0,Y,am
4863,22120,WBET,1230.0,Y,am
4864,52249,KPLS,1510.0,Y,am
4865,53044,WPSL,1590.0,Y,am
4866,53386,WXEX,1540.0,Y,am
4867,53443,WFJS,1260.0,Y,am
4868,53675,KZXR,1310.0,Y,am
4869,54328,WWTM,1400.0,Y,am
4870,160559,WBKK,820.0,Y,am
4871,54557,WDLR,1550.0,Y,am
4872,160741,KUSG,1350.0,Y,am
4873,54577,WPOG,710.0,Y,am
4874,50065,KOGA,930.0,Y,am
4875,54616,WSQL,1240.0,Y,am
4876,54676,WHCG,1360.0,Y,am
4877,22983,WAZX,1550.0,Y,am
4878,22991,WOMN,1110.0,Y,am
4879,57880,WRLA,1490.0,Y,am
4880,60852,KYAA,1200.0,Y,am
4881,62109,WFHK,1430.0,Y,am
4882,63918,KFYI,550.0,Y,am
4883,64497,WTBI,1540.0,Y,am
4884,64504,WZAM,970.0,Y,am
4885,64610,WDLX,930.0,Y,am
4886,64637,KCTE,1510.0,Y,am
4887,50406,WSOK,1230.0,Y,am
4888,64710,KXRB,1140.0,Y,am
4889,23138,KFJZ,870.0,Y,am
4890,23321,WEZS,1350.0,Y,am
4891,23323,WVCD,790.0,Y,am
4892,66229,KTPI,1340.0,Y,am
4893,67683,WFTH,1590.0,Y,am
4894,67743,KKRK,970.0,Y,am
4895,67756,KSOU,1090.0,Y,am
4896,67774,WHDD,1020.0,Y,am
4897,15369,WDNY,1400.0,Y,am
4898,4600,WJMK,1250.0,Y,am
4899,4622,WSDZ,1260.0,Y,am
4900,4926,WZGX,1450.0,Y,am
4901,6416,KDLF,1260.0,Y,am
4902,51331,WHO,1040.0,Y,am
4903,129316,KAGV,1110.0,Y,am
4904,161239,KCIK,740.0,Y,am
4905,7909,KKXX,930.0,Y,am
4906,8415,KLHT,1040.0,Y,am
4907,8773,KTCK,1310.0,Y,am
4908,9645,KSEV,700.0,Y,am
4909,9676,WWTC,1280.0,Y,am
4910,9849,KRXA,540.0,Y,am
4911,10327,KCLU,1340.0,Y,am
4912,10341,WLKF,1430.0,Y,am
4913,11162,KBMS,1480.0,Y,am
4914,13998,WMVX,1110.0,Y,am
4915,60266,KWKH,1130.0,Y,am
4916,22798,WUBG,1570.0,Y,am
4917,23044,WGFC,1030.0,Y,am
4918,23463,WTKT,1460.0,Y,am
4919,23609,WLQY,1320.0,Y,am
4920,24603,WLJN,1400.0,Y,am
4921,52041,WBEX,1490.0,Y,am
4922,24627,KPCQ,1490.0,Y,am
4923,24696,WKZK,1600.0,Y,am
4924,24745,KRKY,930.0,Y,am
4925,24966,WMKM,1440.0,Y,am
4926,24997,WUZZ,1280.0,Y,am
4927,52260,WLAN,1390.0,Y,am
4928,25694,KAFF,930.0,Y,am
4929,26179,WZGV,730.0,Y,am
4930,26893,KBRD,680.0,Y,am
4931,27124,KNHD,1450.0,Y,am
4932,27298,KYST,920.0,Y,am
4933,10333,KHAT,1210.0,Y,am
4934,16849,WCPT,820.0,Y,am
4935,17740,KVIV,1340.0,Y,am
4936,21555,KTLV,1220.0,Y,am
4937,25083,WRDT,560.0,Y,am
4938,25999,WAAV,980.0,Y,am
4939,26145,WTWD,910.0,Y,am
4940,27139,WMAK,1570.0,Y,am
4941,27423,WELP,1360.0,Y,am
4942,27463,WALD,1080.0,Y,am
4943,61151,KFYO,790.0,Y,am
4944,72345,WICC,600.0,Y,am
4945,29689,WYPC,1330.0,Y,am
4946,31102,WFKJ,890.0,Y,am
4947,32298,WCHM,1490.0,Y,am
4948,32392,WSVM,1490.0,Y,am
4949,32413,WYKO,880.0,Y,am
4950,61321,KROC,1340.0,Y,am
4951,34389,WYRD,1330.0,Y,am
4952,36027,KAFY,1100.0,Y,am
4953,160465,WGUY,1230.0,Y,am
4954,36157,WAOS,1600.0,Y,am
4955,36158,WXEM,1460.0,Y,am
4956,36685,WBOJ,1270.0,Y,am
4957,36765,WZBO,1260.0,Y,am
4958,64398,KIT,1280.0,Y,am
4959,47003,WFDM,1400.0,Y,am
4960,47088,WIOL,1580.0,Y,am
4961,47403,WPYR,1380.0,Y,am
4962,51188,KTCT,1050.0,Y,am
4963,54843,KSLI,1280.0,Y,am
4964,55182,WLTP,910.0,Y,am
4965,25405,KMRI,1550.0,Y,am
4966,25414,WTOC,1360.0,Y,am
4967,69201,KWTL,1370.0,Y,am
4968,70821,WZEP,1460.0,Y,am
4969,74096,WTMJ,620.0,Y,am
4970,72299,WHK,1420.0,Y,am
4971,72370,WTMZ,910.0,Y,am
4972,25476,WRGM,1440.0,Y,am
4973,3152,WABV,1590.0,Y,am
4974,25521,KJIN,1490.0,Y,am
4975,67671,WGOC,1320.0,Y,am
4976,72452,WVOZ,1580.0,Y,am
4977,72684,WAVP,1390.0,Y,am
4979,68632,KDAK,1600.0,Y,am
4980,68741,WRJR,670.0,Y,am
4981,68808,WUCO,1550.0,Y,am
4982,68831,WTZQ,1600.0,Y,am
4983,68903,WZUM,1550.0,Y,am
4984,68924,WSWI,820.0,Y,am
4985,72688,WCXS,1480.0,Y,am
4986,66212,WAMI,880.0,Y,am
4987,69812,KKOV,1550.0,Y,am
4988,69853,WEGA,1350.0,Y,am
4989,69992,WBZI,1500.0,Y,am
4990,70092,WOGR,1540.0,Y,am
4991,53846,KCSJ,590.0,Y,am
4992,70108,WDLW,1380.0,Y,am
4993,72930,WOTS,1220.0,Y,am
4994,73032,WPOT,1500.0,Y,am
4995,73297,WPJF,1260.0,Y,am
4996,1724,WJCF,990.0,Y,am
4997,25811,WAFZ,1490.0,Y,am
4998,70825,KZNT,1460.0,Y,am
4999,73306,WZHF,1390.0,Y,am
5000,56984,WMYR,1410.0,Y,am
5001,10500,KCLW,900.0,Y,am
5002,71241,WBUT,1050.0,Y,am
5003,12819,WEXS,610.0,Y,am
5004,17235,KLPF,1180.0,Y,am
5005,17779,KPGM,1500.0,Y,am
5006,18039,KGAL,1580.0,Y,am
5007,73372,WNWF,1470.0,Y,am
5008,25076,KRDC,1110.0,Y,am
5009,25185,KCRN,1120.0,Y,am
5010,87180,KBRE,1660.0,Y,am
5011,88995,KPHI,1130.0,Y,am
5012,136292,KBET,790.0,Y,am
5013,160278,KZEZ,1490.0,Y,am
5014,161373,KPSF,1200.0,Y,am
5015,33714,KIOU,1480.0,Y,am
5016,34563,KICK,1340.0,Y,am
5017,68738,WDOS,730.0,Y,am
5018,54559,KRDU,1130.0,Y,am
5019,71751,KGVO,1290.0,Y,am
5020,40868,KHTY,970.0,Y,am
5021,40979,WMXF,1400.0,Y,am
5022,72656,KHIL,1250.0,Y,am
5023,40994,KBJM,1400.0,Y,am
5024,42068,WRLL,1450.0,Y,am
5025,42369,WMQM,1600.0,Y,am
5026,43864,WFSI,860.0,Y,am
5027,1153,KVBV,1450.0,Y,am
5028,4909,WCFR,1480.0,Y,am
5029,5268,KQYX,1450.0,Y,am
5030,17829,WOPP,1290.0,Y,am
5031,24138,WBGW,1330.0,Y,am
5032,25011,WNJE,920.0,Y,am
5033,25087,WKBZ,1090.0,Y,am
5034,25091,KKZZ,1520.0,Y,am
5035,25095,WKDN,950.0,Y,am
5036,25386,WXJO,1120.0,Y,am
5037,25445,WSCR,670.0,Y,am
5038,29019,KNUV,1190.0,Y,am
5039,31349,KGNU,1390.0,Y,am
5040,4041,KULE,730.0,Y,am
5041,21728,WOWW,1430.0,Y,am
5042,21760,WONQ,1030.0,Y,am
5043,21810,WDYZ,660.0,Y,am
5044,24255,WZMG,910.0,Y,am
5045,24454,WLPR,960.0,Y,am
5046,25522,WCCD,1000.0,Y,am
5047,25527,WRBS,1230.0,Y,am
5048,28438,KVVN,1430.0,Y,am
5049,28474,KVNN,1340.0,Y,am
5050,35191,KLTT,670.0,Y,am
5051,35687,KIHU,1010.0,Y,am
5052,26940,WKKP,1410.0,Y,am
5053,27553,WIZR,930.0,Y,am
5054,31589,KJOP,1240.0,Y,am
5055,34473,KGOL,1180.0,Y,am
5056,36075,WGNZ,1110.0,Y,am
5057,34585,KDCO,1340.0,Y,am
5058,34812,WRSA,1420.0,Y,am
5059,34821,WFBL,1390.0,Y,am
5060,34871,KKBE,910.0,Y,am
