"","Hour","Date","West Enfield","Jonesboro","Total Billable","Period.x","Above Market Costs","X__1","***Check Cap in CMP file***","Ashland","Fort Fairfield","Running MWh Total","Billable","LMP","Period.y","Above Market Price","Reimbursable Above Market Costs","Running Payment Total"
"3940",6,2018-03-20,"13.754","0","13.754","3/2018",184.3036,"","","37.184","0","18055.153","37.184","55.56","3/2018","-9.06","-336.88704","3134614.13781999"
"3941",6,2018-03-21,"11.765","0","11.765","3/2018",157.651,"","","33.824","0","18921.473","33.824","41.29","3/2018","5.21","176.22304","3133061.21413999"
"3942",6,2018-03-22,"11.799","0","11.799","3/2018",158.1066,"","","38.64","21.773","19837.953","40","34.71","3/2018","11.79","471.6","3137687.20021999"
"3943",6,2018-03-23,"11.804","0","11.804","3/2018",158.1736,"","","36.848","25.817","20797.953","40","34.3","3/2018","12.2","488","3146024.00021999"
"3944",6,2018-03-24,"11.761","7.573","19.334","3/2018",259.0756,"","","35.952","25.969","21757.953","40","22.59","3/2018","23.91","956.4","3160020.80021999"
"3945",6,2018-03-25,"11.918","6.637","18.555","3/2018",248.637,"","","38.752","24.847","22717.953","40","23.17","3/2018","23.33","933.2","3178006.80021999"
"3946",6,2018-03-26,"11.902","5.875","17.777","3/2018",238.2118,"","","36.4","25.427","23677.953","40","30.31","3/2018","16.19","647.6","3192083.20021999"
"3947",6,2018-03-27,"12.053","14.638","26.691","3/2018",357.6594,"","","38.416","27.241","24637.953","40","35.82","3/2018","10.68","427.2","3205656.80021999"
"3948",6,2018-03-28,"13.86","0","13.86","3/2018",185.724,"","","35.84","27.607","25597.953","40","24.56","3/2018","21.94","877.6","3226046.80021999"
"3949",6,2018-03-29,"0","0","0","3/2018",0,"","","37.856","28.501","26557.953","40","22.44","3/2018","24.06","962.4","3243810.40021999"
"3950",6,2018-03-30,"0","0","0","3/2018",0,"","","0.56","27.569","27506.082","28.129","18.07","3/2018","28.43","799.70747","3263826.10768999"
"3951",6,2018-03-31,"0","0","0","3/2018",0,"","","18.816","29.408","28427.132","40","7.32","3/2018","39.18","1567.2","3296646.53010999"
"3952",6,2018-04-01,"0","0","0","4/2018",0,"","","19.152","23.978","29387.132","40","-5.01","4/2018","51.51","2060.4","3334332.13010999"
"3953",6,2018-04-02,"0","0","0","4/2018",0,"","","19.824","28.753","30347.132","40","12.75","4/2018","33.75","1350","3378658.53010999"
"3954",6,2018-04-03,"0","0","0","4/2018",0,"","","36.512","28.085","31307.132","40","40.81","4/2018","5.69","227.6","3397054.53010999"
"3955",6,2018-04-04,"0","0","0","4/2018",0,"","","36.624","19.58","32267.132","40","14","4/2018","32.5","1300","3415904.53010999"
"3956",6,2018-04-05,"0","0","0","4/2018",0,"","","25.984","18.736","33227.132","40","0.01","4/2018","46.49","1859.6","3452428.53011"
"3957",6,2018-04-06,"0","0","0","4/2018",0,"","","27.104","27.052","34187.132","40","67.09","4/2018","-20.59","-823.6","3483043.33011"
"3958",6,2018-04-07,"0","0","0","4/2018",0,"","","26.992","28.942","35147.132","40","25.75","4/2018","20.75","830","3486282.93010999"
"3959",6,2018-04-08,"0","0","0","4/2018",0,"","","27.776","28.136","36107.132","40","54.74","4/2018","-8.24","-329.6","3494740.93011"
"3960",6,2018-04-09,"0","0","0","4/2018",0,"","","35.056","27.833","37067.132","40","52.5","4/2018","-6","-240","3482087.73011"
"3961",6,2018-04-10,"0","0","0","4/2018",0,"","","35.728","29.182","38027.132","40","55.73","4/2018","-9.23","-369.2","3467177.73010999"
"3962",6,2018-04-11,"0","0","0","4/2018",0,"","","37.184","29.131","38987.132","40","62.57","4/2018","-16.07","-642.8","3444997.33010999"
"3963",6,2018-04-12,"0","0","0","4/2018",0,"","","34.832","29.799","39947.132","40","56.66","4/2018","-10.16","-406.4","3433344.93010999"
"3964",6,2018-04-13,"0","0","0","4/2018",0,"","","35.616","14.553","40907.132","40","10.76","4/2018","35.74","1429.6","3443430.93010999"
"3965",6,2018-04-14,"0","0","0","4/2018",0,"","","37.296","14.377","41867.132","40","10.75","4/2018","35.75","1430","3463837.33010999"
"3966",6,2018-04-15,"0","0","0","4/2018",0,"","","27.664","14.969","42827.132","40","8.26","4/2018","38.24","1529.6","3497760.13010999"
"3967",6,2018-04-16,"0","0","0","4/2018",0,"","","28","22.415","43787.132","40","35","4/2018","11.5","460","3519429.73010999"
"3968",6,2018-04-17,"0","0","0","4/2018",0,"","","27.664","19.127","44747.132","40","-4.9","4/2018","51.4","2056","3549580.93010999"
"3969",6,2018-04-18,"0","0","0","4/2018",0,"","","34.384","27.531","45707.132","40","67.8","4/2018","-21.3","-852","3540836.53010999"
"3970",6,2018-04-19,"0","0","0","4/2018",0,"","","35.168","27.128","46667.132","40","45","4/2018","1.5","60","3529072.53010999"
"3971",6,2018-04-20,"0","0","0","4/2018",0,"","","33.936","25.918","47627.132","40","20.21","4/2018","26.29","1051.6","3514747.73010999"
"3972",6,2018-04-21,"0","0","0","4/2018",0,"","","34.496","26.813","48584.117","40","20","4/2018","26.5","1060","3532049.86275999"
"3973",6,2018-04-22,"0","0","0","4/2018",0,"","","35.952","26.145","49544.117","40","13.5","4/2018","33","1320","3552850.66275999"
"3974",6,2018-04-23,"0","0","0","4/2018",0,"","","35.616","27.481","50504.117","40","25.1","4/2018","21.4","856","3574713.46275999"
"3975",6,2018-04-24,"0","0","0","4/2018",0,"","","33.936","27.14","51464.117","40","22.98","4/2018","23.52","940.8","3593545.86275999"
"3976",6,2018-04-25,"0","0","0","4/2018",0,"","","35.168","18.736","52424.117","40","15","4/2018","31.5","1260","3617155.46275999"
"3977",6,2018-04-26,"0","0","0","4/2018",0,"","","35.952","14.855","53384.117","40","10.76","4/2018","35.74","1429.6","3642545.46275999"
"3978",6,2018-04-27,"0","0","0","4/2018",0,"","","34.16","15.775","54344.117","40","11.2","4/2018","35.3","1412","3669164.66276"
"3979",6,2018-04-28,"0","0","0","4/2018",0,"","","35.392","15.851","55304.117","40","10.75","4/2018","35.75","1430","3693688.26276"
"3980",6,2018-04-29,"0","0","0","4/2018",0,"","","33.824","15.095","56264.117","40","17.23","4/2018","29.27","1170.8","3720638.26276"
"3981",6,2018-04-30,"0","0","0","4/2018",0,"","","34.384","26.485","57224.117","40","16.01","4/2018","30.49","1219.6","3745549.06276"
"3982",6,2018-05-01,"0","0","0","5/2018",0,"","","0","27.871","58001.643","27.871","27.89","5/2018","18.61","518.67931","3761850.28185"
"3983",6,2018-05-02,"0","0","0","5/2018",0,"","","0","25.918","58650.733","25.918","17.13","5/2018","29.37","761.21166","3776243.9705"
"3984",6,2018-05-03,"0","0","0","5/2018",0,"","","0","25.225","59266.597","25.225","12.75","5/2018","33.75","851.34375","3790876.5764"
"3985",6,2018-05-04,"0","0","0","5/2018",0,"","","0","19.568","59869.692","19.568","19.2","5/2018","27.3","534.2064","3801000.42858"
"3986",6,2018-05-05,"0","0","0","5/2018",0,"","","0","26.145","60491.035","26.145","9.97","5/2018","36.53","955.07685","3816711.61794"
"3987",6,2018-05-06,"0","0","0","5/2018",0,"","","0","27.594","61141.836","27.594","13.77","5/2018","32.73","903.15162","3838309.60659"
"3988",6,2018-05-07,"0","0","0","5/2018",0,"","","0","21.874","61742.707","21.874","10.95","5/2018","35.55","777.6207","3854927.37055"
"3989",6,2018-05-08,"0","0","0","5/2018",0,"","","0","25.603","62329.668","25.603","12.75","5/2018","33.75","864.10125","3871538.74101"
"3990",6,2018-05-09,"0","0","0","5/2018",0,"","","0","25.956","62967.379","25.956","12.78","5/2018","33.72","875.23632","3889572.78742"
"3991",6,2018-05-10,"0","0","0","5/2018",0,"","","0","24.368","63587.575","24.368","10.75","5/2018","35.75","871.156","3905483.37065"
"3992",6,2018-05-11,"0","0","0","5/2018",0,"","","0","25.666","64199.609","25.666","1.5","5/2018","45","1154.97","3927418.16344"
"3993",6,2018-05-12,"0","0","0","5/2018",0,"","","0","26.221","64804.473","26.221","13.25","5/2018","33.25","871.84825","3949341.22666"
"3994",6,2018-05-13,"0","0","0","5/2018",0,"","","0","26.145","65421.735","26.145","17.44","5/2018","29.06","759.7737","3965170.6893"
"3995",6,2018-05-14,"0","0","0","5/2018",0,"","","0","25.565","66044.716","25.565","-1.43","5/2018","47.93","1225.33045","3986164.1178"
"3996",6,2018-05-15,"0","0","0","5/2018",0,"","","0","26.788","66654.443","26.788","0.12","5/2018","46.38","1242.42744","4014516.98786"
"3997",6,2018-05-16,"0","0","0","5/2018",0,"","","20.608","15.296","67432.249","35.904","-1.76","5/2018","48.26","1732.72704","4050085.98215"
"3998",6,2018-05-17,"0","0","0","5/2018",0,"","","26.096","0","68283.167","26.096","-4.96","5/2018","51.46","1342.90016","4083072.32486"
"3999",6,2018-05-18,"0","0","0","5/2018",0,"","","25.2","0","68908.1269999999","25.2","2.5","5/2018","44","1108.8","4107889.5727"
"4000",6,2018-05-19,"0","0","0","5/2018",0,"","","25.872","0","69514.0469999999","25.872","10.76","5/2018","35.74","924.66528","4123850.43286"
"4001",6,2018-05-20,"0","0","0","5/2018",0,"","","24.864","0","70121.7589999999","24.864","-4.91","5/2018","51.41","1278.25824","4150200.47798"
"4002",6,2018-05-21,"0","0","0","5/2018",0,"","","25.312","0","70726.8949999999","25.312","10.75","5/2018","35.75","904.904","4175217.18774"
"4003",6,2018-05-22,"0","0","0","5/2018",0,"","","25.088","0","71332.2549999999","25.088","14.65","5/2018","31.85","799.0528","4196006.4239"
"4004",6,2018-05-23,"0","0","0","5/2018",0,"","","25.536","0","71942.0949999999","25.536","10.75","5/2018","35.75","912.912","4217174.1327"
"4005",6,2018-05-24,"0","0","0","5/2018",0,"","","36.848","0","72630.7829999999","36.848","16.39","5/2018","30.11","1109.49328","4236815.07094"
"4006",6,2018-05-25,"0","0","0","5/2018",0,"","","36.736","0","73516.5909999999","36.736","12.01","5/2018","34.49","1267.02464","4259195.6143"
"4007",6,2018-05-26,"0","0","0","5/2018",0,"","","36.96","0","74185.2309999999","36.96","17.54","5/2018","28.96","1070.3616","4273064.72214"
"4008",6,2018-05-27,"0","0","0","5/2018",0,"","","0","0","74837.9669999999","0","19.27","5/2018","27.23","0","4285160.4735"
"4009",6,2018-05-28,"0","0","0","5/2018",0,"","","36.96","0","75623.0229999999","36.96","13.5","5/2018","33","1219.68","4305877.2863"
"4010",6,2018-05-29,"0","0","0","5/2018",0,"","","37.072","15.359","76549.7759999999","40","20.3","5/2018","26.2","1048","4326944.43363"
"4011",6,2018-05-30,"0","0","0","5/2018",0,"","","35.728","16.645","77509.7759999999","40","19.55","5/2018","26.95","1078","4344714.03363"
"4012",6,2018-05-31,"0","0","0","5/2018",0,"","","36.176","15.876","78469.7759999999","40","22.73","5/2018","23.77","950.8","4366546.83363"
"4013",6,2018-06-01,"0","0","0","6/2018",0,"","","36.767","22.252","79429.7759999999","40","21.54","6/2018","24.96","998.4","4386256.83363"
"4014",6,2018-06-02,"0","0","0","6/2018",0,"","","39.01","11.365","80389.7759999999","40","20.85","6/2018","25.65","1026","4403750.43363"
"4015",6,2018-06-03,"0","0","0","6/2018",0,"","","39.217","18.081","81349.7759999999","40","21.55","6/2018","24.95","998","4422399.23363001"
"4016",6,2018-06-04,"0","0","0","6/2018",0,"","","39.662","18.396","82309.7759999999","40","22.35","6/2018","24.15","966","4446851.23363"
"4017",6,2018-06-05,"0","0","0","6/2018",0,"","","38.618","18.459","83269.7759999999","40","20.75","6/2018","25.75","1030","4466880.43363"
"4018",6,2018-06-06,"0","0","0","6/2018",0,"","","37.164","18.535","84229.7759999999","40","20.33","6/2018","26.17","1046.8","4487570.83363"
"4019",6,2018-06-07,"0","0","0","6/2018",0,"","","37.873","0","85187.6489999999","37.873","14.6","6/2018","31.9","1208.1487","4509301.38233"
"4020",6,2018-06-08,"0","0","0","6/2018",0,"","","39.054","19.53","86117.961","40","12.76","6/2018","33.74","1349.6","4529322.13289"
"4021",6,2018-06-09,"0","0","0","6/2018",0,"","","37.96","25.943","87077.961","40","17.22","6/2018","29.28","1171.2","4551428.53289001"
"4022",6,2018-06-10,"0","0","0","6/2018",0,"","","37.99","20.765","88037.961","40","16.41","6/2018","30.09","1203.6","4572481.73289"
"4023",6,2018-06-11,"0","0","0","6/2018",0,"","","37.727","26.624","88997.961","40","16.18","6/2018","30.32","1212.8","4595606.13289"
"4024",6,2018-06-12,"0","0","0","6/2018",0,"","","39.136","24.595","89957.961","40","16.16","6/2018","30.34","1213.6","4617772.93289"
"4025",6,2018-06-13,"0","0","0","6/2018",0,"","","38.861","27.304","90917.961","40","16.74","6/2018","29.76","1190.4","4643120.53289"
"4026",6,2018-06-14,"0","0","0","6/2018",0,"","","39.348","25.326","91877.961","40","18.7","6/2018","27.8","1112","4663264.13289"
"4027",6,2018-06-15,"0","0","0","6/2018",0,"","","38.665","20.362","92837.961","40","16.98","6/2018","29.52","1180.8","4685863.73289"
"4028",6,2018-06-16,"0","0","0","6/2018",0,"","","39.082","22.012","93797.961","40","16.05","6/2018","30.45","1218","4707951.73289"
"4029",6,2018-06-17,"0","0","0","6/2018",0,"","","38.898","19.706","94757.961","40","16.52","6/2018","29.98","1199.2","4727650.53289"
"4030",6,2018-06-18,"0","0","0","6/2018",0,"","","38.629","18.61","95717.961","40","17.78","6/2018","28.72","1148.8","4748109.33289"
"4031",6,2018-06-19,"0","0","0","6/2018",0,"","","38.458","16.115","96677.961","40","19.42","6/2018","27.08","1083.2","4754498.13289"
"4032",6,2018-06-20,"0","0","0","6/2018",0,"","","38.668","20.236","97637.961","40","18.62","6/2018","27.88","1115.2","4775727.33289"
"4033",6,2018-06-21,"0","0","0","6/2018",0,"","","0","22.289","98302.639","22.289","19.22","6/2018","27.28","608.04392","4791299.0608"
"4034",6,2018-06-22,"0","0","0","6/2018",0,"","","15.585","24.608","98893.711","40","21.15","6/2018","25.35","1014","4802923.81888"
"4035",6,2018-06-23,"0","0","0","6/2018",0,"","","39.239","25.061","99853.711","40","16.67","6/2018","29.83","1193.2","4823172.21888"
"4036",6,2018-06-24,"0","0","0","6/2018",0,"","","39.183","26.636","100813.711","40","16.44","6/2018","30.06","1202.4","4846802.21888"
"4037",6,2018-06-25,"0","0","0","6/2018",0,"","","39.225","25.591","101773.711","40","17.82","6/2018","28.68","1147.2","4867613.81888"
"4038",6,2018-06-26,"0","0","0","6/2018",0,"","","39.323","24.998","102733.711","40","20.07","6/2018","26.43","1057.2","4887278.21888"
"4039",6,2018-06-27,"0","0","0","6/2018",0,"","","38.942","24.482","103693.711","40","18.53","6/2018","27.97","1118.8","4908396.61888"
"4040",6,2018-06-28,"0","0","0","6/2018",0,"","","39.043","21.256","104653.711","40","12.75","6/2018","33.75","1350","4930209.81888"
"4041",6,2018-06-29,"0","0","0","6/2018",0,"","","39.382","20.941","105613.711","40","23.76","6/2018","22.74","909.6","4952223.41888"
"4042",6,2018-06-30,"0","0","0","6/2018",0,"","","38.66","20.047","106521.86","40","4.68","6/2018","41.82","1672.8","4964817.95643"
"4043",6,2018-07-01,"0","0","0","7/2018",0,"","","38.64","27.707","107481.86","40","21.83","7/2018","24.67","986.8","4979415.95643"
"4044",6,2018-07-02,"0","0","0","7/2018",0,"","","38.528","28.917","108441.86","40","26.42","7/2018","20.08","803.2","4988041.95643"
"4045",6,2018-07-03,"0","0","0","7/2018",0,"","","38.752","27.065","109401.86","40","25.91","7/2018","20.59","823.6","4985425.95643"
"4046",6,2018-07-04,"0","0","0","7/2018",0,"","","39.536","28.312","110361.86","40","22.55","7/2018","23.95","958","4984824.35643"
"4047",6,2018-07-05,"0","0","0","7/2018",0,"","","39.312","28.274","111321.86","40","22.19","7/2018","24.31","972.4","4999624.35643"
"4048",6,2018-07-06,"0","0","0","7/2018",0,"","","38.64","28.237","112281.86","40","26.79","7/2018","19.71","788.4","5007341.55643"
"4049",6,2018-07-07,"0","0","0","7/2018",0,"","","38.864","27.997","113241.86","40","16.25","7/2018","30.25","1210","5025588.35643"
"4050",6,2018-07-08,"0","0","0","7/2018",0,"","","38.416","23.436","114201.86","40","13","7/2018","33.5","1340","5048312.75643"
"4051",6,2018-07-09,"0","0","0","7/2018",0,"","","38.976","23.386","115161.86","40","16.09","7/2018","30.41","1216.4","5071065.15643"
"4052",6,2018-07-10,"0","0","0","7/2018",0,"","","33.264","26.649","116121.86","40","21.66","7/2018","24.84","993.6","5087041.15643"
"4053",6,2018-07-11,"0","0","0","7/2018",0,"","","38.752","28.3","117081.86","40","21.98","7/2018","24.52","980.8","5097669.55643"
"4054",6,2018-07-12,"0","0","0","7/2018",0,"","","38.864","27.518","118041.86","40","22.25","7/2018","24.25","970","5115940.75643"
"4055",6,2018-07-13,"0","0","0","7/2018",0,"","","39.312","28.01","119001.86","40","20.28","7/2018","26.22","1048.8","5133597.95643"
"4056",6,2018-07-14,"0","0","0","7/2018",0,"","","32.256","27.922","119961.86","40","20.17","7/2018","26.33","1053.2","5149935.15642999"
"4057",6,2018-07-15,"0","0","0","7/2018",0,"","","38.304","28.363","120921.86","40","19.97","7/2018","26.53","1061.2","5169331.55643"
"4058",6,2018-07-16,"0","0","0","7/2018",0,"","","37.632","26.977","121881.86","40","23.54","7/2018","22.96","918.4","5183189.55643"
"4059",6,2018-07-17,"0","0","0","7/2018",0,"","","38.304","25.931","122841.86","40","30.38","7/2018","16.12","644.8","5187583.15642999"
"4060",6,2018-07-18,"0","0","0","7/2018",0,"","","39.312","27.896","123801.86","40","21.98","7/2018","24.52","980.8","5198664.75643"
"4061",6,2018-07-19,"0","0","0","7/2018",0,"","","38.528","27.14","124761.86","40","18.71","7/2018","27.79","1111.6","5213827.15642999"
"4062",6,2018-07-20,"0","0","0","7/2018",0,"","","38.416","23.953","125721.86","40","17.7","7/2018","28.8","1152","5234049.15642999"
"4063",6,2018-07-21,"0","0","0","7/2018",0,"","","25.648","23.726","126681.86","40","18.89","7/2018","27.61","1104.4","5250551.95642999"
"4064",6,2018-07-22,"0","0","0","7/2018",0,"","","38.976","24.179","127641.86","40","17.24","7/2018","29.26","1170.4","5272784.35643"
"4065",6,2018-07-23,"0","0","0","7/2018",0,"","","38.304","26.901","128601.86","40","23.17","7/2018","23.33","933.2","5292444.35643"
"4066",6,2018-07-24,"0","0","0","7/2018",0,"","","38.752","27.808","129561.86","40","22.24","7/2018","24.26","970.4","5305734.35643"
"4067",6,2018-07-25,"0","0","0","7/2018",0,"","","38.08","25.616","130521.86","40","21.61","7/2018","24.89","995.6","5320989.15643"
"4068",6,2018-07-26,"0","0","0","7/2018",0,"","","38.304","25.855","131481.86","40","20.68","7/2018","25.82","1032.8","5338454.75643"
"4069",6,2018-07-27,"0","0","0","7/2018",0,"","","38.752","23.94","132441.86","40","20","7/2018","26.5","1060","5352328.75643"
"4070",6,2018-07-28,"0","0","0","7/2018",0,"","","38.416","23.764","133392.996","40","21.98","7/2018","24.52","980.8","5363373.74443"
"4071",6,2018-07-29,"0","0","0","7/2018",0,"","","38.864","25.074","134352.996","40","19.19","7/2018","27.31","1092.4","5380376.14443"
"4072",6,2018-07-30,"0","0","0","7/2018",0,"","","39.088","26.422","135312.996","40","19.54","7/2018","26.96","1078.4","5400990.94443"
"4073",6,2018-07-31,"0","0","0","7/2018",0,"","","39.312","26.347","136272.996","40","20.07","7/2018","26.43","1057.2","5415499.74443"
"4074",6,2018-08-01,"0","0","0","8/2018",0,"","","38.161","22.617","137232.996","40","20.55","8/2018","25.95","1038","5432440.94443"
"4075",6,2018-08-02,"0","0","0","8/2018",0,"","","38.402","23.197","138192.996","40","24.17","8/2018","22.33","893.2","5445648.94443"
"4076",6,2018-08-03,"0","0","0","8/2018",0,"","","38.825","24.482","139152.996","40","26.31","8/2018","20.19","807.6","5452177.34443"
"4077",6,2018-08-04,"0","0","0","8/2018",0,"","","39.234","18.358","140112.996","40","22.6","8/2018","23.9","956","5459446.94443"
"4078",6,2018-08-05,"0","0","0","8/2018",0,"","","39.472","0","141059.536","39.472","20","8/2018","26.5","1046.008","5474652.44422"
"4079",6,2018-08-06,"0","0","0","8/2018",0,"","","38.811","0","142000.16","38.811","22.64","8/2018","23.86","926.03046","5485932.87041"
"4080",6,2018-08-07,"0","0","0","8/2018",0,"","","38.508","0","142934.398","38.508","30.06","8/2018","16.44","633.07152","5483332.10028"
"4081",6,2018-08-08,"0","0","0","8/2018",0,"","","0","19.732","143630.413","19.732","33.36","8/2018","13.14","259.27848","5470592.37956"
"4082",6,2018-08-09,"0","0","0","8/2018",0,"","","37.411","24.343","144330.009","40","27.4","8/2018","19.1","764","5471930.79870001"
"4083",6,2018-08-10,"0","0","0","8/2018",0,"","","38.5","26.284","145290.009","40","21.67","8/2018","24.83","993.2","5476221.19870001"
"4084",6,2018-08-11,"0","0","0","8/2018",0,"","","38.063","25.099","146250.009","40","21.21","8/2018","25.29","1011.6","5488975.59870001"
"4085",6,2018-08-12,"0","0","0","8/2018",0,"","","38.354","21.017","147210.009","40","25.67","8/2018","20.83","833.2","5505633.19870001"
"4086",6,2018-08-13,"0","0","0","8/2018",0,"","","38.307","22.39","148170.009","40","28.88","8/2018","17.62","704.8","5520259.59870001"
"4087",6,2018-08-14,"0","0","0","8/2018",0,"","","38.956","19.832","149130.009","40","23.3","8/2018","23.2","928","5530712.79870001"
"4088",6,2018-08-15,"0","13.595","13.595","8/2018",182.173,"","","17.959","23.827","150068.758","40","21.43","8/2018","25.07","1002.8","5542060.93979001"
"4089",6,2018-08-16,"0","0","0","8/2018",0,"","","38.923","24.167","150947.584","40","25.09","8/2018","21.41","856.4","5551045.08799001"
"4090",6,2018-08-17,"0","0","0","8/2018",0,"","","38.402","24.507","151907.584","40","26.31","8/2018","20.19","807.6","5552251.88799001"
"4091",6,2018-08-18,"0","0","0","8/2018",0,"","","38.604","16.393","152867.584","40","26.02","8/2018","20.48","819.2","5561328.28799001"
"4092",6,2018-08-19,"0","0","0","8/2018",0,"","","39.071","22.037","153827.584","40","19.24","8/2018","27.26","1090.4","5576161.08799001"
"4093",6,2018-08-20,"0","0","0","8/2018",0,"","","38.539","23.31","154787.584","40","19.64","8/2018","26.86","1074.4","5598802.68799001"
"4094",6,2018-08-21,"0","0","0","8/2018",0,"","","38.797","24.696","155747.584","40","19.26","8/2018","27.24","1089.6","5617263.08799001"
"4095",6,2018-08-22,"0","0","0","8/2018",0,"","","38.76","24.872","156707.584","40","25.82","8/2018","20.68","827.2","5636552.68799001"
"4096",6,2018-08-23,"0","0","0","8/2018",0,"","","38.508","24.772","157667.584","40","19.38","8/2018","27.12","1084.8","5651887.48799001"
"4097",6,2018-08-24,"0","0","0","8/2018",0,"","","37.845","23.801","158627.584","40","21.69","8/2018","24.81","992.4","5671630.68799001"
"4098",6,2018-08-25,"0","0","0","8/2018",0,"","","39.421","21.874","159587.584","40","19.64","8/2018","26.86","1074.4","5688398.68799002"
"4099",6,2018-08-26,"0","0","0","8/2018",0,"","","39.197","21.244","160547.584","40","19.02","8/2018","27.48","1099.2","5708307.08799001"
"4100",6,2018-08-27,"0","0","0","8/2018",0,"","","39.119","24.318","161507.584","40","23.69","8/2018","22.81","912.4","5726108.68799002"
"4101",6,2018-08-28,"0","0","0","8/2018",0,"","","37.327","25.313","162467.584","40","26.75","8/2018","19.75","790","5733513.88799002"
"4102",6,2018-08-29,"0","0","0","8/2018",0,"","","37.624","24.784","163427.584","40","36.42","8/2018","10.08","403.2","5719023.48799002"
"4103",6,2018-08-30,"0","0","0","8/2018",0,"","","38.755","24.658","164387.584","40","34.63","8/2018","11.87","474.8","5676521.48799002"
"4104",6,2018-08-31,"0","0","0","8/2018",0,"","","38.5","26.095","165347.584","40","25.05","8/2018","21.45","858","5679860.68799002"
"4105",6,2018-09-01,"0","0","0","9/2018",0,"","","39.234","24.797","166307.584","40","22.23","9/2018","24.27","970.8","5695315.48799002"
"4106",6,2018-09-02,"0","0","0","9/2018",0,"","","39.222","24.998","167267.584","40","16.13","9/2018","30.37","1214.8","5715032.68799002"
"4107",6,2018-09-03,"0","0","0","9/2018",0,"","","38.245","25.515","168227.584","40","20.39","9/2018","26.11","1044.4","5732526.68799002"
"4108",6,2018-09-04,"0","0","0","9/2018",0,"","","39.343","25.679","169187.584","40","38.48","9/2018","8.02","320.8","5737491.88799002"
"4109",6,2018-09-05,"0","0","0","9/2018",0,"","","39.13","25.049","170147.584","40","29.59","9/2018","16.91","676.4","5727270.28799002"
"4110",6,2018-09-06,"0","0","0","9/2018",0,"","","39.438","24.961","171107.584","40","27.28","9/2018","19.22","768.8","5727006.68799002"
"4111",6,2018-09-07,"0","0","0","9/2018",0,"","","38.78","25.162","172067.584","40","25.63","9/2018","20.87","834.8","5725003.88799002"
"4112",6,2018-09-08,"0","0","0","9/2018",0,"","","39.693","25.326","173027.584","40","21.95","9/2018","24.55","982","5739217.08799002"
"4113",6,2018-09-09,"0","0","0","9/2018",0,"","","39.102","24.759","173987.584","40","17.55","9/2018","28.95","1158","5760079.88799002"
"4114",6,2018-09-10,"0","0","0","9/2018",0,"","","37.971","25.868","174947.584","40","21.5","9/2018","25","1000","5782495.88799002"
"4115",6,2018-09-11,"0","0","0","9/2018",0,"","","39.449","24.205","175907.584","40","12.17","9/2018","34.33","1373.2","5802872.28799002"
"4116",6,2018-09-12,"0","0","0","9/2018",0,"","","38.402","24.759","176867.584","40","21.74","9/2018","24.76","990.4","5819204.28799003"
"4117",6,2018-09-13,"0","0","0","9/2018",0,"","","38.391","24.86","177827.584","40","22.4","9/2018","24.1","964","5835344.28799002"
"4118",6,2018-09-14,"0","0","0","9/2018",0,"","","39.049","25.578","178787.584","40","23.68","9/2018","22.82","912.8","5851485.48799002"
"4119",6,2018-09-15,"0","0","0","9/2018",0,"","","38.707","24.595","179747.584","40","24.46","9/2018","22.04","881.6","5868898.68799002"
"4120",6,2018-09-16,"0","0","0","9/2018",0,"","","38.724","25.301","180707.584","40","27.32","9/2018","19.18","767.2","5884801.88799002"
"4121",6,2018-09-17,"0","0","0","9/2018",0,"","","38.469","24.86","181667.584","40","26.15","9/2018","20.35","814","5898393.08799003"
"4122",6,2018-09-18,"0","0","0","9/2018",0,"","","39.486","25.137","182627.584","40","34.44","9/2018","12.06","482.4","5904745.48799002"
"4123",6,2018-09-19,"0","0","0","9/2018",0,"","","0","25.25","183481.153","25.25","25.35","9/2018","21.15","534.0375","5911134.31881002"
"4124",6,2018-09-20,"0","0","0","9/2018",0,"","","39.214","26.12","184159.791","40","24.42","9/2018","22.08","883.2","5922657.89362002"
"4125",6,2018-09-21,"0","0","0","9/2018",0,"","","38.738","25.213","185119.791","40","27.77","9/2018","18.73","749.2","5934307.89362002"
"4126",6,2018-09-22,"0","0","0","9/2018",0,"","","38.822","22.932","186079.791","40","9.29","9/2018","37.21","1488.4","5952963.89362002"
"4127",6,2018-09-23,"0","0","0","9/2018",0,"","","39.15","26.548","187039.791","40","19.94","9/2018","26.56","1062.4","5967226.69362002"
"4128",6,2018-09-24,"0","0","0","9/2018",0,"","","39.066","25.641","187999.791","40","18.15","9/2018","28.35","1134","5987630.69362002"
"4129",6,2018-09-25,"0","0","0","9/2018",0,"","","38.643","25.918","188959.791","40","18.53","9/2018","27.97","1118.8","6007215.89362002"
"4130",6,2018-09-26,"0","0","0","9/2018",0,"","","39.351","24.545","189919.791","40","18.76","9/2018","27.74","1109.6","6027188.69362002"
"4131",6,2018-09-27,"0","0","0","9/2018",0,"","","39.284","24.646","190879.791","40","22.44","9/2018","24.06","962.4","6048695.89362002"
"4132",6,2018-09-28,"0","0","0","9/2018",0,"","","39.054","26.208","191839.791","40","24.8","9/2018","21.7","868","6065373.49362002"
"4133",6,2018-09-29,"0","0","0","9/2018",0,"","","39.029","23.902","192799.791","40","20.2","9/2018","26.3","1052","6082061.49362001"
