"","Hour","Date","West Enfield","Jonesboro","Total Billable","Period.x","Above Market Costs","X__1","***Check Cap in CMP file***","Ashland","Fort Fairfield","Running MWh Total","Billable","LMP","Period.y","Above Market Price","Reimbursable Above Market Costs","Running Payment Total"
"1",1,2017-01-01,"19.017","0","19.017","1/2017",254.8278,"","","","","","","","","","",""
"2",1,2017-01-02,"18.979","0","18.979","1/2017",254.3186,"","","","","","","","","","",""
"3",1,2017-01-03,"18.774","0","18.774","1/2017",251.5716,"","","","","","","","","","",""
"4",1,2017-01-04,"19.589","0","19.589","1/2017",262.4926,"","","","","","","","","","",""
"5",1,2017-01-05,"18.198","0","18.198","1/2017",243.8532,"","","","","","","","","","",""
"6",1,2017-01-06,"18.882","0","18.882","1/2017",253.0188,"","","","","","","","","","",""
"7",1,2017-01-07,"18.364","5.647","24.011","1/2017",321.7474,"","","","","","","","","","",""
"8",1,2017-01-08,"18.859","5.897","24.756","1/2017",331.7304,"","","","","","","","","","",""
"9",1,2017-01-09,"18.506","11.164","29.67","1/2017",397.578,"","","","","","","","","","",""
"10",1,2017-01-10,"18.27","18.571","36.841","1/2017",493.6694,"","","","","","","","","","",""
"11",1,2017-01-11,"18.617","15.199","33.816","1/2017",453.1344,"","","","","","","","","","",""
"12",1,2017-01-12,"17.273","19.445","36.718","1/2017",492.0212,"","","","","","","","","","",""
"13",1,2017-01-13,"19.048","20.718","39.766","1/2017",532.8644,"","","","","","","","","","",""
"14",1,2017-01-14,"18.873","16.187","35.06","1/2017",469.804,"","","","","","","","","","",""
"15",1,2017-01-15,"18.563","12.341","30.904","1/2017",414.1136,"","","","","","","","","","",""
"16",1,2017-01-16,"18.824","12.305","31.129","1/2017",417.1286,"","","","","","","","","","",""
"17",1,2017-01-17,"19.316","14.11","33.426","1/2017",447.9084,"","","","","","","","","","",""
"18",1,2017-01-18,"19.402","6.71","26.112","1/2017",349.9008,"","","","","","","","","","",""
"19",1,2017-01-19,"19.343","7.663","27.006","1/2017",361.8804,"","","","","","","","","","",""
"20",1,2017-01-20,"19.391","6.163","25.554","1/2017",342.4236,"","","","","","","","","","",""
"21",1,2017-01-21,"18.702","7.814","26.516","1/2017",355.3144,"","","","","","","","","","",""
"22",1,2017-01-22,"18.52","7.4","25.92","1/2017",347.328,"","","","","","","","","","",""
"23",1,2017-01-23,"18.14","7.067","25.207","1/2017",337.7738,"","","","","","","","","","",""
"24",1,2017-01-24,"18.643","6.01","24.653","1/2017",330.3502,"","","","","","","","","","",""
"25",1,2017-01-25,"0","7.317","7.317","1/2017",98.0478,"","","","","","","","","","",""
"26",1,2017-01-26,"0","7.24","7.24","1/2017",97.016,"","","","","","","","","","",""
"27",1,2017-01-27,"0","0","0","1/2017",0,"","","","","","","","","","",""
"28",1,2017-01-28,"10.445","0","10.445","1/2017",139.963,"","","","","","","","","","",""
"29",1,2017-01-29,"16.825","8.604","25.429","1/2017",340.7486,"","","","","","","","","","",""
"30",1,2017-01-30,"18.938","7.238","26.176","1/2017",350.7584,"","","","","","","","","","",""
"31",1,2017-01-31,"20.079","7.322","27.401","1/2017",367.1734,"","","","","","","","","","",""
"32",1,2017-02-01,"19.615","6.885","26.5","2/2017",355.1,"","","","","","","","","","",""
"33",1,2017-02-02,"20.189","7.74","27.929","2/2017",374.2486,"","","","","","","","","","",""
"34",1,2017-02-03,"20.048","7.565","27.613","2/2017",370.0142,"","","","","","","","","","",""
"35",1,2017-02-04,"20.011","6.597","26.608","2/2017",356.5472,"","","","","","","","","","",""
"36",1,2017-02-05,"19.906","8.132","28.038","2/2017",375.7092,"","","","","","","","","","",""
"37",1,2017-02-06,"20.041","9.257","29.298","2/2017",392.5932,"","","","","","","","","","",""
"38",1,2017-02-07,"19.789","8.302","28.091","2/2017",376.4194,"","","","","","","","","","",""
"39",1,2017-02-08,"19.696","12.92","32.616","2/2017",437.0544,"","","","","","","","","","",""
"40",1,2017-02-09,"19.814","11.003","30.817","2/2017",412.9478,"","","","","","","","","","",""
"41",1,2017-02-10,"19.469","8.003","27.472","2/2017",368.1248,"","","","","","","","","","",""
"42",1,2017-02-11,"19.728","9.547","29.275","2/2017",392.285,"","","","","","","","","","",""
"43",1,2017-02-12,"0","11.549","11.549","2/2017",154.7566,"","","","","","","","","","",""
"44",1,2017-02-13,"0","9.076","9.076","2/2017",121.6184,"","","","","","","","","","",""
"45",1,2017-02-14,"15.633","7.807","23.44","2/2017",314.096,"","","","","","","","","","",""
"46",1,2017-02-15,"19.458","8.644","28.102","2/2017",376.5668,"","","","","","","","","","",""
"47",1,2017-02-16,"19.339","7.432","26.771","2/2017",358.7314,"","","","","","","","","","",""
"48",1,2017-02-17,"13.527","7.65","21.177","2/2017",283.7718,"","","","","","","","","","",""
"49",1,2017-02-18,"15.309","7.886","23.195","2/2017",310.813,"","","","","","","","","","",""
"50",1,2017-02-19,"0","7.918","7.918","2/2017",106.1012,"","","","","","","","","","",""
"51",1,2017-02-20,"0","0","0","2/2017",0,"","","","","","","","","","",""
"52",1,2017-02-21,"0","0","0","2/2017",0,"","","","","","","","","","",""
"53",1,2017-02-22,"0","0","0","2/2017",0,"","","","","","","","","","",""
"54",1,2017-02-23,"12.715","0","12.715","2/2017",170.381,"","","","","","","","","","",""
"55",1,2017-02-24,"16.639","7.229","23.868","2/2017",319.8312,"","","","","","","","","","",""
"56",1,2017-02-25,"18.245","8.492","26.737","2/2017",358.2758,"","","","","","","","","","",""
"57",1,2017-02-26,"18.315","5.593","23.908","2/2017",320.3672,"","","","","","","","","","",""
"58",1,2017-02-27,"18.581","0","18.581","2/2017",248.9854,"","","","","","","","","","",""
"59",1,2017-02-28,"18.31","0","18.31","2/2017",245.354,"","","","","","","","","","",""
"60",1,2017-03-01,"18.58","0","18.58","3/2017",248.972,"","","14","26.271","40","40","11.8","3/2017","34.7","1388","1388"
"61",1,2017-03-02,"18.211","0","18.211","3/2017",244.0274,"","","15.252","27.909","1000","40","9.2","3/2017","37.3","1492","27744"
"62",1,2017-03-03,"18.068","0","18.068","3/2017",242.1112,"","","21.96","27.985","1871.429","40","22.49","3/2017","24.01","960.4","50629.69785"
"63",1,2017-03-04,"18.22","7.083","25.303","3/2017",339.0602,"","","32.88","30.19","2831.429","40","29.11","3/2017","17.39","695.6","67818.09785"
"64",1,2017-03-05,"18.162","0","18.162","3/2017",243.3708,"","","34.49","29.459","3791.429","40","36.39","3/2017","10.11","404.4","83377.29785"
"65",1,2017-03-06,"18.266","0","18.266","3/2017",244.7644,"","","37.89","29.686","4638.953","40","25.64","3/2017","20.86","834.4","98389.69557"
"66",1,2017-03-07,"18.308","7.099","25.407","3/2017",340.4538,"","","32.438","30.265","5598.953","40","21.06","3/2017","25.44","1017.6","115958.09557"
"67",1,2017-03-08,"18.571","7.691","26.262","3/2017",351.9108,"","","26.477","19.013","6558.953","40","17.89","3/2017","28.61","1144.4","140126.09557"
"68",1,2017-03-09,"18.605","7.925","26.53","3/2017",355.502,"","","27.423","14.792","7517.383","40","19.75","3/2017","26.75","1070","165961.96369"
"69",1,2017-03-10,"0","15.458","15.458","3/2017",207.1372,"","","33.216","29.912","8477.383","40","20.97","3/2017","25.53","1021.2","188129.16369"
"70",1,2017-03-11,"0","12.281","12.281","3/2017",164.5654,"","","32.631","30.895","9437.383","40","30.78","3/2017","15.72","628.8","199296.76369"
"71",1,2017-03-12,"0","11.608","11.608","3/2017",155.5472,"","","35.118","30.757","10397.383","40","56.27","3/2017","-9.77","-390.8","196870.76369"
"72",1,2017-03-13,"14.83","16.623","31.453","3/2017",421.4702,"","","28.034","30.92","11317.383","40","51.18","3/2017","-4.68","-187.2","186316.36369"
"73",1,2017-03-14,"12.064","7.756","19.82","3/2017",265.588,"","","32.396","31.424","12277.383","40","51.51","3/2017","-5.01","-200.4","174140.36369"
"74",1,2017-03-15,"15.368","7.807","23.175","3/2017",310.545,"","","31.942","29.345","13237.383","40","31.39","3/2017","15.11","604.4","161353.16369"
"75",1,2017-03-16,"17.613","7.502","25.115","3/2017",336.541,"","","0","29.812","14120.866","29.812","55.45","3/2017","-8.95","-266.8174","159382.57698"
"76",1,2017-03-17,"18.695","9.65","28.345","3/2017",379.823,"","","0","29.95","14835.137","29.95","52.48","3/2017","-5.98","-179.101","150281.63619"
"77",1,2017-03-18,"18.668","7.96","26.628","3/2017",356.8152,"","","0","29.333","15556.199","29.333","44.83","3/2017","1.67","48.98611","147764.15523"
"78",1,2017-03-19,"0","9.405","9.405","3/2017",126.027,"","","0","28.904","16266.347","28.904","28.75","3/2017","17.75","513.046","152421.90028"
"79",1,2017-03-20,"0","10.202","10.202","3/2017",136.7068,"","","0","29.396","16981.8","29.396","26.99","3/2017","19.51","573.51596","164421.90525"
"80",1,2017-03-21,"0","6.257","6.257","3/2017",83.8438,"","","34.86","29.081","17817.146","40","19.31","3/2017","27.19","1087.6","177346.40571"
"81",1,2017-03-22,"0","6.889","6.889","3/2017",92.3126,"","","30.881","31.147","18777.146","40","6.88","3/2017","39.62","1584.8","197610.40571"
"82",1,2017-03-23,"0","8.179","8.179","3/2017",109.5986,"","","34.471","30.656","19737.146","40","41.89","3/2017","4.61","184.4","210099.60571"
"83",1,2017-03-24,"12.753","0","12.753","3/2017",170.8902,"","","35.846","30.908","20697.146","40","29.04","3/2017","17.46","698.4","218614.40571"
"84",1,2017-03-25,"17.066","0","17.066","3/2017",228.6844,"","","35.073","17.123","21657.146","40","24.22","3/2017","22.28","891.2","237241.60571"
"85",1,2017-03-26,"18.311","0","18.311","3/2017",245.3674,"","","27.042","14.956","22617.146","40","26.12","3/2017","20.38","815.2","259379.20571"
"86",1,2017-03-27,"18.547","0","18.547","3/2017",248.5298,"","","32.592","29.572","23577.146","40","24.18","3/2017","22.32","892.8","278005.60571"
"87",1,2017-03-28,"18.524","0","18.524","3/2017",248.2216,"","","34.628","28.829","24537.146","40","26.89","3/2017","19.61","784.4","293798.40571"
"88",1,2017-03-29,"18.358","0","18.358","3/2017",245.9972,"","","35.526","23.738","25497.146","40","20.77","3/2017","25.73","1029.2","310317.20571"
"89",1,2017-03-30,"18.466","0","18.466","3/2017",247.4444,"","","35.932","23.915","26457.146","40","21.77","3/2017","24.73","989.2","331754.805710001"
"90",1,2017-03-31,"18.52","0","18.52","3/2017",248.168,"","","36.126","24.683","27417.146","40","23.07","3/2017","23.43","937.2","348654.40571"
"91",1,2017-04-01,"18.765","0","18.765","4/2017",251.451,"","","36.68","24.343","28377.146","40","30.01","4/2017","16.49","659.6","359922.005710001"
"92",1,2017-04-02,"19.089","0","19.089","4/2017",255.7926,"","","38.072","25.931","29337.146","40","37.44","4/2017","9.06","362.4","370189.205710001"
"93",1,2017-04-03,"18.536","0","18.536","4/2017",248.3824,"","","36.663","25.288","30297.146","40","29.58","4/2017","16.92","676.8","381558.80571"
"94",1,2017-04-04,"18.562","0","18.562","4/2017",248.7308,"","","36.123","0","31167.54","36.123","23.94","4/2017","22.56","814.93488","391278.54342"
"95",1,2017-04-05,"18.403","0","18.403","4/2017",246.6002,"","","34.462","0","31984.709","34.462","24.66","4/2017","21.84","752.65008","400937.93762"
"96",1,2017-04-06,"18.324","0","18.324","4/2017",245.5416,"","","36.221","0","32868.58","36.221","31.64","4/2017","14.86","538.24406","411728.64229"
"97",1,2017-04-07,"18.536","0","18.536","4/2017",248.3824,"","","34.521","0","33745.452","34.521","25.41","4/2017","21.09","728.04789","419535.81637"
"98",1,2017-04-08,"18.04","0","18.04","4/2017",241.736,"","","36.658","16.254","34641.331","40","27.33","4/2017","19.17","766.8","431809.72687"
"99",1,2017-04-09,"17.951","0","17.951","4/2017",240.5434,"","","36.134","28.829","35601.331","40","19.67","4/2017","26.83","1073.2","449125.32687"
"100",1,2017-04-10,"17.995","0","17.995","4/2017",241.133,"","","37.803","30.265","36561.331","40","17.96","4/2017","28.54","1141.6","469690.12687"
"101",1,2017-04-11,"0","0","0","4/2017",0,"","","36.21","30.479","37521.331","40","13.75","4/2017","32.75","1310","488187.72687"
"102",1,2017-04-12,"0","0","0","4/2017",0,"","","37.304","30.101","38481.331","40","13.75","4/2017","32.75","1310","504984.52687"
"103",1,2017-04-13,"0","0","0","4/2017",0,"","","0","28.085","39396.847","28.085","22.34","4/2017","24.16","678.5336","522949.93949"
"104",1,2017-04-14,"0","0","0","4/2017",0,"","","0","30.429","40061.172","30.429","22.53","4/2017","23.97","729.38313","537025.81159"
"105",1,2017-04-15,"0","0","0","4/2017",0,"","","0","27.871","40755.469","27.871","20.47","4/2017","26.03","725.48213","552406.15343"
"106",1,2017-04-16,"13.81","0","13.81","4/2017",185.054,"","","0","28.501","41298.38","28.501","13","4/2017","33.5","954.7835","566671.42296"
"107",1,2017-04-17,"16.929","0","16.929","4/2017",226.8486,"","","0","28.148","41989.073","28.148","13.75","4/2017","32.75","921.847","586790.60243"
"108",1,2017-04-18,"17.806","0","17.806","4/2017",238.6004,"","","0","29.887","42683.547","29.887","13.75","4/2017","32.75","978.79925","601058.0737"
"109",1,2017-04-19,"17.737","0","17.737","4/2017",237.6758,"","","0","29.849","43388.605","29.849","17.4","4/2017","29.1","868.6059","615359.7869"
"110",1,2017-04-20,"16.765","0","16.765","4/2017",224.651,"","","0","29.837","44085.412","29.837","14.76","4/2017","31.74","947.02638","629350.6584"
"111",1,2017-04-21,"16.135","0","16.135","4/2017",216.209,"","","0","30.114","44796.957","30.114","17.44","4/2017","29.06","875.11284","644793.50427"
"112",1,2017-04-22,"15.064","0","15.064","4/2017",201.8576,"","","0","26.674","45501.913","26.674","18.97","4/2017","27.53","734.33522","658072.60048"
"113",1,2017-04-23,"14.967","0","14.967","4/2017",200.5578,"","","0","25.931","46138.024","25.931","22.47","4/2017","24.03","623.12193","672546.61539"
"114",1,2017-04-24,"15.055","0","15.055","4/2017",201.737,"","","0","27.292","46783.196","27.292","13.75","4/2017","32.75","893.813","687332.08166"
"115",1,2017-04-25,"15.124","0","15.124","4/2017",202.6616,"","","0","26.132","47449.823","26.132","17.27","4/2017","29.23","763.83836","701348.47657"
"116",1,2017-04-26,"15.134","0","15.134","4/2017",202.7956,"","","0","28.804","48114.966","28.804","19.61","4/2017","26.89","774.53956","715580.74608"
"117",1,2017-04-27,"15.147","0","15.147","4/2017",202.9698,"","","0","26.473","48750.41","26.473","13","4/2017","33.5","886.8455","729090.92382"
"118",1,2017-04-28,"15.172","0","15.172","4/2017",203.3048,"","","0","27.493","49374.047","27.493","10.75","4/2017","35.75","982.87475","744230.85722"
"119",1,2017-04-29,"15.048","0","15.048","4/2017",201.6432,"","","0","27.556","50021.095","27.556","13","4/2017","33.5","923.126","761940.11518"
"120",1,2017-04-30,"15.338","0","15.338","4/2017",205.5292,"","","0","29.799","50685.049","29.799","10.75","4/2017","35.75","1065.31425","784329.59135"
"121",1,2017-05-01,"15.097","0","15.097","5/2017",202.2998,"","","36.607","28.199","51418.646","40","19","5/2017","27.5","1100","803693.24642"
"122",1,2017-05-02,"14.504","0","14.504","5/2017",194.3536,"","","35.955","23.675","52378.646","40","10.5","5/2017","36","1440","823767.64642"
"123",1,2017-05-03,"14.927","0","14.927","5/2017",200.0218,"","","37.122","18.686","53338.646","40","17","5/2017","29.5","1180","842161.64642"
"124",1,2017-05-04,"14.789","0","14.789","5/2017",198.1726,"","","36.719","18.85","54298.646","40","9.35","5/2017","37.15","1486","862199.24642"
"125",1,2017-05-05,"14.917","0","14.917","5/2017",199.8878,"","","38.164","15.422","55258.646","40","5.52","5/2017","40.98","1639.2","883074.04642"
"126",1,2017-05-06,"14.492","0","14.492","5/2017",194.1928,"","","36.588","18.295","56218.646","40","2.5","5/2017","44","1760","907875.64642"
"127",1,2017-05-07,"14.546","0","14.546","5/2017",194.9164,"","","37.041","0","57104.877","37.041","1.1","5/2017","45.4","1681.6614","935671.56491"
"128",1,2017-05-08,"14.798","0","14.798","5/2017",198.2932,"","","36.016","0","57981.932","36.016","1.5","5/2017","45","1620.72","962256.60235"
"129",1,2017-05-09,"14.787","0","14.787","5/2017",198.1458,"","","36.338","0","58850.618","36.338","23.57","5/2017","22.93","833.23034","983548.51949"
"130",1,2017-05-10,"14.728","0","14.728","5/2017",197.3552,"","","30.666","0","59623.315","30.666","10.75","5/2017","35.75","1096.3095","999393.29827"
"131",1,2017-05-11,"14.877","0","14.877","5/2017",199.3518,"","","33.074","0","60397.792","33.074","21.65","5/2017","24.85","821.8889","1016329.07943"
"132",1,2017-05-12,"14.618","0","14.618","5/2017",195.8812,"","","36.392","0","61221.666","36.392","23.12","5/2017","23.38","850.84496","1034152.73521"
"133",1,2017-05-13,"15.012","0","15.012","5/2017",201.1608,"","","37.517","0","62105.342","37.517","21.18","5/2017","25.32","949.93044","1050837.29195"
"134",1,2017-05-14,"15.097","0","15.097","5/2017",202.2998,"","","32.253","12.587","62994.812","40","19.85","5/2017","26.65","1066","1068585.59562"
"135",1,2017-05-15,"14.621","0","14.621","5/2017",195.9214,"","","28.316","15.221","63954.812","40","9.07","5/2017","37.43","1497.2","1092045.99562"
"136",1,2017-05-16,"15.055","0","15.055","5/2017",201.737,"","","15.929","22.541","64913.282","38.47","19.75","5/2017","26.75","1029.0725","1113355.06812"
"137",1,2017-05-17,"14.387","0","14.387","5/2017",192.7858,"","","27.782","23.146","65826.426","40","2.5","5/2017","44","1760","1132600.68438"
"138",1,2017-05-18,"14.728","0","14.728","5/2017",197.3552,"","","32.085","26.183","66786.426","40","10.75","5/2017","35.75","1430","1150351.88438"
"139",1,2017-05-19,"14.625","0","14.625","5/2017",195.975,"","","30.008","23.285","67746.426","40","4.21","5/2017","42.29","1691.6","1156823.08438"
"140",1,2017-05-20,"15.475","0","15.475","5/2017",207.365,"","","33.813","25.729","68706.426","40","10.75","5/2017","35.75","1430","1190489.48438"
"141",1,2017-05-21,"14.972","0","14.972","5/2017",200.6248,"","","36.971","18.9","69666.426","40","10.75","5/2017","35.75","1430","1218107.88438"
"142",1,2017-05-22,"15.089","0","15.089","5/2017",202.1926,"","","0","30.114","70616.54","30.114","16.7","5/2017","29.8","897.3972","1244457.28158"
"143",1,2017-05-23,"15.431","0","15.431","5/2017",206.7754,"","","0","30.605","71340.736","30.605","24.58","5/2017","21.92","670.8616","1259738.32996"
"144",1,2017-05-24,"15.14","0","15.14","5/2017",202.876,"","","0","22.151","72062.477","22.151","18.52","5/2017","27.98","619.78498","1274482.3108"
"145",1,2017-05-25,"15.098","0","15.098","5/2017",202.3132,"","","0","29.95","72717.348","29.95","20.26","5/2017","26.24","785.888","1286153.86875"
"146",1,2017-05-26,"14.821","0","14.821","5/2017",198.6014,"","","0","30.29","73441.848","30.29","18.63","5/2017","27.87","844.1823","1301783.79031"
"147",1,2017-05-27,"15.224","0","15.224","5/2017",204.0016,"","","0","30.706","74162.517","30.706","23.07","5/2017","23.43","719.44158","1318283.1788"
"148",1,2017-05-28,"15.223","0","15.223","5/2017",203.9882,"","","0","30.051","74881.047","30.051","13","5/2017","33.5","1006.7085","1337652.3312"
"149",1,2017-05-29,"15.224","0","15.224","5/2017",204.0016,"","","0","29.824","75603.77","29.824","11.21","5/2017","35.29","1052.48896","1361623.70675"
"150",1,2017-05-30,"15.091","0","15.091","5/2017",202.2194,"","","0","30.782","76334.04","30.782","14.75","5/2017","31.75","977.3285","1384341.90026"
"151",1,2017-05-31,"15.154","0","15.154","5/2017",203.0636,"","","0","29.723","77055.931","29.723","18.3","5/2017","28.2","838.1886","1403359.44107"
"152",1,2017-06-01,"15.264","0","15.264","6/2017",204.5376,"","","0","30.442","77699.628","30.442","15.76","6/2017","30.74","935.78708","1420943.96953"
"153",1,2017-06-02,"15.295","0","15.295","6/2017",204.953,"","","0","30.429","78424.783","30.429","16.12","6/2017","30.38","924.43302","1440586.64792"
"154",1,2017-06-03,"14.963","0","14.963","6/2017",200.5042,"","","31.158","30.807","79287.773","40","19.22","6/2017","27.28","1091.2","1463589.67087"
"155",1,2017-06-04,"14.927","0","14.927","6/2017",200.0218,"","","28.325","14.566","80247.773","40","14.14","6/2017","32.36","1294.4","1490723.27087"
"156",1,2017-06-05,"15.053","0","15.053","6/2017",201.7102,"","","28.473","28.06","81207.773","40","18.4","6/2017","28.1","1124","1518386.87087"
"157",1,2017-06-06,"14.841","0","14.841","6/2017",198.8694,"","","27.952","18.787","82167.773","40","13.75","6/2017","32.75","1310","1545388.87087"
"158",1,2017-06-07,"14.719","0","14.719","6/2017",197.2346,"","","27.622","16.04","83127.773","40","14.88","6/2017","31.62","1264.8","1573167.67087"
"159",1,2017-06-08,"14.639","0","14.639","6/2017",196.1626,"","","27.437","22.793","84087.773","40","14.86","6/2017","31.64","1265.6","1599441.27087"
"160",1,2017-06-09,"15.406","0","15.406","6/2017",206.4404,"","","27.359","14.125","85047.773","40","11","6/2017","35.5","1420","1626606.87087"
"161",1,2017-06-10,"14.269","0","14.269","6/2017",191.2046,"","","27.16","14.288","86006.645","40","10","6/2017","36.5","1460","1655034.32465"
"162",1,2017-06-11,"12.101","0","12.101","6/2017",162.1534,"","","34.356","28.148","86966.645","40","13.02","6/2017","33.48","1339.2","1682501.12465"
"163",1,2017-06-12,"10.262","0","10.262","6/2017",137.5108,"","","36.621","27.644","87926.645","40","22.07","6/2017","24.43","977.2","1711176.32465"
"164",1,2017-06-13,"10.147","0","10.147","6/2017",135.9698,"","","35.91","29.648","88886.645","40","30.56","6/2017","15.94","637.6","1720595.52465"
"165",1,2017-06-14,"10.289","0","10.289","6/2017",137.8726,"","","37.85","30.53","89846.645","40","25.98","6/2017","20.52","820.8","1729392.32465"
"166",1,2017-06-15,"10.085","0","10.085","6/2017",135.139,"","","37.453","22.945","90806.645","40","15.99","6/2017","30.51","1220.4","1750896.32465"
"167",1,2017-06-16,"10.31","0","10.31","6/2017",138.154,"","","32.458","26.788","91766.645","40","19.15","6/2017","27.35","1094","1775612.72465"
"168",1,2017-06-17,"0","0","0","6/2017",0,"","","29.803","30.442","92726.645","40","17.89","6/2017","28.61","1144.4","1800208.72465"
"169",1,2017-06-18,"0","0","0","6/2017",0,"","","34.518","18.673","93686.645","40","15.55","6/2017","30.95","1238","1824789.52465"
"170",1,2017-06-19,"0","0","0","6/2017",0,"","","35.773","0","94622.707","35.773","17.29","6/2017","29.21","1044.92933","1846372.9513"
"171",1,2017-06-20,"0","0","0","6/2017",0,"","","35.347","0","95489.5209999999","35.347","20.42","6/2017","26.08","921.84976","1861595.52387"
"172",1,2017-06-21,"0","0","0","6/2017",0,"","","37.982","0","96366.5719999999","37.982","19.86","6/2017","26.64","1011.84048","1877850.13706"
"173",1,2017-06-22,"0","0","0","6/2017",0,"","","36.624","0","97266.3629999999","36.624","20.93","6/2017","25.57","936.47568","1897668.94927"
"174",1,2017-06-23,"0","0","0","6/2017",0,"","","36.621","29.597","98169.8319999999","40","25.22","6/2017","21.28","851.2","1917187.61434"
"175",1,2017-06-24,"0","0","0","6/2017",0,"","","36.854","30.227","99129.8319999999","40","23.68","6/2017","22.82","912.8","1931676.41434"
"176",1,2017-06-25,"0","0","0","6/2017",0,"","","39.15","29.875","100089.832","40","20.21","6/2017","26.29","1051.6","1951997.21434"
"177",1,2017-06-26,"0","0","0","6/2017",0,"","","37.853","31.21","101049.832","40","15.19","6/2017","31.31","1252.4","1976462.81434"
"178",1,2017-06-27,"0","0","0","6/2017",0,"","","38.898","29.95","102009.832","40","19.46","6/2017","27.04","1081.6","2001515.61434"
"179",1,2017-06-28,"0","0","0","6/2017",0,"","","39.021","30.051","102969.832","40","18.13","6/2017","28.37","1134.8","2026657.21434"
"180",1,2017-06-29,"0","0","0","6/2017",0,"","","0","31.147","103831.195","31.147","18.21","6/2017","28.29","881.14863","2046633.56981"
"181",1,2017-06-30,"0","0","0","6/2017",0,"","","23.372","28.64","104605.802","40","20.53","6/2017","25.97","1038.8","2063000.87795"
"182",1,2017-07-01,"0","0","0","7/2017",0,"","","0","29.925","105341.296","29.925","24.49","7/2017","22.01","658.64925","2074872.17479"
"183",1,2017-07-02,"0","0","0","7/2017",0,"","","0","30.656","106067.147","30.656","21.81","7/2017","24.69","756.89664","2089262.73062"
"184",1,2017-07-03,"0","0","0","7/2017",0,"","","39.424","26.737","106917.372","40","21.21","7/2017","25.29","1011.6","2104287.27607"
"185",1,2017-07-04,"0","0","0","7/2017",0,"","","38.304","26.964","107877.372","40","21.28","7/2017","25.22","1008.8","2122162.47607"
"186",1,2017-07-05,"0","0","0","7/2017",0,"","","38.416","29.862","108837.372","40","18.93","7/2017","27.57","1102.8","2146243.27607"
"187",1,2017-07-06,"0","6.484","6.484","7/2017",86.8856,"","","39.648","29.32","109797.372","40","20.27","7/2017","26.23","1049.2","2167138.47607"
"188",1,2017-07-07,"0","14.513","14.513","7/2017",194.4742,"","","38.304","30.341","110750.7","40","15.77","7/2017","30.73","1229.2","2189604.16759"
"189",1,2017-07-08,"0","6.698","6.698","7/2017",89.7532,"","","38.192","30.089","111710.7","40","21.23","7/2017","25.27","1010.8","2213570.96759"
"190",1,2017-07-09,"0","14.485","14.485","7/2017",194.099,"","","38.08","30.845","112670.7","40","17.64","7/2017","28.86","1154.4","2236415.36759"
"191",1,2017-07-10,"0","14.701","14.701","7/2017",196.9934,"","","38.08","30.555","113630.7","40","15.97","7/2017","30.53","1221.2","2262254.16759"
"192",1,2017-07-11,"0","16.511","16.511","7/2017",221.2474,"","","37.52","29.736","114590.7","40","19.6","7/2017","26.9","1076","2281476.56759"
"193",1,2017-07-12,"0","16.315","16.315","7/2017",218.621,"","","36.736","30.845","115550.7","40","22.86","7/2017","23.64","945.6","2297581.36759"
"194",1,2017-07-13,"0","16.553","16.553","7/2017",221.8102,"","","33.376","31.122","116510.7","40","22.39","7/2017","24.11","964.4","2309083.76759"
"195",1,2017-07-14,"0","16.666","16.666","7/2017",223.3244,"","","36.4","30.908","117470.7","40","20.23","7/2017","26.27","1050.8","2326495.36759"
"196",1,2017-07-15,"0","16.466","16.466","7/2017",220.6444,"","","38.304","29.119","118430.7","40","17.05","7/2017","29.45","1178","2349325.76759"
"197",1,2017-07-16,"0","16.616","16.616","7/2017",222.6544,"","","38.864","30.341","119390.7","40","19.22","7/2017","27.28","1091.2","2374438.96759"
"198",1,2017-07-17,"0","16.8192","16.8192","7/2017",225.37728,"","","37.52","29.396","120350.7","40","18.72","7/2017","27.78","1111.2","2397992.56759"
"199",1,2017-07-18,"0","16.729","16.729","7/2017",224.1686,"","","38.528","29.005","121310.7","40","23.64","7/2017","22.86","914.4","2417973.76759"
"200",1,2017-07-19,"0","16.819","16.819","7/2017",225.3746,"","","39.088","30.794","122270.7","40","20.81","7/2017","25.69","1027.6","2434842.56759"
"201",1,2017-07-20,"0","16.729","16.729","7/2017",224.1686,"","","39.312","31.261","123230.7","40","31.04","7/2017","15.46","618.4","2440146.96759"
"202",1,2017-07-21,"0","17.093","17.093","7/2017",229.0462,"","","38.976","30.051","124190.7","40","24.82","7/2017","21.68","867.2","2438725.36759"
"203",1,2017-07-22,"0","0","0","7/2017",0,"","","37.856","31.399","125150.7","40","24.01","7/2017","22.49","899.6","2445616.16759"
"204",1,2017-07-23,"0","0","0","7/2017",0,"","","38.416","30.442","126110.7","40","22.79","7/2017","23.71","948.4","2462493.76759"
"205",1,2017-07-24,"0","0","0","7/2017",0,"","","39.2","31.261","127070.7","40","20.41","7/2017","26.09","1043.6","2485231.76759"
"206",1,2017-07-25,"0","0","0","7/2017",0,"","","38.864","30.29","128030.7","40","16.22","7/2017","30.28","1211.2","2506659.76759"
"207",1,2017-07-26,"0","0","0","7/2017",0,"","","38.528","5.708","128985.827","40","14.21","7/2017","32.29","1291.6","2530962.9079"
"208",1,2017-07-27,"0","0","0","7/2017",0,"","","38.416","30.316","129919.219","40","13.21","7/2017","33.29","1331.6","2555170.4063"
