Place,Date,BUSINESS OPERATING,BLDG. SUPPLY,FOOD STORE,GENERAL MDSE.,OTHER RETAIL,AUTO TRANSPORTATION,RESTAURANT & LODGING,TOTAL,PERSONAL CONSUMPTION,RESTAURANT,LODGING
AUGUSTA ESA,2007-01,"$5,133.3","$6,779.8","$6,716.6","$16,255.9","$3,753.6","$18,591.1","$8,077.1","$65,307.4","$60,174.2","$7,531.9",$545.2
AUGUSTA ESA,2007-02,"$4,544.3","$5,070.1","$6,642.0","$15,214.5","$4,100.1","$21,885.1","$7,308.4","$64,764.5","$60,220.2","$6,763.7",$544.7
AUGUSTA ESA,2007-03,"$5,735.1","$5,420.4","$7,074.3","$17,662.0","$6,415.1","$25,940.3","$8,992.0","$77,239.1","$71,504.0","$8,181.3",$810.7
AUGUSTA ESA,2007-04,"$4,154.2","$6,941.6","$6,869.8","$15,787.6","$4,688.0","$26,476.9","$8,024.1","$72,942.1","$68,787.9","$7,273.5",$750.6
AUGUSTA ESA,2007-05,"$4,111.6","$9,018.4","$7,572.7","$17,795.4","$6,546.7","$27,628.5","$9,473.3","$82,146.6","$78,035.0","$8,506.4",$966.9
AUGUSTA ESA,2007-06,"$5,636.5","$10,676.2","$8,337.0","$20,128.7","$8,628.2","$30,112.2","$11,008.8","$94,527.7","$88,891.1","$9,513.7","$1,495.0"
AUGUSTA ESA,2007-07,"$4,358.2","$9,601.4","$7,782.8","$17,935.2","$5,380.3","$26,567.2","$10,611.2","$82,236.3","$77,878.0","$9,003.7","$1,607.6"
AUGUSTA ESA,2007-08,"$4,743.9","$9,567.1","$8,342.2","$20,268.6","$5,459.8","$29,564.2","$11,401.4","$89,347.2","$84,603.3","$9,627.6","$1,773.8"
AUGUSTA ESA,2007-09,"$5,010.1","$9,739.7","$7,781.8","$18,589.1","$6,528.8","$24,521.9","$10,827.9","$82,999.4","$77,989.2","$9,415.0","$1,413.0"
AUGUSTA ESA,2007-10,"$5,436.9","$10,424.4","$7,038.8","$18,166.2","$5,259.6","$23,948.9","$9,637.6","$79,912.5","$74,475.5","$8,444.5","$1,193.1"
AUGUSTA ESA,2007-11,"$5,305.8","$9,555.8","$6,799.3","$24,454.5","$6,426.5","$20,630.2","$8,082.3","$81,254.4","$75,948.6","$7,330.7",$751.6
AUGUSTA ESA,2007-12,"$8,727.8","$8,547.1","$8,093.0","$31,972.0","$11,662.4","$21,413.7","$9,207.5","$99,623.5","$90,895.6","$8,456.5",$750.9
AUGUSTA ESA,2008-01,"$4,980.3","$6,244.9","$6,562.3","$15,707.9","$4,537.0","$19,273.4","$8,347.7","$65,653.5","$60,673.2","$7,762.8",$584.9
AUGUSTA ESA,2008-02,"$4,878.9","$5,210.3","$6,574.3","$14,999.1","$4,597.3","$20,792.2","$7,632.1","$64,684.2","$59,805.2","$7,005.4",$626.7
AUGUSTA ESA,2008-03,"$5,768.3","$6,342.2","$7,134.8","$18,704.9","$5,438.1","$25,857.6","$8,989.6","$78,235.4","$72,467.2","$8,091.2",$898.5
AUGUSTA ESA,2008-04,"$4,191.4","$8,506.6","$6,569.0","$17,592.0","$4,932.6","$26,349.7","$8,692.9","$76,834.1","$72,642.7","$7,878.5",$814.4
AUGUSTA ESA,2008-05,"$4,270.3","$10,448.5","$7,435.8","$18,916.1","$7,042.5","$26,999.6","$9,808.0","$84,920.8","$80,650.4","$8,407.6","$1,400.3"
AUGUSTA ESA,2008-06,"$6,206.9","$11,479.9","$8,044.0","$20,820.0","$8,948.8","$25,501.1","$11,115.4","$92,116.0","$85,909.1","$9,574.2","$1,541.3"
AUGUSTA ESA,2008-07,"$4,482.0","$9,829.9","$8,906.6","$18,856.6","$5,425.7","$24,544.6","$11,143.9","$83,189.4","$78,707.4","$9,441.3","$1,702.7"
AUGUSTA ESA,2008-08,"$4,568.6","$9,328.3","$8,012.5","$21,095.0","$5,712.6","$24,120.4","$11,310.8","$84,148.3","$79,579.6","$9,590.7","$1,720.1"
AUGUSTA ESA,2008-09,"$5,277.5","$11,465.0","$8,230.8","$18,631.0","$6,418.8","$22,241.4","$11,251.9","$83,516.4","$78,239.0","$10,024.8","$1,227.1"
AUGUSTA ESA,2008-10,"$4,098.7","$11,346.1","$7,063.1","$17,555.3","$5,044.3","$17,700.9","$9,306.7","$72,115.0","$68,016.3","$8,094.1","$1,212.6"
AUGUSTA ESA,2008-11,"$4,153.3","$8,229.2","$6,801.3","$23,280.1","$5,336.6","$16,393.9","$7,875.2","$72,069.6","$67,916.4","$7,165.5",$709.8
AUGUSTA ESA,2008-12,"$7,512.6","$8,245.3","$8,753.1","$32,208.7","$10,214.2","$18,995.7","$8,689.4","$94,619.0","$87,106.4","$8,009.7",$679.7
AUGUSTA ESA,2009-01,"$4,319.1","$5,251.0","$6,801.5","$14,256.6","$4,131.3","$15,737.6","$8,230.5","$58,727.8","$54,408.6","$7,661.2",$569.3
AUGUSTA ESA,2009-02,"$3,789.9","$4,476.0","$6,625.3","$15,685.9","$4,476.7","$16,324.5","$7,586.7","$58,964.9","$55,175.0","$7,029.8",$556.9
AUGUSTA ESA,2009-03,"$4,573.8","$5,724.5","$7,466.2","$17,284.4","$5,532.2","$19,661.5","$9,243.1","$69,485.7","$64,912.0","$8,377.9",$865.2
AUGUSTA ESA,2009-04,"$3,355.3","$7,862.3","$7,005.4","$16,040.7","$5,617.9","$21,272.7","$8,719.2","$69,873.6","$66,518.3","$7,987.5",$731.6
AUGUSTA ESA,2009-05,"$3,901.5","$9,059.3","$7,921.4","$17,466.7","$7,109.2","$21,294.4","$10,240.4","$76,992.8","$73,091.4","$9,216.1","$1,024.3"
AUGUSTA ESA,2009-06,"$5,628.1","$9,924.8","$8,467.7","$19,513.9","$8,551.5","$22,789.8","$10,741.2","$85,617.0","$79,988.9","$9,605.9","$1,135.3"
AUGUSTA ESA,2009-07,"$6,760.6","$8,716.2","$8,426.8","$17,439.1","$5,671.8","$22,862.4","$10,980.3","$80,857.2","$74,096.6","$9,269.8","$1,710.6"
AUGUSTA ESA,2009-08,"$3,946.6","$8,185.1","$9,265.6","$19,423.4","$5,639.0","$26,677.2","$11,722.5","$84,859.4","$80,912.8","$9,941.7","$1,780.8"
AUGUSTA ESA,2009-09,"$4,367.1","$9,862.1","$8,487.0","$18,157.2","$6,337.2","$20,256.8","$10,953.3","$78,420.7","$74,053.6","$9,500.2","$1,453.1"
AUGUSTA ESA,2009-10,"$4,692.1","$9,293.9","$7,690.8","$17,496.1","$5,163.8","$19,439.9","$9,774.8","$73,551.5","$68,859.4","$8,707.5","$1,067.3"
AUGUSTA ESA,2009-11,"$3,795.9","$7,683.1","$7,221.8","$22,638.7","$5,445.5","$16,464.5","$8,155.0","$71,404.4","$67,608.5","$7,447.9",$707.1
AUGUSTA ESA,2009-12,"$5,946.7","$7,713.3","$8,738.2","$32,454.7","$10,476.9","$19,262.7","$10,041.1","$94,633.5","$88,686.8","$9,363.0",$678.0
AUGUSTA ESA,2010-01,"$3,969.7","$4,886.0","$6,842.1","$13,556.1","$3,868.1","$14,328.0","$8,381.9","$55,831.8","$51,862.1","$7,794.4",$587.4
AUGUSTA ESA,2010-02,"$3,426.3","$4,766.0","$6,852.3","$15,869.4","$4,577.7","$17,782.9","$8,194.9","$61,469.5","$58,043.2","$7,550.9",$644.0
AUGUSTA ESA,2010-03,"$4,765.1","$6,337.7","$7,887.5","$18,255.8","$5,921.5","$24,261.8","$9,673.2","$77,102.7","$72,337.6","$8,767.4",$905.8
AUGUSTA ESA,2010-04,"$3,725.0","$7,723.9","$7,351.8","$16,036.1","$5,354.0","$21,410.8","$9,142.2","$70,743.6","$67,018.7","$8,280.3",$861.8
AUGUSTA ESA,2010-05,"$3,784.2","$9,006.1","$8,035.6","$17,198.8","$6,931.1","$21,550.1","$10,183.6","$76,689.5","$72,905.3","$9,032.6","$1,151.1"
AUGUSTA ESA,2010-06,"$5,560.9","$10,172.3","$9,165.4","$19,029.5","$8,319.7","$23,676.6","$11,048.0","$86,972.4","$81,411.5","$9,880.9","$1,167.1"
AUGUSTA ESA,2010-07,"$3,610.8","$8,644.7","$8,754.9","$17,328.7","$5,517.9","$23,219.3","$11,557.0","$78,633.2","$75,022.4","$9,801.4","$1,755.5"
AUGUSTA ESA,2010-08,"$4,039.8","$7,961.1","$8,363.8","$19,065.7","$5,637.2","$21,762.8","$12,409.5","$79,239.9","$75,200.1","$10,549.0","$1,860.5"
AUGUSTA ESA,2010-09,"$4,295.7","$9,143.5","$8,844.2","$18,217.9","$6,495.6","$22,583.4","$10,966.8","$80,547.0","$76,251.3","$9,628.1","$1,338.7"
AUGUSTA ESA,2010-10,"$3,594.0","$8,532.1","$7,504.5","$18,082.2","$5,467.0","$19,551.9","$10,275.0","$73,006.6","$69,412.6","$9,036.1","$1,238.9"
AUGUSTA ESA,2010-11,"$3,730.1","$7,663.5","$7,201.8","$22,986.7","$5,468.0","$17,653.4","$8,493.5","$73,197.0","$69,466.9","$7,715.1",$778.4
AUGUSTA ESA,2010-12,"$7,010.3","$8,263.0","$8,890.2","$32,278.4","$12,300.0","$19,509.3","$9,690.5","$97,941.6","$90,931.4","$8,972.1",$718.4
AUGUSTA ESA,2011-01,"$4,845.9","$4,725.5","$6,938.6","$13,183.9","$3,989.5","$17,747.1","$8,397.9","$59,828.5","$54,982.6","$7,760.3",$637.6
AUGUSTA ESA,2011-02,"$4,688.8","$4,286.7","$6,924.9","$14,649.5","$4,407.9","$19,617.2","$7,868.7","$62,443.8","$57,755.0","$7,210.3",$658.3
AUGUSTA ESA,2011-03,"$5,297.9","$5,577.4","$8,054.6","$16,915.3","$5,711.6","$24,725.5","$9,770.0","$76,052.2","$70,754.3","$8,824.3",$945.7
AUGUSTA ESA,2011-04,"$3,997.8","$6,667.1","$7,308.3","$15,777.9","$5,388.1","$24,295.8","$9,259.7","$72,694.6","$68,696.8","$8,342.0",$917.7
AUGUSTA ESA,2011-05,"$3,939.7","$8,552.2","$7,718.0","$16,535.2","$6,710.0","$22,470.3","$10,157.5","$76,082.9","$72,143.2","$8,963.8","$1,193.6"
AUGUSTA ESA,2011-06,"$5,283.2","$10,766.4","$9,215.1","$19,710.6","$8,602.0","$24,678.4","$11,183.7","$89,439.3","$84,156.2","$9,819.2","$1,364.5"
AUGUSTA ESA,2011-07,"$3,717.6","$8,672.4","$8,899.6","$16,816.5","$5,533.3","$23,314.0","$11,489.5","$78,442.9","$74,725.3","$9,672.9","$1,816.6"
AUGUSTA ESA,2011-08,"$4,128.5","$8,430.5","$8,722.5","$18,711.6","$5,719.0","$22,747.8","$12,301.2","$80,761.2","$76,632.7","$10,464.2","$1,837.0"
AUGUSTA ESA,2011-09,"$5,152.9","$9,768.2","$8,685.3","$18,365.0","$6,785.7","$23,019.1","$11,225.1","$83,001.3","$77,848.4","$9,773.6","$1,451.5"
AUGUSTA ESA,2011-10,"$3,607.3","$8,879.8","$7,640.1","$17,530.1","$5,379.5","$21,189.4","$9,920.2","$74,146.4","$70,539.1","$8,645.1","$1,275.1"
AUGUSTA ESA,2011-11,"$3,954.9","$8,357.1","$7,479.5","$22,089.4","$5,681.8","$19,998.9","$8,556.6","$76,118.3","$72,163.3","$7,703.6",$853.0
AUGUSTA ESA,2011-12,"$6,512.8","$8,518.2","$8,784.7","$31,362.9","$12,631.5","$22,068.6","$10,543.2","$100,421.8","$93,909.1","$9,716.9",$826.3
AUGUSTA ESA,2012-01,"$4,842.3","$5,293.4","$6,870.8","$12,986.1","$4,192.7","$16,640.1","$8,473.9","$59,299.3","$54,457.0","$7,791.3",$682.6
AUGUSTA ESA,2012-02,"$3,817.4","$4,759.2","$7,215.2","$16,221.5","$4,963.4","$21,587.2","$8,596.2","$67,160.1","$63,342.7","$7,853.8",$742.4
AUGUSTA ESA,2012-03,"$4,425.4","$5,882.9","$8,157.3","$17,669.0","$6,456.6","$25,772.7","$10,343.2","$78,707.1","$74,281.7","$9,388.8",$954.4
AUGUSTA ESA,2012-04,"$4,682.4","$7,758.3","$7,481.4","$16,752.7","$5,763.6","$24,739.5","$9,689.3","$76,867.3","$72,184.8","$8,685.7","$1,003.7"
AUGUSTA ESA,2012-05,"$3,970.4","$9,101.8","$8,358.7","$16,289.1","$7,145.4","$23,395.8","$10,743.8","$79,004.9","$75,034.6","$9,454.4","$1,289.4"
AUGUSTA ESA,2012-06,"$5,978.3","$9,884.8","$9,284.2","$19,504.0","$8,810.8","$26,252.0","$11,920.3","$91,634.4","$85,656.1","$10,410.9","$1,509.4"
AUGUSTA ESA,2012-07,"$2,833.6","$8,598.1","$9,271.4","$17,057.2","$6,010.0","$24,062.1","$12,014.3","$79,846.8","$77,013.2","$10,032.9","$1,981.5"
AUGUSTA ESA,2012-08,"$3,175.2","$8,273.5","$9,080.5","$18,901.0","$6,061.4","$25,395.6","$13,159.3","$84,046.6","$80,871.5","$11,006.9","$2,152.5"
AUGUSTA ESA,2012-09,"$4,062.5","$9,467.3","$8,737.0","$19,548.1","$7,294.6","$23,921.5","$12,106.8","$85,137.9","$81,075.4","$10,482.5","$1,624.3"
AUGUSTA ESA,2012-10,"$3,755.5","$9,123.0","$7,978.0","$16,902.1","$5,634.2","$22,371.3","$10,743.9","$76,508.1","$72,752.6","$9,384.2","$1,359.8"
AUGUSTA ESA,2012-11,"$3,618.0","$7,560.8","$7,777.1","$22,098.9","$5,950.6","$21,001.7","$9,238.6","$77,245.5","$73,627.6","$8,339.7",$898.8
AUGUSTA ESA,2012-12,"$6,875.7","$8,072.3","$8,790.7","$30,727.2","$11,760.2","$20,413.0","$10,028.6","$96,667.7","$89,792.0","$9,195.1",$833.4
AUGUSTA ESA,2013-01,"$5,370.4","$4,802.9","$7,364.7","$14,313.5","$4,847.2","$19,704.5","$9,279.9","$65,683.2","$60,312.8","$8,529.2",$750.7
AUGUSTA ESA,2013-02,"$3,867.4","$4,702.3","$7,191.4","$14,276.1","$4,668.9","$19,952.3","$8,361.9","$63,020.3","$59,152.9","$7,594.7",$767.3
AUGUSTA ESA,2013-03,"$4,290.8","$5,976.7","$8,300.0","$18,076.7","$6,545.0","$27,132.1","$10,726.2","$81,047.4","$76,756.6","$9,671.7","$1,054.5"
AUGUSTA ESA,2013-04,"$3,328.6","$9,188.0","$7,447.4","$15,269.5","$6,054.1","$25,860.9","$10,142.6","$77,291.0","$73,962.4","$9,086.1","$1,056.6"
AUGUSTA ESA,2013-05,"$3,315.9","$9,748.1","$8,310.8","$17,278.8","$7,633.0","$27,617.6","$11,601.7","$85,505.9","$82,190.0","$10,095.8","$1,505.9"
AUGUSTA ESA,2013-06,"$4,157.5","$11,027.8","$9,231.0","$19,374.2","$9,235.3","$28,051.8","$12,852.9","$93,930.5","$89,773.0","$11,088.7","$1,764.2"
AUGUSTA ESA,2013-07,"$2,946.9","$9,359.7","$9,280.1","$17,113.1","$6,352.1","$28,713.3","$12,817.0","$86,582.2","$83,635.3","$10,557.4","$2,259.6"
AUGUSTA ESA,2013-08,"$3,325.5","$9,625.6","$9,152.4","$18,794.4","$6,547.1","$29,234.5","$14,144.6","$90,824.1","$87,498.6","$11,724.6","$2,420.0"
AUGUSTA ESA,2013-09,"$4,383.2","$11,588.6","$8,902.2","$18,262.9","$8,332.9","$26,277.5","$12,262.6","$90,010.0","$85,626.8","$10,510.8","$1,751.8"
AUGUSTA ESA,2013-10,"$3,640.6","$9,907.5","$8,196.7","$16,182.3","$5,876.2","$25,132.5","$11,023.7","$79,959.3","$76,318.7","$9,491.5","$1,532.1"
AUGUSTA ESA,2013-11,"$3,752.5","$8,869.9","$7,792.3","$21,390.3","$6,427.2","$21,438.3","$9,792.9","$79,463.4","$75,710.9","$8,812.3",$980.6
AUGUSTA ESA,2013-12,"$5,962.2","$8,753.7","$9,079.3","$27,225.2","$11,356.0","$21,318.6","$10,376.8","$94,071.8","$88,109.6","$9,546.8",$830.0
AUGUSTA ESA,2014-01,"$5,094.1","$5,794.0","$7,355.1","$12,392.0","$4,597.6","$20,579.3","$9,110.3","$64,922.5","$59,828.4","$8,349.1",$761.2
AUGUSTA ESA,2014-02,"$4,465.6","$5,124.9","$7,177.4","$13,866.4","$5,116.6","$21,413.4","$8,740.7","$65,905.0","$61,439.4","$7,986.3",$754.4
AUGUSTA ESA,2014-03,"$5,601.2","$5,945.4","$8,116.1","$15,913.7","$6,597.7","$26,858.9","$10,510.7","$79,543.6","$73,942.4","$9,417.9","$1,092.7"
AUGUSTA ESA,2014-04,"$3,934.4","$8,036.5","$7,582.3","$15,459.0","$6,119.3","$27,591.7","$10,251.6","$78,974.8","$75,040.4","$9,161.4","$1,090.2"
AUGUSTA ESA,2014-05,"$4,614.1","$10,342.0","$8,444.0","$16,798.0","$7,532.1","$28,926.9","$11,940.8","$88,598.0","$83,983.9","$10,481.0","$1,459.8"
AUGUSTA ESA,2014-06,"$5,391.5","$12,604.2","$9,385.1","$19,062.2","$9,409.8","$27,839.3","$12,110.9","$95,803.0","$90,411.5","$10,578.9","$1,532.0"
AUGUSTA ESA,2014-07,"$3,700.9","$10,795.9","$9,454.0","$17,140.5","$7,205.7","$28,598.6","$12,977.8","$89,873.5","$86,172.6","$10,794.8","$2,183.0"
AUGUSTA ESA,2014-08,"$3,577.1","$9,855.1","$9,350.3","$19,228.9","$6,469.5","$29,470.7","$14,106.3","$92,057.9","$88,480.8","$11,819.8","$2,286.5"
AUGUSTA ESA,2014-09,"$5,006.5","$11,263.6","$9,205.7","$18,044.6","$7,471.8","$27,028.7","$12,190.7","$90,211.5","$85,205.0","$10,645.8","$1,544.9"
AUGUSTA ESA,2014-10,"$3,988.8","$10,310.6","$8,179.2","$17,048.7","$6,246.1","$26,235.8","$11,657.4","$83,666.6","$79,677.8","$10,246.8","$1,410.6"
AUGUSTA ESA,2014-11,"$3,828.8","$8,582.6","$7,978.1","$21,208.9","$6,419.9","$22,783.3","$9,703.5","$80,505.1","$76,676.2","$8,768.2",$935.3
AUGUSTA ESA,2014-12,"$6,345.4","$8,367.6","$9,993.0","$28,946.8","$12,570.4","$25,174.9","$11,367.4","$102,765.4","$96,420.1","$10,572.0",$795.4
AUGUSTA ESA,2015-01,"$3,987.5","$5,614.5","$7,613.0","$12,310.5","$4,759.2","$20,127.1","$9,164.8","$63,576.6","$59,589.1","$8,471.1",$693.7
AUGUSTA ESA,2015-02,"$4,352.6","$4,872.8","$7,563.5","$14,216.8","$5,175.0","$22,402.0","$8,863.0","$67,445.7","$63,093.1","$8,105.4",$757.6
AUGUSTA ESA,2015-03,"$5,257.5","$5,972.8","$8,478.0","$17,292.7","$6,604.3","$28,755.8","$11,158.0","$83,519.1","$78,261.6","$10,141.1","$1,016.9"
AUGUSTA ESA,2015-04,"$3,659.2","$7,694.7","$7,693.3","$15,410.0","$6,495.6","$29,864.9","$10,954.1","$81,771.9","$78,112.6","$9,949.5","$1,004.6"
AUGUSTA ESA,2015-05,"$4,086.7","$10,430.0","$8,876.2","$17,764.9","$7,983.2","$31,396.0","$12,582.0","$93,119.1","$89,032.4","$11,147.2","$1,434.8"
AUGUSTA ESA,2015-06,"$5,183.2","$11,740.0","$9,732.8","$19,031.3","$9,393.4","$34,919.4","$12,830.4","$102,830.6","$97,647.4","$11,183.6","$1,646.8"
AUGUSTA ESA,2015-07,"$5,276.1","$9,819.2","$9,610.8","$17,955.4","$7,413.4","$31,158.3","$13,749.2","$94,982.3","$89,706.3","$11,608.6","$2,140.6"
AUGUSTA ESA,2015-08,"$3,668.1","$9,391.5","$9,351.1","$19,471.7","$6,922.7","$34,347.6","$14,222.3","$97,375.0","$93,706.9","$12,173.3","$2,049.1"
AUGUSTA ESA,2015-09,"$4,784.5","$10,513.3","$9,596.8","$18,301.2","$7,999.4","$31,351.7","$13,035.1","$95,582.0","$90,797.5","$11,321.7","$1,713.4"
AUGUSTA ESA,2015-10,"$3,781.0","$11,367.4","$8,476.1","$17,810.5","$6,556.9","$32,241.0","$12,207.4","$92,440.3","$88,659.3","$10,831.7","$1,375.7"
AUGUSTA ESA,2015-11,"$3,494.7","$9,937.6","$7,951.9","$21,626.9","$6,849.2","$25,522.6","$9,966.6","$85,349.4","$81,854.8","$9,209.8",$756.8
AUGUSTA ESA,2015-12,"$5,634.4","$9,856.3","$9,535.6","$30,231.8","$13,608.2","$26,472.0","$11,983.6","$107,321.9","$101,687.5","$11,170.4",$813.2
AUGUSTA ESA,2016-01,"$3,877.9","$6,369.9","$9,047.8","$14,052.5","$5,311.8","$21,989.4","$10,485.3","$71,134.5","$67,256.6","$9,778.1",$707.3
AUGUSTA ESA,2016-02,"$3,658.1","$5,792.5","$9,200.1","$16,086.6","$5,956.6","$24,962.3","$10,440.7","$76,097.0","$72,439.0","$9,613.3",$827.4
AUGUSTA ESA,2016-03,"$4,345.2","$7,416.8","$10,542.9","$18,844.8","$7,641.4","$30,769.8","$11,544.0","$91,104.9","$86,759.7","$10,504.3","$1,039.7"
AUGUSTA ESA,2016-04,"$3,595.3","$9,439.0","$9,613.2","$16,759.5","$6,999.7","$29,609.7","$12,017.4","$88,033.8","$84,438.5","$10,995.2","$1,022.2"
AUGUSTA ESA,2016-05,"$3,850.1","$10,773.4","$10,667.3","$18,141.0","$8,587.2","$30,206.8","$12,746.1","$94,971.9","$91,121.8","$11,310.0","$1,436.0"
AUGUSTA ESA,2016-06,"$5,002.5","$11,842.6","$12,026.6","$21,035.6","$10,276.1","$31,493.8","$13,953.9","$105,631.2","$100,628.6","$12,288.5","$1,665.4"
AUGUSTA ESA,2016-07,"$3,673.9","$10,550.2","$11,727.0","$18,980.6","$7,075.7","$30,623.0","$14,662.3","$97,292.7","$93,618.8","$12,327.6","$2,334.7"
AUGUSTA ESA,2016-08,"$3,743.9","$9,818.0","$11,575.1","$20,629.6","$7,371.8","$32,384.5","$14,847.6","$100,370.5","$96,626.5","$12,523.1","$2,324.5"
AUGUSTA ESA,2016-09,"$6,482.5","$11,120.2","$11,577.1","$19,931.4","$8,707.7","$30,203.8","$13,674.0","$101,696.8","$95,214.2","$11,473.3","$2,200.7"
AUGUSTA ESA,2016-10,"$3,692.2","$10,564.8","$10,102.3","$18,597.6","$7,043.8","$27,507.3","$12,209.5","$89,717.5","$86,025.3","$10,671.2","$1,538.3"
AUGUSTA ESA,2016-11,"$3,880.9","$9,612.7","$9,946.3","$22,731.2","$7,097.5","$28,168.8","$10,622.5","$92,059.9","$88,179.0","$9,700.6",$921.9
AUGUSTA ESA,2016-12,"$5,248.8","$9,764.2","$11,585.9","$30,495.7","$13,837.7","$28,422.0","$11,748.4","$111,102.8","$105,854.0","$10,861.3",$887.1
AUGUSTA ESA,2017-01,"$3,826.0","$7,107.0","$8,681.7","$14,859.7","$5,321.3","$23,540.9","$10,325.8","$73,662.4","$69,836.5","$9,567.2",$758.6
AUGUSTA ESA,2017-02,"$3,824.6","$5,622.8","$8,644.9","$15,088.9","$5,200.0","$24,805.7","$9,575.8","$72,762.8","$68,938.3","$8,765.7",$810.2
AUGUSTA ESA,2017-03,"$4,659.5","$7,173.1","$9,923.9","$18,703.6","$7,367.0","$34,421.7","$12,499.3","$94,748.2","$90,088.7","$11,322.7","$1,176.7"
AUGUSTA ESA,2017-04,"$3,186.6","$9,221.8","$9,007.6","$17,296.8","$7,061.8","$32,543.3","$11,669.3","$89,987.1","$86,800.5","$10,520.8","$1,148.4"
AUGUSTA ESA,2017-05,"$3,819.1","$11,990.6","$10,041.3","$18,359.1","$8,377.2","$34,336.2","$14,243.1","$101,166.7","$97,347.6","$12,295.9","$1,947.2"
AUGUSTA ESA,2017-06,"$4,481.2","$12,964.8","$11,603.9","$21,000.5","$10,688.7","$34,990.2","$14,572.2","$110,301.4","$105,820.2","$12,672.4","$1,899.8"
AUGUSTA ESA,2017-07,"$3,057.4","$10,730.9","$11,245.1","$18,572.4","$7,078.5","$34,050.8","$14,838.6","$99,573.7","$96,516.4","$12,316.0","$2,522.6"
AUGUSTA ESA,2017-08,"$3,155.5","$10,701.9","$11,018.1","$20,592.0","$7,325.5","$36,047.1","$15,497.7","$104,337.7","$101,182.2","$12,955.7","$2,542.1"
AUGUSTA ESA,2017-09,"$3,807.4","$11,699.5","$11,208.3","$20,158.6","$8,954.7","$32,415.8","$14,758.4","$103,002.6","$99,195.3","$12,707.4","$2,051.0"
AUGUSTA ESA,2017-10,"$3,454.0","$11,371.6","$9,851.0","$17,801.1","$6,550.6","$30,240.5","$12,965.3","$92,234.1","$88,780.1","$11,242.3","$1,722.9"
AUGUSTA ESA,2017-11,"$3,546.9","$11,136.7","$9,676.2","$22,593.1","$7,123.8","$28,980.6","$11,735.2","$94,792.5","$91,245.7","$10,589.7","$1,145.6"
AUGUSTA ESA,2017-12,"$5,162.4","$10,691.2","$11,436.8","$29,717.9","$13,714.5","$30,152.6","$12,521.9","$113,397.2","$108,234.8","$11,662.1",$859.8
AUGUSTA ESA,2018-01,"$4,556.8","$7,040.3","$9,188.0","$14,904.6","$5,224.1","$25,243.1","$10,137.8","$76,294.7","$71,737.9","$9,364.9",$772.9
AUGUSTA ESA,2018-02,"$3,830.0","$6,241.9","$9,060.0","$15,809.5","$5,658.1","$28,018.1","$10,399.3","$79,016.8","$75,186.7","$9,522.0",$877.3
AUGUSTA ESA,2018-03,"$4,257.1","$7,783.3","$10,790.5","$18,979.9","$7,474.6","$33,546.4","$12,512.8","$95,344.6","$91,087.5","$11,291.1","$1,221.7"
AUGUSTA ESA,2018-04,"$3,871.7","$9,960.4","$9,280.8","$16,395.2","$6,672.7","$32,329.9","$12,579.3","$91,090.0","$87,218.3","$11,076.6","$1,502.7"
AUGUSTA ESA,2018-05,"$4,122.8","$13,154.3","$10,751.8","$19,215.5","$8,712.2","$36,720.8","$14,619.3","$107,296.8","$103,174.0","$12,425.8","$2,193.5"
AUGUSTA ESA,2018-06,"$5,236.4","$13,916.5","$12,565.6","$21,436.4","$10,250.2","$37,335.9","$14,764.6","$115,505.5","$110,269.1","$12,750.1","$2,014.5"
AUGUSTA ESA,2018-07,"$3,634.1","$12,123.8","$11,584.6","$19,940.2","$7,080.7","$35,550.6","$15,117.0","$105,031.0","$101,397.0","$12,557.7","$2,559.3"
AUGUSTA ESA,2018-08,"$3,511.3","$10,983.9","$11,563.2","$21,673.7","$7,269.7","$37,544.1","$15,743.2","$108,289.1","$104,777.8","$13,151.3","$2,591.8"
AUGUSTA ESA,2018-09,"$4,773.8","$12,748.5","$11,750.8","$20,006.8","$8,540.4","$34,106.7","$14,576.7","$106,503.7","$101,730.0","$12,445.0","$2,131.7"
AUGUSTA ESA,2018-10,"$3,496.9","$12,459.8","$10,077.1","$18,604.5","$6,683.1","$34,067.5","$13,343.9","$98,732.8","$95,235.9","$11,524.9","$1,819.0"
AUGUSTA ESA,2018-11,"$4,076.8","$10,726.4","$9,781.6","$23,155.9","$7,192.0","$29,124.1","$10,865.3","$94,922.0","$90,845.2","$9,951.9",$913.4
AUGUSTA ESA,2018-12,"$5,292.6","$10,185.8","$11,714.0","$29,867.1","$13,039.5","$32,020.2","$13,026.8","$115,146.0","$109,853.4","$12,211.8",$815.0
AUGUSTA ESA,2019-01,"$4,096.0","$7,824.7","$9,339.3","$14,428.7","$5,314.7","$23,048.3","$10,515.3","$74,567.0","$70,471.1","$9,712.6",$802.7
AUGUSTA ESA,2019-02,"$4,094.7","$6,442.8","$9,283.7","$15,532.8","$5,620.3","$26,994.7","$10,526.7","$78,495.7","$74,401.0","$9,699.3",$827.4
AUGUSTA ESA,2019-03,"$5,281.9","$8,075.5","$11,055.7","$19,062.4","$8,042.1","$34,994.7","$13,215.9","$99,728.3","$94,446.3","$12,097.7","$1,118.2"
AUGUSTA ESA,2019-04,"$4,077.7","$10,436.5","$9,895.5","$17,445.3","$6,920.1","$38,318.0","$12,298.1","$99,391.3","$95,313.6","$11,137.8","$1,160.3"
