Place,Date,BUSINESS OPERATING,BLDG. SUPPLY,FOOD STORE,GENERAL MDSE.,OTHER RETAIL,AUTO TRANSPORTATION,RESTAURANT & LODGING,TOTAL,PERSONAL CONSUMPTION,RESTAURANT,LODGING
BIDDEFORD ESA,2014-06,"$3,397.9","$10,775.4","$8,622.9","$9,723.7","$5,539.2","$20,690.9","$17,051.9","$75,801.8","$72,404.0","$10,481.2","$6,570.7"
BIDDEFORD ESA,2014-07,"$2,823.2","$10,665.7","$9,870.6","$9,220.6","$4,783.0","$22,818.7","$31,475.2","$91,657.0","$88,833.8","$14,269.9","$17,205.3"
BIDDEFORD ESA,2014-08,"$2,999.3","$9,367.0","$9,243.0","$9,634.4","$5,174.1","$25,693.0","$32,078.4","$94,189.1","$91,189.9","$14,856.3","$17,222.1"
BIDDEFORD ESA,2014-09,"$3,782.5","$9,308.8","$8,308.9","$9,768.5","$4,268.7","$22,225.0","$13,877.8","$71,540.2","$67,757.6","$8,922.7","$4,955.1"
BIDDEFORD ESA,2014-10,"$2,351.8","$9,654.4","$6,894.9","$9,590.3","$2,753.0","$20,551.3","$8,459.3","$60,254.9","$57,903.2","$6,928.4","$1,530.9"
BIDDEFORD ESA,2014-11,"$2,342.5","$8,620.8","$6,546.9","$11,585.2","$2,501.7","$18,926.0","$6,789.1","$57,312.2","$54,969.7","$6,210.7",$578.4
BIDDEFORD ESA,2014-12,"$3,503.1","$7,718.2","$8,191.4","$16,673.0","$5,214.2","$19,865.0","$8,170.1","$69,334.9","$65,831.8","$6,986.4","$1,183.7"
BIDDEFORD ESA,2015-01,"$2,213.8","$6,010.3","$6,207.9","$5,330.9","$2,161.2","$15,545.2","$6,402.5","$43,871.8","$41,658.0","$5,877.6",$524.9
BIDDEFORD ESA,2015-02,"$2,426.2","$5,033.5","$6,099.0","$6,267.2","$2,277.2","$19,439.6","$6,109.6","$47,652.4","$45,226.1","$5,702.2",$407.4
BIDDEFORD ESA,2015-03,"$3,240.9","$6,573.2","$6,949.8","$8,615.5","$3,086.0","$22,903.0","$7,882.7","$59,251.1","$56,010.2","$6,916.8",$965.9
BIDDEFORD ESA,2015-04,"$2,155.3","$8,618.5","$6,710.0","$7,067.3","$2,526.7","$23,736.2","$10,397.6","$61,211.6","$59,056.3","$6,710.9","$3,686.8"
BIDDEFORD ESA,2015-05,"$2,266.2","$10,830.3","$8,075.3","$9,197.5","$4,057.3","$24,145.2","$13,224.5","$71,796.4","$69,530.2","$9,291.5","$3,933.1"
BIDDEFORD ESA,2015-06,"$3,574.1","$11,070.7","$9,232.7","$10,268.7","$5,784.6","$24,058.4","$17,556.3","$81,545.6","$77,971.5","$10,982.6","$6,573.7"
BIDDEFORD ESA,2015-07,"$3,064.7","$10,787.6","$10,608.0","$9,582.9","$5,354.0","$23,462.6","$33,601.6","$96,461.2","$93,396.6","$16,780.0","$16,821.6"
BIDDEFORD ESA,2015-08,"$3,357.7","$8,748.6","$10,168.8","$9,929.1","$5,440.9","$23,794.9","$32,559.9","$93,999.8","$90,642.0","$17,128.3","$15,431.5"
BIDDEFORD ESA,2015-09,"$3,037.2","$9,506.4","$8,949.3","$9,352.2","$4,873.1","$24,942.1","$16,862.8","$77,523.1","$74,485.8","$10,779.6","$6,083.2"
BIDDEFORD ESA,2015-10,"$2,396.8","$10,702.5","$7,393.5","$8,850.3","$2,874.0","$24,160.0","$9,300.6","$65,677.7","$63,280.9","$7,681.1","$1,619.5"
BIDDEFORD ESA,2015-11,"$2,020.0","$8,990.6","$7,002.7","$9,556.9","$2,862.0","$20,442.2","$7,053.3","$57,927.6","$55,907.6","$6,480.5",$572.7
BIDDEFORD ESA,2015-12,"$3,373.7","$8,230.0","$8,366.7","$13,952.3","$5,541.0","$19,892.7","$8,693.1","$68,049.6","$64,675.9","$7,701.5",$991.6
BIDDEFORD ESA,2016-01,"$2,331.9","$6,668.5","$8,294.2","$6,020.2","$2,434.8","$18,833.5","$6,909.2","$51,492.5","$49,160.5","$6,391.6",$517.7
BIDDEFORD ESA,2016-02,"$2,448.5","$5,763.1","$8,308.6","$6,641.9","$2,577.9","$20,919.0","$7,068.8","$53,727.8","$51,279.3","$6,575.1",$493.7
BIDDEFORD ESA,2016-03,"$3,060.4","$7,332.9","$9,691.3","$8,432.6","$3,522.0","$23,673.6","$8,337.4","$64,050.2","$60,989.8","$7,309.2","$1,028.2"
BIDDEFORD ESA,2016-04,"$2,316.4","$9,609.7","$8,867.1","$7,512.5","$2,827.8","$23,622.8","$11,717.3","$66,473.6","$64,157.2","$7,586.5","$4,130.9"
BIDDEFORD ESA,2016-05,"$2,142.7","$11,439.7","$10,474.5","$8,544.2","$4,170.9","$23,339.2","$12,927.8","$73,039.1","$70,896.3","$8,944.1","$3,983.7"
BIDDEFORD ESA,2016-06,"$3,523.9","$11,745.8","$12,255.3","$10,893.7","$6,297.4","$23,701.2","$17,941.2","$86,358.5","$82,834.6","$11,332.0","$6,609.2"
BIDDEFORD ESA,2016-07,"$2,992.5","$10,683.8","$13,475.6","$9,718.7","$5,436.4","$22,849.3","$35,852.8","$101,009.0","$98,016.5","$16,694.7","$19,158.1"
BIDDEFORD ESA,2016-08,"$3,591.0","$10,012.3","$13,255.5","$10,572.4","$5,675.7","$26,287.9","$33,649.3","$103,044.0","$99,453.0","$16,242.8","$17,406.5"
BIDDEFORD ESA,2016-09,"$3,301.1","$9,952.2","$11,574.5","$9,988.1","$5,264.6","$24,760.8","$17,747.8","$82,589.2","$79,288.1","$10,715.0","$7,032.8"
BIDDEFORD ESA,2016-10,"$2,448.5","$10,502.8","$9,477.2","$8,739.1","$3,394.9","$24,036.5","$9,972.6","$68,571.7","$66,123.1","$7,857.8","$2,114.8"
BIDDEFORD ESA,2016-11,"$2,326.9","$9,148.5","$9,297.3","$9,818.9","$2,993.5","$22,959.1","$7,361.8","$63,906.0","$61,579.1","$6,656.8",$705.0
BIDDEFORD ESA,2016-12,"$4,014.0","$9,371.6","$10,739.3","$14,511.3","$5,998.1","$23,180.2","$8,872.6","$76,687.1","$72,673.1","$7,717.7","$1,154.9"
BIDDEFORD ESA,2017-01,"$2,449.2","$8,251.8","$8,724.0","$6,364.6","$2,799.9","$21,711.0","$6,874.4","$57,174.9","$54,725.7","$6,296.8",$577.5
BIDDEFORD ESA,2017-02,"$2,356.8","$6,040.2","$8,551.0","$6,432.9","$2,746.2","$22,280.9","$6,774.7","$55,182.8","$52,826.0","$6,189.7",$585.0
BIDDEFORD ESA,2017-03,"$3,207.3","$7,680.0","$9,647.0","$8,471.2","$3,860.2","$26,310.1","$8,841.6","$68,017.4","$64,810.1","$7,488.6","$1,353.0"
BIDDEFORD ESA,2017-04,"$2,350.9","$9,810.6","$9,123.3","$8,585.4","$3,388.0","$24,592.7","$11,768.0","$69,619.0","$67,268.1","$7,598.5","$4,169.6"
BIDDEFORD ESA,2017-05,"$2,378.5","$12,183.2","$10,881.4","$9,003.2","$4,599.3","$26,812.3","$13,530.1","$79,388.0","$77,009.5","$9,215.7","$4,314.4"
BIDDEFORD ESA,2017-06,"$3,348.3","$13,041.5","$12,644.7","$11,189.4","$6,804.1","$27,175.3","$19,341.1","$93,544.4","$90,196.1","$11,980.0","$7,361.1"
BIDDEFORD ESA,2017-07,"$2,937.2","$11,599.8","$13,978.4","$10,867.8","$5,819.4","$26,603.0","$37,178.8","$108,984.5","$106,047.3","$17,102.4","$20,076.4"
BIDDEFORD ESA,2017-08,"$2,879.6","$11,005.5","$13,826.8","$10,789.1","$6,233.9","$26,667.6","$34,790.5","$106,192.9","$103,313.3","$16,419.2","$18,371.3"
BIDDEFORD ESA,2017-09,"$2,988.2","$11,008.2","$11,757.1","$10,239.4","$5,692.0","$25,838.9","$18,175.1","$85,698.9","$82,710.7","$11,222.0","$6,953.1"
BIDDEFORD ESA,2017-10,"$2,297.7","$12,071.3","$10,136.0","$8,665.9","$3,339.4","$24,772.8","$10,838.8","$72,121.9","$69,824.2","$8,772.9","$2,065.8"
BIDDEFORD ESA,2017-11,"$2,182.2","$10,642.8","$9,502.4","$10,431.3","$3,366.8","$24,030.6","$8,310.5","$68,466.7","$66,284.5","$7,397.1",$913.4
BIDDEFORD ESA,2017-12,"$3,308.6","$9,844.8","$10,938.7","$15,303.5","$6,136.5","$23,761.9","$9,314.5","$78,608.5","$75,299.9","$8,391.8",$922.8
BIDDEFORD ESA,2018-01,"$3,182.4","$7,628.4","$9,128.3","$7,001.9","$2,871.0","$19,716.3","$7,382.2","$56,910.6","$53,728.1","$6,638.0",$744.2
BIDDEFORD ESA,2018-02,"$2,017.5","$6,741.1","$8,853.5","$6,944.2","$3,198.1","$22,441.2","$7,481.0","$57,676.6","$55,659.1","$6,930.2",$550.8
BIDDEFORD ESA,2018-03,"$3,223.9","$7,441.5","$10,391.0","$9,186.3","$4,047.6","$25,604.1","$9,548.6","$69,443.0","$66,219.1","$8,359.0","$1,189.6"
BIDDEFORD ESA,2018-04,"$2,402.2","$10,240.4","$9,333.8","$8,346.9","$3,258.6","$25,071.1","$12,439.2","$71,092.2","$68,690.0","$7,870.6","$4,568.6"
BIDDEFORD ESA,2018-05,"$2,517.2","$13,711.3","$11,407.0","$10,052.1","$5,020.3","$28,686.3","$14,664.8","$86,058.9","$83,541.7","$10,256.6","$4,408.2"
BIDDEFORD ESA,2018-06,"$3,520.7","$12,031.2","$13,276.2","$12,758.8","$7,240.3","$26,569.7","$21,825.3","$97,222.2","$93,701.5","$13,434.6","$8,390.7"
BIDDEFORD ESA,2018-07,"$4,992.8","$11,191.9","$14,410.2","$11,819.7","$6,054.7","$26,004.5","$37,761.4","$112,235.1","$107,242.4","$17,919.9","$19,841.5"
BIDDEFORD ESA,2018-08,"$3,199.1","$10,343.3","$14,392.2","$12,104.6","$6,100.9","$29,055.6","$37,317.1","$112,512.8","$109,313.7","$18,067.0","$19,250.1"
BIDDEFORD ESA,2018-09,"$2,987.6","$9,830.3","$12,462.6","$10,730.0","$6,058.5","$26,202.5","$19,126.2","$87,397.8","$84,410.2","$12,275.9","$6,850.3"
BIDDEFORD ESA,2018-10,"$2,133.8","$11,244.9","$10,460.3","$11,810.1","$3,441.3","$26,693.4","$11,015.3","$76,799.2","$74,665.4","$8,752.0","$2,263.3"
BIDDEFORD ESA,2018-11,"$2,490.4","$9,310.0","$9,998.7","$11,224.6","$3,411.2","$22,483.0","$8,553.5","$67,471.3","$64,980.9","$7,745.5",$808.1
BIDDEFORD ESA,2018-12,"$3,739.9","$7,952.8","$11,522.4","$15,135.3","$5,982.8","$23,708.2","$10,156.2","$78,197.5","$74,457.6","$9,342.3",$813.9
BIDDEFORD ESA,2019-01,"$2,418.2","$7,341.4","$9,309.4","$8,548.8","$3,114.1","$17,662.4","$7,936.7","$56,330.9","$53,912.8","$7,075.8",$860.9
BIDDEFORD ESA,2019-02,"$2,319.8","$6,333.9","$9,131.9","$9,213.0","$3,204.8","$21,495.9","$7,796.3","$59,495.7","$57,175.9","$7,217.5",$578.9
BIDDEFORD ESA,2019-03,"$2,998.1","$6,875.3","$10,536.1","$11,504.7","$4,530.8","$26,296.8","$9,977.1","$72,718.9","$69,720.7","$8,960.4","$1,016.7"
BIDDEFORD ESA,2019-04,"$2,446.2","$9,791.1","$9,789.1","$10,638.3","$3,558.7","$26,040.8","$13,444.6","$75,708.9","$73,262.7","$8,565.1","$4,879.5"
BIDDEFORD ESA,2019-05,"$2,691.2","$11,879.7","$11,383.9","$11,896.3","$4,895.5","$28,089.7","$16,003.0","$86,839.2","$84,147.9","$11,002.0","$5,000.9"
BIDDEFORD ESA,2019-06,"$3,514.6","$11,508.6","$13,383.6","$15,082.4","$6,753.8","$25,713.8","$22,245.4","$98,202.2","$94,687.6","$14,000.8","$8,244.6"
BIDDEFORD ESA,2019-07,"$2,891.1","$12,175.2","$14,838.1","$14,678.4","$5,570.8","$28,213.0","$38,181.9","$116,548.5","$113,657.4","$18,969.3","$19,212.6"
BIDDEFORD ESA,2019-08,"$2,862.2","$10,359.3","$14,674.7","$14,840.4","$6,381.6","$28,881.0","$38,740.5","$116,739.7","$113,877.6","$19,418.1","$19,322.5"
BIDDEFORD ESA,2019-09,"$2,934.4","$10,325.3","$12,532.3","$13,001.5","$6,633.9","$25,582.6","$18,193.6","$89,203.6","$86,269.1","$11,973.4","$6,220.2"
BIDDEFORD ESA,2019-10,"$2,688.2","$11,874.7","$10,677.2","$11,751.6","$3,507.8","$26,848.4","$11,755.8","$79,103.6","$76,415.4","$9,382.9","$2,372.8"
BIDDEFORD ESA,2019-11,"$2,331.7","$9,557.1","$11,093.1","$13,144.3","$3,374.9","$24,403.8","$9,109.8","$73,014.8","$70,683.1","$8,449.6",$660.2
BIDDEFORD ESA,2019-12,"$3,386.6","$8,236.5","$11,675.9","$18,094.1","$7,054.4","$23,449.5","$9,853.3","$81,750.5","$78,363.8","$8,982.4",$871.0
BIDDEFORD ESA,2020-01,"$2,775.5","$7,201.9","$9,759.3","$8,812.3","$3,636.2","$22,168.1","$8,604.0","$62,957.3","$60,181.8","$7,723.5",$880.5
BIDDEFORD ESA,2020-02,"$1,855.7","$6,556.1","$9,765.7","$9,498.5","$3,331.6","$23,094.1","$8,463.7","$62,565.4","$60,709.7","$7,867.4",$596.3
BIDDEFORD ESA,2020-03,"$2,489.6","$7,847.0","$12,134.5","$10,374.5","$5,018.3","$19,905.7","$7,531.2","$65,300.8","$62,811.2","$6,459.7","$1,071.5"
BIDDEFORD ESA,2020-04,"$1,983.2","$10,989.7","$10,836.1","$8,055.1","$3,868.2","$16,452.9","$7,750.0","$59,935.2","$57,952.0","$4,244.3","$3,505.6"
BLUE HILL ESA,2007-01,$365.0,"$1,515.2",,,$440.9,$282.2,$212.9,"$3,744.4","$3,379.4",$196.6,$16.3
BLUE HILL ESA,2007-02,$259.6,"$1,080.0",,,$331.7,$330.6,$214.7,"$3,100.6","$2,841.0",$191.4,$23.2
BLUE HILL ESA,2007-03,$436.2,"$1,455.2",,,$424.8,$671.2,$307.4,"$4,416.3","$3,980.1",$253.2,$54.2
BLUE HILL ESA,2007-04,$240.8,"$1,430.4",$961.2,$35.1,$380.8,$340.6,$319.7,"$3,708.6","$3,467.8",$282.6,$37.1
BLUE HILL ESA,2007-05,$433.4,"$1,921.4","$1,181.4",$42.7,$654.6,$493.4,$769.9,"$5,496.8","$5,063.3",$582.7,$187.1
BLUE HILL ESA,2007-06,$637.4,"$2,423.3","$1,550.3",$235.7,"$1,325.4",$982.6,"$1,962.0","$9,116.8","$8,479.4","$1,135.4",$826.5
BLUE HILL ESA,2007-07,$590.5,"$2,094.7","$1,890.8",$101.5,"$1,331.9",$448.9,"$3,320.1","$9,778.4","$9,187.8","$1,842.7","$1,477.4"
BLUE HILL ESA,2007-08,$668.3,"$2,170.5","$2,057.1",$115.2,"$1,629.1",$704.3,"$3,849.6","$11,194.1","$10,525.8","$2,131.7","$1,717.9"
BLUE HILL ESA,2007-09,$845.7,"$2,107.4","$1,624.9",$284.1,"$1,516.0","$1,093.5","$2,640.1","$10,111.6","$9,266.0","$1,262.1","$1,377.9"
BLUE HILL ESA,2007-10,$775.5,"$2,050.9","$1,256.5",$53.3,$621.7,$416.3,$928.7,"$6,102.9","$5,327.4",$609.3,$319.4
BLUE HILL ESA,2007-11,$522.8,"$1,792.8","$1,101.2",$44.2,$474.8,$539.7,$367.4,"$4,842.8","$4,320.1",$305.8,$61.6
BLUE HILL ESA,2007-12,"$1,025.8","$1,593.4","$1,207.5",$279.3,"$1,354.1",$708.1,$977.4,"$7,145.7","$6,119.8",$408.2,$569.2
BLUE HILL ESA,2008-01,$383.9,"$1,665.3",,,$440.8,$378.4,$243.2,"$4,061.1","$3,677.2",$227.4,$15.9
BLUE HILL ESA,2008-02,$443.4,"$1,220.7",,,$374.0,$291.2,$246.8,"$3,504.2","$3,060.7",$224.6,$22.2
BLUE HILL ESA,2008-03,$394.5,"$1,380.4",,,$398.5,$588.2,$331.8,"$4,192.3","$3,797.8",$264.8,$67.0
BLUE HILL ESA,2008-04,$512.2,"$1,694.2",,,$405.4,$535.5,$358.5,"$4,538.9","$4,026.7",$328.6,$29.9
BLUE HILL ESA,2008-05,$543.8,"$2,047.4",,,$693.3,$423.4,$764.2,"$5,714.4","$5,170.6",$611.2,$153.0
BLUE HILL ESA,2008-06,$665.0,"$2,160.8",,,"$1,229.0",$957.5,"$1,830.7","$8,630.3","$7,965.2","$1,036.8",$793.9
BLUE HILL ESA,2008-07,$731.8,"$1,923.8",,,"$1,349.2","$1,626.6","$3,342.2","$11,028.2","$10,296.4","$1,822.6","$1,519.6"
BLUE HILL ESA,2008-08,$923.0,"$1,855.4",,,"$1,606.9",$477.7,"$4,025.1","$11,075.4","$10,152.4","$2,205.1","$1,820.0"
BLUE HILL ESA,2008-09,$883.9,"$2,146.1",,,"$1,473.2",$959.4,"$2,482.1","$9,904.0","$9,020.1","$1,137.4","$1,344.7"
BLUE HILL ESA,2008-10,$515.2,"$1,995.2",,,$579.3,$472.8,$790.1,"$5,660.7","$5,145.4",$567.4,$222.7
BLUE HILL ESA,2008-11,$356.0,"$1,484.8",,,$464.6,$280.8,$337.3,"$4,022.7","$3,666.7",$281.8,$55.5
BLUE HILL ESA,2008-12,$898.9,"$1,633.8",,,"$1,233.9",$614.6,"$1,089.5","$7,052.7","$6,153.8",$375.3,$714.2
BLUE HILL ESA,2009-01,$336.7,"$1,000.4",,,$409.0,$266.5,$218.7,"$3,208.8","$2,872.2",$205.3,$13.4
BLUE HILL ESA,2009-02,$224.0,"$1,104.5",,,$363.4,$306.1,$237.2,"$3,128.0","$2,904.1",$216.0,$21.2
BLUE HILL ESA,2009-03,$306.8,"$1,173.2",,,$405.2,$515.0,$342.4,"$3,819.1","$3,512.3",$269.8,$72.6
BLUE HILL ESA,2009-04,$283.7,"$1,357.9",,,$408.4,$313.0,$287.9,"$3,698.8","$3,415.2",$266.7,$21.2
BLUE HILL ESA,2009-05,$349.8,"$1,459.7",,,$642.8,$382.5,$667.7,"$4,764.0","$4,414.2",$546.9,$120.8
BLUE HILL ESA,2009-06,$517.3,"$1,903.3",,,"$1,289.2",$758.5,"$1,458.9","$7,668.2","$7,150.9",$903.8,$555.0
BLUE HILL ESA,2009-07,$478.1,"$1,660.4","$1,893.8",$123.1,"$1,172.4",$466.0,"$2,981.8","$8,775.6","$8,297.5","$1,688.4","$1,293.4"
BLUE HILL ESA,2009-08,$628.5,"$1,701.3","$2,065.1",$130.8,"$1,491.0",$481.7,"$3,258.1","$9,756.6","$9,128.1","$1,930.1","$1,328.0"
BLUE HILL ESA,2009-09,$687.6,"$1,880.0","$1,686.5",$186.7,"$1,486.6",$775.2,"$1,871.0","$8,573.6","$7,886.0","$1,159.8",$711.2
BLUE HILL ESA,2009-10,$537.1,"$1,659.1",,,$603.1,$452.8,$796.2,"$5,381.1","$4,844.0",$541.4,$254.8
BLUE HILL ESA,2009-11,$515.1,"$1,392.8",,,$482.2,$400.1,$271.2,"$4,213.6","$3,698.5",$236.9,$34.3
BLUE HILL ESA,2009-12,"$1,115.8","$1,444.2",,,"$1,440.2",$635.1,$854.7,"$7,062.2","$5,946.4",$309.3,$545.4
BLUE HILL ESA,2010-01,$460.8,$994.9,,,$431.1,$263.9,$213.7,"$3,339.4","$2,878.5",$198.1,$15.6
BLUE HILL ESA,2010-02,$263.1,$886.7,,,$394.5,$375.3,$194.6,"$3,032.5","$2,769.5",$176.9,$17.6
BLUE HILL ESA,2010-03,$326.0,"$1,230.3",,,$441.3,$678.0,$293.9,"$4,139.9","$3,813.9",$250.0,$43.8
BLUE HILL ESA,2010-04,$409.2,"$1,270.9",,,$452.9,$331.8,$330.0,"$3,891.9","$3,482.6",$297.0,$33.1
BLUE HILL ESA,2010-05,$496.8,"$1,422.6",,,$748.6,$411.9,$647.2,"$5,005.3","$4,508.5",$534.4,$112.7
BLUE HILL ESA,2010-06,$772.3,"$1,703.1",,,"$1,231.8",$731.3,"$1,434.8","$7,712.9","$6,940.6",$904.3,$530.6
BLUE HILL ESA,2010-07,$722.3,"$1,495.0","$2,057.9",$112.5,"$1,327.8",$434.2,"$3,043.2","$9,192.9","$8,470.6","$1,552.6","$1,490.6"
BLUE HILL ESA,2010-08,$887.3,"$1,550.5","$2,166.0",$126.1,"$1,555.7",$566.1,"$3,356.1","$10,207.9","$9,320.6","$1,834.2","$1,521.9"
BLUE HILL ESA,2010-09,$943.5,"$1,417.2","$1,741.4",$228.0,"$1,324.0",$843.5,"$2,045.4","$8,543.0","$7,599.5","$1,260.1",$785.3
BLUE HILL ESA,2010-10,$510.5,"$1,507.2",,,$593.1,$652.7,$852.9,"$5,516.5","$5,006.0",$546.9,$306.0
BLUE HILL ESA,2010-11,$448.8,"$1,358.4",,,$521.9,$468.7,$332.2,"$4,346.5","$3,897.7",$259.5,$72.7
BLUE HILL ESA,2010-12,$669.3,"$1,409.0",,,"$1,517.0",$768.3,$674.6,"$6,622.4","$5,953.1",$374.9,$299.7
BLUE HILL ESA,2011-01,$380.9,$887.3,,,$423.7,$885.7,$201.4,"$3,773.6","$3,392.7",$187.3,$14.1
BLUE HILL ESA,2011-02,$300.4,$707.5,,,$363.9,$429.1,$194.4,"$2,940.4","$2,640.0",$176.2,$18.2
BLUE HILL ESA,2011-03,$447.9,"$1,055.1",,,$417.7,$602.6,$288.5,"$3,991.8","$3,544.0",$252.0,$36.5
BLUE HILL ESA,2011-04,$374.4,"$1,109.8",,,$419.8,$551.9,$354.3,"$3,904.7","$3,530.3",$316.7,$37.6
BLUE HILL ESA,2011-05,$475.7,"$1,447.1",,,$661.7,$607.9,$622.9,"$5,069.8","$4,594.1",$498.5,$124.4
BLUE HILL ESA,2011-06,$831.8,"$1,703.0",,,"$1,293.9",$982.4,"$1,461.4","$8,135.7","$7,304.0",$902.2,$559.1
BLUE HILL ESA,2011-07,$830.3,"$1,487.3",,,"$1,233.1",$700.5,"$3,235.1","$9,720.5","$8,890.2","$1,731.3","$1,503.7"
BLUE HILL ESA,2011-08,$916.9,"$1,445.4",,,"$1,556.9","$1,895.0","$3,409.9","$11,507.0","$10,590.1","$1,930.2","$1,479.7"
BLUE HILL ESA,2011-09,"$1,137.3","$1,579.1",,,"$1,361.8",$942.8,"$2,182.0","$9,279.7","$8,142.5","$1,202.7",$979.4
BLUE HILL ESA,2011-10,$474.2,"$1,463.1","$1,306.4",$88.0,$527.1,$600.7,$862.2,"$5,321.6","$4,847.4",$587.5,$274.7
BLUE HILL ESA,2011-11,$380.2,"$1,380.3","$1,136.5",$72.1,$494.5,$317.9,$313.2,"$4,094.7","$3,714.5",$277.5,$35.6
BLUE HILL ESA,2011-12,$778.5,"$1,555.8","$1,341.0",$355.3,"$1,618.9",$722.7,$861.0,"$7,233.4","$6,454.9",$387.5,$473.5
BLUE HILL ESA,2012-01,$371.2,"$1,122.6",,,$410.3,$341.8,$225.7,"$3,478.4","$3,107.2",$213.6,$12.1
BLUE HILL ESA,2012-02,$332.8,$813.1,,,$408.6,$231.2,$268.8,"$3,051.6","$2,718.8",$246.2,$22.6
BLUE HILL ESA,2012-03,$393.2,"$1,049.4",,,$449.3,$519.1,$334.7,"$4,023.1","$3,629.8",$291.7,$43.0
BLUE HILL ESA,2012-04,$281.5,"$1,285.0","$1,061.4",$62.2,$449.3,$449.6,$396.7,"$3,985.6","$3,704.1",$339.8,$57.0
BLUE HILL ESA,2012-05,$354.1,"$1,494.6","$1,269.2",$88.9,$752.5,$547.9,$704.3,"$5,211.6","$4,857.5",$571.4,$132.9
BLUE HILL ESA,2012-06,$844.8,"$1,644.3","$1,712.2",$288.9,"$1,282.7",$863.7,"$1,699.4","$8,336.0","$7,491.2",$973.9,$725.5
BLUE HILL ESA,2012-07,$657.3,"$1,588.2","$2,143.9",$189.9,"$1,188.5",$607.6,"$3,365.4","$9,740.7","$9,083.4","$1,690.2","$1,675.2"
BLUE HILL ESA,2012-08,$643.6,"$1,514.1","$2,281.6",$206.3,"$1,492.8",$721.7,"$3,429.9","$10,289.9","$9,646.4","$1,960.1","$1,469.8"
BLUE HILL ESA,2012-09,$849.3,"$1,462.5","$1,832.1",$320.8,"$1,415.7",$755.7,"$2,094.1","$8,730.2","$7,880.9","$1,180.8",$913.2
BLUE HILL ESA,2012-10,$479.7,"$1,558.5","$1,405.3",$93.4,$579.9,$459.1,$837.6,"$5,413.4","$4,933.7",$575.3,$262.3
BLUE HILL ESA,2012-11,$384.0,"$1,469.0","$1,236.3",$81.2,$546.4,$451.7,$312.6,"$4,481.1","$4,097.0",$279.9,$32.7
BLUE HILL ESA,2012-12,"$1,118.3","$1,553.5","$1,364.3",$297.2,"$1,434.9",$682.7,$838.1,"$7,288.9","$6,170.7",$437.5,$400.6
BLUE HILL ESA,2013-01,$378.7,"$1,278.2","$1,037.3",$55.1,$399.8,$336.4,$251.5,"$3,736.8","$3,358.1",$240.6,$10.9
BLUE HILL ESA,2013-02,$338.1,$932.5,$999.8,$42.8,$405.1,$318.1,$296.9,"$3,333.2","$2,995.1",$272.6,$24.3
BLUE HILL ESA,2013-03,$422.6,"$1,112.8","$1,164.7",$117.4,$417.9,$457.6,$326.3,"$4,019.3","$3,596.7",$298.9,$27.4
BLUE HILL ESA,2013-04,$342.0,"$1,356.0",,,$435.1,$409.1,$384.2,"$4,110.8","$3,768.8",$341.3,$42.9
BLUE HILL ESA,2013-05,$410.5,"$1,784.0",,,$703.4,$705.2,$718.6,"$5,713.1","$5,302.6",$580.9,$137.7
BLUE HILL ESA,2013-06,$599.8,"$1,931.0",,,"$1,284.0","$1,048.3","$1,979.6","$8,761.3","$8,161.5","$1,045.5",$934.1
BLUE HILL ESA,2013-07,$626.7,"$1,798.2","$2,191.8",$144.5,"$1,414.5",$704.2,"$3,634.8","$10,514.8","$9,888.1","$1,837.7","$1,797.1"
BLUE HILL ESA,2013-08,$772.4,"$1,672.3","$2,307.1",$152.1,"$1,669.5",$857.8,"$4,424.9","$11,856.3","$11,083.8","$2,254.7","$2,170.2"
BLUE HILL ESA,2013-09,$913.8,"$1,926.3","$1,825.7",$293.2,"$1,992.4",$915.6,"$2,911.8","$10,778.8","$9,865.0","$1,458.5","$1,453.4"
BLUE HILL ESA,2013-10,$512.8,"$1,836.5","$1,495.8",$80.3,$589.9,$387.8,"$1,013.7","$5,916.9","$5,404.1",$717.3,$296.4
BLUE HILL ESA,2013-11,$366.4,"$1,237.2","$1,266.8",$56.3,$517.3,$491.8,$450.3,"$4,386.1","$4,019.7",$416.2,$34.1
BLUE HILL ESA,2013-12,$559.1,"$1,335.1","$1,436.2",$192.0,$949.1,$703.5,$555.3,"$5,730.3","$5,171.3",$489.6,$65.8
BLUE HILL ESA,2014-01,$475.0,"$1,064.0","$1,102.5",$51.0,$402.1,$322.7,$331.9,"$3,749.3","$3,274.2",$281.9,$50.0
BLUE HILL ESA,2014-02,$389.7,$900.1,"$1,014.3",$47.5,$381.1,$445.8,$308.7,"$3,487.3","$3,097.6",$293.8,$15.0
BLUE HILL ESA,2014-03,$390.3,$986.4,"$1,179.6",$70.3,$395.8,$478.4,$409.4,"$3,910.1","$3,519.9",$374.8,$34.5
BLUE HILL ESA,2014-04,$317.1,"$1,306.7","$1,131.3",$54.5,$434.4,$435.6,$457.0,"$4,136.7","$3,819.5",$405.0,$52.0
BLUE HILL ESA,2014-05,$424.2,"$1,580.6","$1,334.6",$75.3,$691.5,$489.0,$878.6,"$5,473.9","$5,049.7",$732.2,$146.4
BLUE HILL ESA,2014-06,$680.6,"$1,792.2","$1,694.6",$209.0,"$1,355.7","$1,219.6","$1,960.1","$8,911.9","$8,231.2","$1,109.0",$851.1
