Country,State,Time,Commodity,Total Value ($US),Containerized Vessel Total Exports SWT (kg),Containerized Vessel Total Exports Value ($US)
Austria,Maine,Apr-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,940",,
Austria,Maine,Jun-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,940",,
Belgium,Maine,Jul-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","12,550",,
Belgium,Maine,Aug-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","75,654",,
Belgium,Maine,Sep-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","236,556",,
Belgium,Maine,Oct-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","192,852",,
Belgium,Maine,Nov-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","12,396",,
Belgium,Maine,Dec-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","52,806",,
Belgium,Maine,Feb-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","11,256",,
Belgium,Maine,Sep-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","36,399",,
Belgium,Maine,Nov-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,184",,
Belgium,Maine,Dec-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","12,005",,
Belgium,Maine,Sep-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,000",,
Belgium,Maine,Oct-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","68,292",,
Belgium,Maine,Nov-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,287",,
Belgium,Maine,Dec-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","114,891",,
Belgium,Maine,Jan-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,000",,
Belgium,Maine,Mar-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,048",,
Belgium,Maine,May-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,160",,
Belgium,Maine,Oct-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","71,680",,
Belgium,Maine,Nov-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","19,258",,
Belgium,Maine,Oct-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","139,275",,
Belgium,Maine,Dec-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,000",,
Belgium,Maine,May-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,270",,
Belgium,Maine,Jun-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,270",,
Belgium,Maine,Sep-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","44,640",,
Belgium,Maine,Oct-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,000",,
Belgium,Maine,Nov-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","60,480",,
Belgium,Maine,Dec-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","388,012",,
Belgium,Maine,Nov-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","131,040",,
Belgium,Maine,Dec-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","26,880",,
Belgium,Maine,Oct-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","16,770",,
Belgium,Maine,Dec-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","39,130",,
Belgium,Maine,Dec-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","134,022",,
Belgium,Maine,Apr-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","15,680",,
Belgium,Maine,Sep-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","16,800",,
Belgium,Maine,Oct-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","64,580",,
Belgium,Maine,Apr-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","10,785",,
Canada,Maine,Jan-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","87,132",,
Canada,Maine,Feb-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","50,570",,
Canada,Maine,Mar-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","176,229",,
Canada,Maine,Apr-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","85,927",,
Canada,Maine,May-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","69,775",,
Canada,Maine,Jun-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","730,142",,
Canada,Maine,Jul-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","21,336,407",,
Canada,Maine,Aug-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","37,068,232",,
Canada,Maine,Sep-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","33,736,316",,
Canada,Maine,Oct-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,634,032",,
Canada,Maine,Nov-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,649,156",,
Canada,Maine,Dec-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","692,452",,
Canada,Maine,Jan-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","126,863",,
Canada,Maine,Feb-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","48,386",,
Canada,Maine,Mar-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,158",,
Canada,Maine,Apr-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,224",,
Canada,Maine,May-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","329,761",,
Canada,Maine,Jun-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","145,479",,
Canada,Maine,Jul-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","771,862",,
Canada,Maine,Aug-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","28,539,650",,
Canada,Maine,Sep-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","44,264,094",,
Canada,Maine,Oct-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","34,965,898",,
Canada,Maine,Nov-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","23,303,512",,
Canada,Maine,Dec-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,986,138",,
Canada,Maine,Jan-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","616,094",,
Canada,Maine,Feb-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","328,874",,
Canada,Maine,Mar-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","125,679",,
Canada,Maine,May-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","399,762",,
Canada,Maine,Jun-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","190,343",,
Canada,Maine,Jul-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,578,297",,
Canada,Maine,Aug-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","15,694,787",,
Canada,Maine,Sep-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","29,479,010",,
Canada,Maine,Oct-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","38,061,037",,
Canada,Maine,Nov-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","33,885,729",,
Canada,Maine,Dec-04,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","7,685,975",,
Canada,Maine,Jan-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,973,418",,
Canada,Maine,Feb-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","170,338",,
Canada,Maine,Mar-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","257,103",,
Canada,Maine,Apr-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,392",,
Canada,Maine,May-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","307,490",,
Canada,Maine,Jun-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","410,549",,
Canada,Maine,Jul-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,896,065",,
Canada,Maine,Aug-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","12,903,017",,
Canada,Maine,Sep-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","26,875,237",,
Canada,Maine,Oct-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","44,863,903",,
Canada,Maine,Nov-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","43,000,571",,
Canada,Maine,Dec-05,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,805,132",,
Canada,Maine,Jan-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,001,327",,
Canada,Maine,Feb-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","30,201",,
Canada,Maine,Mar-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","192,775",,
Canada,Maine,Apr-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","31,999",,
Canada,Maine,May-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","141,915",,
Canada,Maine,Jun-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,831,189",,
Canada,Maine,Jul-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","15,626,722",,
Canada,Maine,Aug-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","21,935,737",,
Canada,Maine,Sep-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","28,333,027",,
Canada,Maine,Oct-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","41,820,229",,
Canada,Maine,Nov-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","20,209,259",,
Canada,Maine,Dec-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,000,987",,
Canada,Maine,Jan-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","337,788",,
Canada,Maine,Mar-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","182,430",,
Canada,Maine,Apr-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,106",,
Canada,Maine,May-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","46,055",,
Canada,Maine,Jun-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","392,479",,
Canada,Maine,Jul-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","7,578,258",,
Canada,Maine,Aug-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","33,036,490",,
Canada,Maine,Sep-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,741,418",,
Canada,Maine,Oct-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","32,184,779",,
Canada,Maine,Nov-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","18,731,212",,
Canada,Maine,Dec-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,568,731",,
Canada,Maine,Jan-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,164,913",,
Canada,Maine,Feb-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","113,425",,
Canada,Maine,Apr-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","241,076",,
Canada,Maine,May-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","901,905",,
Canada,Maine,Jun-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","265,295",,
Canada,Maine,Jul-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","10,759,618",,
Canada,Maine,Aug-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","28,792,816",,
Canada,Maine,Sep-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,905,337",,
Canada,Maine,Oct-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","19,416,797",,
Canada,Maine,Nov-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","12,428,978",,
Canada,Maine,Dec-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,090,026",,
Canada,Maine,Jan-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","143,165",,
Canada,Maine,Feb-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","85,986",,
Canada,Maine,Mar-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","20,191",,
Canada,Maine,May-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","626,646",,
Canada,Maine,Jun-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","151,264",,
Canada,Maine,Jul-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,105,084",,
Canada,Maine,Aug-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","20,554,274",,
Canada,Maine,Sep-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","25,613,099",,
Canada,Maine,Oct-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","25,190,851",,
Canada,Maine,Nov-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","17,840,722",,
Canada,Maine,Dec-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,474,252",,
Canada,Maine,Jan-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","646,519",,
Canada,Maine,May-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","638,797",,
Canada,Maine,Jun-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,450,996",,
Canada,Maine,Jul-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","25,000,274",,
Canada,Maine,Aug-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","32,258,173",,
Canada,Maine,Sep-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","28,522,218",,
Canada,Maine,Oct-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","45,380,574",,
Canada,Maine,Nov-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","19,355,085",,
Canada,Maine,Dec-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,457,239",,
Canada,Maine,Jan-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,495,712",,
Canada,Maine,Feb-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","172,434",,
Canada,Maine,Apr-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","93,036",,
Canada,Maine,May-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","165,427",,
Canada,Maine,Jun-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","880,468",,
Canada,Maine,Jul-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","31,517,546",,
Canada,Maine,Aug-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","57,858,153",,
Canada,Maine,Sep-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","43,333,202",,
Canada,Maine,Oct-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","37,946,670",,
Canada,Maine,Nov-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","18,581,332",,
Canada,Maine,Dec-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,830,701",,
Canada,Maine,Jan-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","776,497",,
Canada,Maine,Feb-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","236,429",,
Canada,Maine,Mar-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","22,960",,
Canada,Maine,Apr-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","256,026",,
Canada,Maine,May-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","520,319",,
Canada,Maine,Jun-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,885,064",,
Canada,Maine,Jul-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","39,054,891",,
Canada,Maine,Aug-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","34,163,100",,
Canada,Maine,Sep-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","43,623,419",,
Canada,Maine,Oct-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","41,068,267",,
Canada,Maine,Nov-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","24,337,196",,
Canada,Maine,Dec-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,888,408",,
Canada,Maine,Jan-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","566,029",,
Canada,Maine,Feb-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","84,340",,
Canada,Maine,Mar-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","32,884",,
Canada,Maine,Apr-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","63,448",,
Canada,Maine,May-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","147,847",,
Canada,Maine,Jun-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,083,434",,
Canada,Maine,Jul-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","29,275,627",,
Canada,Maine,Aug-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","50,499,694",,
Canada,Maine,Sep-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","40,549,905",,
Canada,Maine,Oct-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","48,888,961",,
Canada,Maine,Nov-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","22,224,857",,
Canada,Maine,Dec-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,666,719",,
Canada,Maine,Jan-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","1,834,084",,
Canada,Maine,Feb-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","222,265",,
Canada,Maine,Mar-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","43,021",,
Canada,Maine,Apr-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","55,137",,
Canada,Maine,May-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,458,124",,
Canada,Maine,Jun-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,554,301",,
Canada,Maine,Jul-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,706,909",,
Canada,Maine,Aug-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","65,228,014",,
Canada,Maine,Sep-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","73,808,132",,
Canada,Maine,Oct-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","84,544,890",,
Canada,Maine,Nov-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","37,726,808",,
Canada,Maine,Dec-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,061,265",,
Canada,Maine,Jan-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,149,334",,
Canada,Maine,Feb-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","425,003",,
Canada,Maine,Mar-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,435",,
Canada,Maine,Apr-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","49,882",,
Canada,Maine,May-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","57,989",,
Canada,Maine,Jun-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","361,612",,
Canada,Maine,Jul-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","17,642,153",,
Canada,Maine,Aug-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","68,165,029",,
Canada,Maine,Sep-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","68,784,121",,
Canada,Maine,Oct-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","65,510,420",,
Canada,Maine,Nov-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","48,500,955",,
Canada,Maine,Dec-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","18,623,175",,
Canada,Maine,Jan-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,916,569",,
Canada,Maine,Feb-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","591,270",,
Canada,Maine,Mar-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","173,943",,
Canada,Maine,Apr-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","73,174",,
Canada,Maine,May-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","408,125",,
Canada,Maine,Jun-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,425,579",,
Canada,Maine,Jul-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","59,815,710",,
Canada,Maine,Aug-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","56,416,844",,
Canada,Maine,Sep-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","60,468,146",,
Canada,Maine,Oct-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","68,581,114",,
Canada,Maine,Nov-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","47,020,869",,
Canada,Maine,Dec-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","7,190,080",,
Canada,Maine,Jan-17,"030632 Lobsters, Live, Fresh,or Chilled","818,664",,
Canada,Maine,Feb-17,"030632 Lobsters, Live, Fresh,or Chilled","350,568",,
Canada,Maine,Mar-17,"030632 Lobsters, Live, Fresh,or Chilled","310,364",,
Canada,Maine,Apr-17,"030632 Lobsters, Live, Fresh,or Chilled","41,140",,
Canada,Maine,May-17,"030632 Lobsters, Live, Fresh,or Chilled","192,462",,
Canada,Maine,Jun-17,"030632 Lobsters, Live, Fresh,or Chilled","629,632",,
Canada,Maine,Jul-17,"030632 Lobsters, Live, Fresh,or Chilled","19,143,946",,
Canada,Maine,Aug-17,"030632 Lobsters, Live, Fresh,or Chilled","63,693,865",,
Canada,Maine,Sep-17,"030632 Lobsters, Live, Fresh,or Chilled","36,676,307",,
Canada,Maine,Oct-17,"030632 Lobsters, Live, Fresh,or Chilled","53,374,902",,
Canada,Maine,Nov-17,"030632 Lobsters, Live, Fresh,or Chilled","31,936,655",,
Canada,Maine,Dec-17,"030632 Lobsters, Live, Fresh,or Chilled","7,007,665",,
Canada,Maine,Jan-18,"030632 Lobsters, Live, Fresh,or Chilled","330,516",,
Canada,Maine,Feb-18,"030632 Lobsters, Live, Fresh,or Chilled","394,433",,
Canada,Maine,Mar-18,"030632 Lobsters, Live, Fresh,or Chilled","574,350",,
Canada,Maine,Apr-18,"030632 Lobsters, Live, Fresh,or Chilled","22,061",,
Canada,Maine,May-18,"030632 Lobsters, Live, Fresh,or Chilled","27,256",,
Canada,Maine,Jun-18,"030632 Lobsters, Live, Fresh,or Chilled","327,458",,
Canada,Maine,Jul-18,"030632 Lobsters, Live, Fresh,or Chilled","43,724,986",,
Canada,Maine,Aug-18,"030632 Lobsters, Live, Fresh,or Chilled","66,950,320",,
Canada,Maine,Sep-18,"030632 Lobsters, Live, Fresh,or Chilled","52,678,929",,
Canada,Maine,Oct-18,"030632 Lobsters, Live, Fresh,or Chilled","59,256,086",,
Canada,Maine,Nov-18,"030632 Lobsters, Live, Fresh,or Chilled","29,759,724",,
Canada,Maine,Dec-18,"030632 Lobsters, Live, Fresh,or Chilled","10,940,988",,
Canada,Maine,Jan-19,"030632 Lobsters, Live, Fresh,or Chilled","2,585,560",,
Canada,Maine,Feb-19,"030632 Lobsters, Live, Fresh,or Chilled","494,581",,
Canada,Maine,Mar-19,"030632 Lobsters, Live, Fresh,or Chilled","260,678",,
Canada,Maine,Apr-19,"030632 Lobsters, Live, Fresh,or Chilled","226,081",,
Canada,Maine,May-19,"030632 Lobsters, Live, Fresh,or Chilled","612,584",,
Canada,Maine,Jun-19,"030632 Lobsters, Live, Fresh,or Chilled","969,940",,
China,Maine,Nov-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,573",,
China,Maine,Oct-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,775",,
China,Maine,Sep-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","16,782",,
China,Maine,Oct-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","38,544",,
China,Maine,Nov-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","10,458",,
China,Maine,Dec-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","23,776",,
China,Maine,Jan-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","41,331",,
China,Maine,Sep-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","150,724",,
China,Maine,Oct-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","313,278",,
China,Maine,Nov-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","120,004",,
China,Maine,Dec-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","180,828",,
