Country,State,Time,Commodity,Total Value ($US),Containerized Vessel Total Exports SWT (kg),Containerized Vessel Total Exports Value ($US)
Spain,Maine,Jul-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","281,070",,
Spain,Maine,Aug-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","278,428",,
Spain,Maine,Sep-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","129,164",,
Spain,Maine,Oct-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","139,794",,
Spain,Maine,Nov-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","202,948",,
Spain,Maine,Dec-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","320,637",,
Spain,Maine,Jan-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","89,376",,
Spain,Maine,Feb-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","35,240",,
Spain,Maine,Mar-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","91,460",,
Spain,Maine,Apr-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","68,280",,
Spain,Maine,May-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","136,220",,
Spain,Maine,Jun-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","77,400",,
Spain,Maine,Jul-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","139,800",,
Spain,Maine,Aug-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","106,358",,
Spain,Maine,Sep-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","90,986",,
Spain,Maine,Oct-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","113,361",,
Spain,Maine,Nov-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","145,169",,
Spain,Maine,Dec-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","598,887",,
Spain,Maine,Jan-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","136,260",,
Spain,Maine,Feb-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","196,666",,
Spain,Maine,Mar-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","253,396",,
Spain,Maine,Apr-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","265,345",,
Spain,Maine,May-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","170,240",,
Spain,Maine,Jun-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","122,195",,
Spain,Maine,Jul-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","132,150",,
Spain,Maine,Aug-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","200,087",,
Spain,Maine,Sep-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","244,274",,
Spain,Maine,Oct-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","290,104",,
Spain,Maine,Nov-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","127,478",,
Spain,Maine,Dec-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","488,763",,
Spain,Maine,Jan-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","58,240",,
Spain,Maine,Feb-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","136,965",,
Spain,Maine,Mar-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","313,165",,
Spain,Maine,Apr-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","222,388",,
Spain,Maine,May-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","276,986",,
Spain,Maine,Jun-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","198,327",,
Spain,Maine,Jul-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","172,073",,
Spain,Maine,Aug-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","197,626",,
Spain,Maine,Sep-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","152,735",,
Spain,Maine,Oct-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","192,352",,
Spain,Maine,Nov-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","298,817",,
Spain,Maine,Dec-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","765,273",,
Spain,Maine,Jan-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","193,092",,
Spain,Maine,Feb-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","62,659",,
Spain,Maine,Mar-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","129,430",,
Spain,Maine,Apr-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","67,216",,
Spain,Maine,May-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","168,360",,
Spain,Maine,Jun-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","138,037",,
Spain,Maine,Jul-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","204,181",,
Spain,Maine,Aug-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","180,465",,
Spain,Maine,Sep-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","195,493",,
Spain,Maine,Oct-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","229,993",,
Spain,Maine,Nov-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","153,622",,
Spain,Maine,Dec-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","483,602",,
Spain,Maine,Jan-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","78,931",,
Spain,Maine,Feb-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","84,722",,
Spain,Maine,Mar-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","61,498",,
Spain,Maine,Apr-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","49,143",,
Spain,Maine,May-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","49,208",,
Spain,Maine,Jun-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","188,016",,
Spain,Maine,Jul-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","415,585",,
Spain,Maine,Aug-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","125,633",,
Spain,Maine,Sep-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","120,170",,
Spain,Maine,Oct-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","80,973",,
Spain,Maine,Nov-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","36,638",,
Spain,Maine,Dec-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","171,421",,
Spain,Maine,Feb-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","117,683",,
Spain,Maine,Mar-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","28,740",,
Spain,Maine,Apr-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","42,152",,
Spain,Maine,May-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","82,995",,
Spain,Maine,Jun-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","187,377",,
Spain,Maine,Jul-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","167,539",,
Spain,Maine,Aug-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","179,688",,
Spain,Maine,Sep-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","206,456",,
Spain,Maine,Oct-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","279,912",,
Spain,Maine,Nov-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","132,552",,
Spain,Maine,Dec-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","357,840",,
Spain,Maine,Jan-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","63,840",,
Spain,Maine,Feb-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","107,520",,
Spain,Maine,Mar-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","60,480",,
Spain,Maine,Apr-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","26,880",,
Spain,Maine,May-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","208,426",,
Spain,Maine,Jun-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","130,522",,
Spain,Maine,Jul-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","74,400",,
Spain,Maine,Aug-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","347,160",,
Spain,Maine,Sep-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","265,634",,
Spain,Maine,Oct-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","93,352",,
Spain,Maine,Nov-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","96,480",,
Spain,Maine,Dec-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","98,640",,
Spain,Maine,Jan-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","75,390",,
Spain,Maine,Feb-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","23,520",,
Spain,Maine,Mar-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","49,280",,
Spain,Maine,May-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","39,816",,
Spain,Maine,Jun-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","55,957",,
Spain,Maine,Jul-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","33,600",,
Spain,Maine,Dec-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","165,468",,
Spain,Maine,Jan-17,"030632 Lobsters, Live, Fresh,or Chilled","7,170",,
Spain,Maine,Feb-17,"030632 Lobsters, Live, Fresh,or Chilled","166,606",,
Spain,Maine,Mar-17,"030632 Lobsters, Live, Fresh,or Chilled","456,444",,
Spain,Maine,Apr-17,"030632 Lobsters, Live, Fresh,or Chilled","108,090",,
Spain,Maine,May-17,"030632 Lobsters, Live, Fresh,or Chilled","46,890",,
Spain,Maine,Jun-17,"030632 Lobsters, Live, Fresh,or Chilled","60,794",,
Spain,Maine,Jul-17,"030632 Lobsters, Live, Fresh,or Chilled","63,185","1,500","26,210"
Spain,Maine,Aug-17,"030632 Lobsters, Live, Fresh,or Chilled","13,468",,
Spain,Maine,Sep-17,"030632 Lobsters, Live, Fresh,or Chilled","114,083",,
Spain,Maine,Jan-18,"030632 Lobsters, Live, Fresh,or Chilled","29,280",,
Spain,Maine,Feb-18,"030632 Lobsters, Live, Fresh,or Chilled","36,060",,
Spain,Maine,Apr-18,"030632 Lobsters, Live, Fresh,or Chilled","61,876",,
Spain,Maine,May-18,"030632 Lobsters, Live, Fresh,or Chilled","33,181",,
Spain,Maine,Jun-18,"030632 Lobsters, Live, Fresh,or Chilled","21,645",,
Spain,Maine,Jul-18,"030632 Lobsters, Live, Fresh,or Chilled","126,334",,
Spain,Maine,Aug-18,"030632 Lobsters, Live, Fresh,or Chilled","136,246",,
Spain,Maine,Sep-18,"030632 Lobsters, Live, Fresh,or Chilled","70,320",,
Spain,Maine,Oct-18,"030632 Lobsters, Live, Fresh,or Chilled","137,730",,
Spain,Maine,Nov-18,"030632 Lobsters, Live, Fresh,or Chilled","286,547",,
Spain,Maine,Dec-18,"030632 Lobsters, Live, Fresh,or Chilled","497,778",,
Spain,Maine,Jan-19,"030632 Lobsters, Live, Fresh,or Chilled","144,946",,
Spain,Maine,Feb-19,"030632 Lobsters, Live, Fresh,or Chilled","598,298",,
Spain,Maine,Mar-19,"030632 Lobsters, Live, Fresh,or Chilled","638,841",,
Spain,Maine,Apr-19,"030632 Lobsters, Live, Fresh,or Chilled","517,912",,
Spain,Maine,May-19,"030632 Lobsters, Live, Fresh,or Chilled","372,640",,
Spain,Maine,Jun-19,"030632 Lobsters, Live, Fresh,or Chilled","35,200",,
Sweden,Maine,Jan-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,824",,
Sweden,Maine,May-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,896",,
Sweden,Maine,Jun-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,960",,
Sweden,Maine,Jul-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","29,242",,
Sweden,Maine,Aug-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,566",,
Sweden,Maine,Sep-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","64,807",,
Sweden,Maine,Oct-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","91,492",,
Sweden,Maine,Nov-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","71,383",,
Sweden,Maine,Dec-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","294,943",,
Sweden,Maine,Jan-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","12,952",,
Sweden,Maine,Feb-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,397",,
Sweden,Maine,Mar-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,646",,
Sweden,Maine,Apr-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","24,330",,
Sweden,Maine,May-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","15,356",,
Sweden,Maine,Jun-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","25,975",,
Sweden,Maine,Jul-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","10,196",,
Sweden,Maine,Aug-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","24,688",,
Sweden,Maine,Sep-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","80,623",,
Sweden,Maine,Oct-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","73,679",,
Sweden,Maine,Nov-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","79,085",,
Sweden,Maine,Dec-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","205,785",,
Sweden,Maine,Jan-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,208",,
Sweden,Maine,May-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","46,188",,
Sweden,Maine,Jun-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","32,550",,
Sweden,Maine,Jul-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","23,458",,
Sweden,Maine,Aug-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","18,600",,
Sweden,Maine,Sep-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","21,630",,
Sweden,Maine,Oct-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","24,450",,
Sweden,Maine,Nov-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","22,067",,
Sweden,Maine,Dec-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","107,434",,
Sweden,Maine,Jan-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","26,875",,
Sweden,Maine,Mar-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","7,630",,
Sweden,Maine,Apr-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,382",,
Sweden,Maine,Sep-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","54,837",,
Sweden,Maine,Oct-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","11,106",,
Sweden,Maine,Dec-10,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","14,670",,
Sweden,Maine,Feb-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","16,632",,
Sweden,Maine,Mar-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,386",,
Sweden,Maine,Apr-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,876",,
Sweden,Maine,Oct-11,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,792",,
Sweden,Maine,May-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","38,008",,
Sweden,Maine,Jun-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,099",,
Sweden,Maine,Jul-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","65,461",,
Sweden,Maine,Aug-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","44,970",,
Sweden,Maine,Sep-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","120,026",,
Sweden,Maine,Oct-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","66,203",,
Sweden,Maine,Nov-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","67,942",,
Sweden,Maine,Dec-12,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","306,376",,
Sweden,Maine,Jan-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,725",,
Sweden,Maine,Feb-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","36,015",,
Sweden,Maine,Mar-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","32,310",,
Sweden,Maine,Apr-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","60,133",,
Sweden,Maine,May-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","97,004",,
Sweden,Maine,Jun-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","66,776",,
Sweden,Maine,Jul-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","17,072",,
Sweden,Maine,Aug-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","30,233",,
Sweden,Maine,Sep-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","93,548",,
Sweden,Maine,Oct-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","103,558",,
Sweden,Maine,Nov-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","82,036",,
Sweden,Maine,Dec-13,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","356,891",,
Sweden,Maine,Jan-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","32,836",,
Sweden,Maine,Feb-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","15,546",,
Sweden,Maine,Apr-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,404",,
Sweden,Maine,Aug-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","15,022",,
Sweden,Maine,Sep-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","76,271",,
Sweden,Maine,Oct-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","91,415",,
Sweden,Maine,Nov-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,412",,
Sweden,Maine,Dec-14,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","46,732",,
Sweden,Maine,Jan-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,960",,
Sweden,Maine,Feb-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,134",,
Sweden,Maine,Mar-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,960",,
Sweden,Maine,Apr-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,615",,
Sweden,Maine,May-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,440",,
Sweden,Maine,Jun-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","11,452",,
Sweden,Maine,Jul-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","30,966",,
Sweden,Maine,Aug-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","80,438",,
Sweden,Maine,Sep-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","53,628",,
Sweden,Maine,Oct-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","81,900",,
Sweden,Maine,Nov-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","115,506",,
Sweden,Maine,Dec-15,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","338,018",,
Sweden,Maine,Jan-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","186,463",,
Sweden,Maine,Feb-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","141,528",,
Sweden,Maine,Mar-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","52,453",,
Sweden,Maine,Apr-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","54,449",,
Sweden,Maine,May-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","42,675",,
Sweden,Maine,Jun-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","51,374",,
Sweden,Maine,Jul-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","41,669",,
Sweden,Maine,Aug-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","51,961",,
Sweden,Maine,Sep-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","66,300",,
Sweden,Maine,Oct-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","107,011",,
Sweden,Maine,Nov-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","51,675",,
Sweden,Maine,Dec-16,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","309,539",,
Sweden,Maine,Jan-17,"030632 Lobsters, Live, Fresh,or Chilled","39,104",,
Sweden,Maine,Feb-17,"030632 Lobsters, Live, Fresh,or Chilled","49,304",,
Sweden,Maine,Mar-17,"030632 Lobsters, Live, Fresh,or Chilled","44,136",,
Sweden,Maine,Apr-17,"030632 Lobsters, Live, Fresh,or Chilled","44,112",,
Sweden,Maine,May-17,"030632 Lobsters, Live, Fresh,or Chilled","65,553",,
Sweden,Maine,Jun-17,"030632 Lobsters, Live, Fresh,or Chilled","44,865",,
Sweden,Maine,Jul-17,"030632 Lobsters, Live, Fresh,or Chilled","78,931",,
Sweden,Maine,Aug-17,"030632 Lobsters, Live, Fresh,or Chilled","39,404",,
Sweden,Maine,Sep-17,"030632 Lobsters, Live, Fresh,or Chilled","47,803",,
Sweden,Maine,Oct-17,"030632 Lobsters, Live, Fresh,or Chilled","60,435",,
Sweden,Maine,Nov-17,"030632 Lobsters, Live, Fresh,or Chilled","196,320",,
Sweden,Maine,Dec-17,"030632 Lobsters, Live, Fresh,or Chilled","526,201",,
Sweden,Maine,Jan-18,"030632 Lobsters, Live, Fresh,or Chilled","49,005",,
Sweden,Maine,Feb-18,"030632 Lobsters, Live, Fresh,or Chilled","10,905",,
Sweden,Maine,Mar-18,"030632 Lobsters, Live, Fresh,or Chilled","24,553",,
Sweden,Maine,Apr-18,"030632 Lobsters, Live, Fresh,or Chilled","9,104",,
Sweden,Maine,Aug-18,"030632 Lobsters, Live, Fresh,or Chilled","3,705",,
Sweden,Maine,Sep-18,"030632 Lobsters, Live, Fresh,or Chilled","27,961",,
Sweden,Maine,Oct-18,"030632 Lobsters, Live, Fresh,or Chilled","23,943",,
Sweden,Maine,Nov-18,"030632 Lobsters, Live, Fresh,or Chilled","144,308",,
Sweden,Maine,Dec-18,"030632 Lobsters, Live, Fresh,or Chilled","908,295",,
Sweden,Maine,Apr-19,"030632 Lobsters, Live, Fresh,or Chilled","6,750",,
Sweden,Maine,May-19,"030632 Lobsters, Live, Fresh,or Chilled","8,208",,
Switzerland,Maine,Jan-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","6,734",,
Switzerland,Maine,Feb-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,285",,
Switzerland,Maine,May-02,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","4,221",,
Switzerland,Maine,Sep-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","3,500",,
Switzerland,Maine,Oct-03,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","8,697",,
Switzerland,Maine,Jan-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","2,940",,
Switzerland,Maine,Dec-06,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","5,760",,
Switzerland,Maine,Jan-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,613",,
Switzerland,Maine,Jul-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","19,380",,
Switzerland,Maine,Oct-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","16,080",,
Switzerland,Maine,Nov-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","53,735",,
Switzerland,Maine,Dec-07,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","74,355",,
Switzerland,Maine,Jan-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","9,652",,
Switzerland,Maine,Mar-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","19,100",,
Switzerland,Maine,May-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","27,913",,
Switzerland,Maine,Jun-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","10,032",,
Switzerland,Maine,Oct-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","15,762",,
Switzerland,Maine,Nov-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","12,885",,
Switzerland,Maine,Dec-08,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,059",,
Switzerland,Maine,Jan-09,"030622 Lobsters, Live, Fresh,ch, Dried, Saltd Or In Brine","13,801",,
