DATE,CEP_CUSTOMERS,TOTAL_CUSTOMERS,UTILITY,CUSTOMER_CLASS
2009-08-01,25.0,37218.0,MAINE PUBLIC SERVICE,SMALL
2009-07-01,27.0,37146.0,MAINE PUBLIC SERVICE,SMALL
2009-06-01,27.0,37159.0,MAINE PUBLIC SERVICE,SMALL
2009-05-01,27.0,37142.0,MAINE PUBLIC SERVICE,SMALL
2009-04-01,26.0,37125.0,MAINE PUBLIC SERVICE,SMALL
2009-03-01,25.0,37105.0,MAINE PUBLIC SERVICE,SMALL
2009-02-01,91.0,37082.0,MAINE PUBLIC SERVICE,SMALL
2009-01-01,122.0,37114.0,MAINE PUBLIC SERVICE,SMALL
2008-12-01,122.0,37135.0,MAINE PUBLIC SERVICE,SMALL
2008-11-01,121.0,37170.0,MAINE PUBLIC SERVICE,SMALL
2008-10-01,122.0,37153.0,MAINE PUBLIC SERVICE,SMALL
2008-09-01,123.0,37212.0,MAINE PUBLIC SERVICE,SMALL
2008-08-01,123.0,37145.0,MAINE PUBLIC SERVICE,SMALL
2008-07-01,122.0,37174.0,MAINE PUBLIC SERVICE,SMALL
2008-06-01,122.0,37180.0,MAINE PUBLIC SERVICE,SMALL
2008-05-01,123.0,37220.0,MAINE PUBLIC SERVICE,SMALL
2008-04-01,124.0,37252.0,MAINE PUBLIC SERVICE,SMALL
2008-03-01,124.0,37273.0,MAINE PUBLIC SERVICE,SMALL
2008-02-01,123.0,37281.0,MAINE PUBLIC SERVICE,SMALL
2008-01-01,125.0,37302.0,MAINE PUBLIC SERVICE,SMALL
2007-12-01,125.0,37301.0,MAINE PUBLIC SERVICE,SMALL
2007-11-01,125.0,37251.0,MAINE PUBLIC SERVICE,SMALL
2007-10-01,125.0,37287.0,MAINE PUBLIC SERVICE,SMALL
2007-09-01,125.0,37269.0,MAINE PUBLIC SERVICE,SMALL
2007-08-01,126.0,37198.0,MAINE PUBLIC SERVICE,SMALL
2007-07-01,128.0,37182.0,MAINE PUBLIC SERVICE,SMALL
2007-06-01,129.0,37172.0,MAINE PUBLIC SERVICE,SMALL
2007-05-01,131.0,37155.0,MAINE PUBLIC SERVICE,SMALL
2007-04-01,146.0,37184.0,MAINE PUBLIC SERVICE,SMALL
2007-03-01,146.0,37179.0,MAINE PUBLIC SERVICE,SMALL
2007-02-01,220.0,37193.0,MAINE PUBLIC SERVICE,SMALL
2007-01-01,296.0,37187.0,MAINE PUBLIC SERVICE,SMALL
2006-12-01,333.0,37188.0,MAINE PUBLIC SERVICE,SMALL
2006-11-01,334.0,37128.0,MAINE PUBLIC SERVICE,SMALL
2006-10-01,334.0,37119.0,MAINE PUBLIC SERVICE,SMALL
2006-09-01,336.0,37105.0,MAINE PUBLIC SERVICE,SMALL
2006-08-01,338.0,37024.0,MAINE PUBLIC SERVICE,SMALL
2006-07-01,344.0,36985.0,MAINE PUBLIC SERVICE,SMALL
2006-06-01,346.0,36932.0,MAINE PUBLIC SERVICE,SMALL
2006-05-01,364.0,36908.0,MAINE PUBLIC SERVICE,SMALL
2006-04-01,1230.0,36883.0,MAINE PUBLIC SERVICE,SMALL
2006-03-01,1630.0,36885.0,MAINE PUBLIC SERVICE,SMALL
2006-02-01,1633.0,36891.0,MAINE PUBLIC SERVICE,SMALL
2006-01-01,1637.0,36876.0,MAINE PUBLIC SERVICE,SMALL
2005-12-01,1644.0,36868.0,MAINE PUBLIC SERVICE,SMALL
2005-11-01,1644.0,36855.0,MAINE PUBLIC SERVICE,SMALL
2005-10-01,1649.0,36869.0,MAINE PUBLIC SERVICE,SMALL
2005-09-01,1658.0,36836.0,MAINE PUBLIC SERVICE,SMALL
2005-08-01,1672.0,36768.0,MAINE PUBLIC SERVICE,SMALL
2005-07-01,1679.0,36731.0,MAINE PUBLIC SERVICE,SMALL
2005-06-01,1704.0,36721.0,MAINE PUBLIC SERVICE,SMALL
2005-05-01,2248.0,36515.0,MAINE PUBLIC SERVICE,SMALL
2005-04-01,2261.0,36707.0,MAINE PUBLIC SERVICE,SMALL
2005-03-01,2332.0,36714.0,MAINE PUBLIC SERVICE,SMALL
2005-02-01,2663.0,36710.0,MAINE PUBLIC SERVICE,SMALL
2005-01-01,2672.0,36703.0,MAINE PUBLIC SERVICE,SMALL
2004-12-01,2671.0,,MAINE PUBLIC SERVICE,SMALL
2004-11-01,2682.0,,MAINE PUBLIC SERVICE,SMALL
2004-10-01,2648.0,,MAINE PUBLIC SERVICE,SMALL
2004-09-01,2649.0,,MAINE PUBLIC SERVICE,SMALL
2004-08-01,2641.0,,MAINE PUBLIC SERVICE,SMALL
2004-07-01,2642.0,,MAINE PUBLIC SERVICE,SMALL
2004-06-01,2646.0,,MAINE PUBLIC SERVICE,SMALL
2004-05-01,2641.0,,MAINE PUBLIC SERVICE,SMALL
2004-04-01,2758.0,,MAINE PUBLIC SERVICE,SMALL
2004-03-01,2503.0,,MAINE PUBLIC SERVICE,SMALL
2004-02-01,2691.0,,MAINE PUBLIC SERVICE,SMALL
2004-01-01,2875.0,,MAINE PUBLIC SERVICE,SMALL
2003-12-01,2882.0,,MAINE PUBLIC SERVICE,SMALL
2003-11-01,2888.0,,MAINE PUBLIC SERVICE,SMALL
2003-10-01,2901.0,,MAINE PUBLIC SERVICE,SMALL
2003-09-01,2905.0,,MAINE PUBLIC SERVICE,SMALL
2003-08-01,2902.0,,MAINE PUBLIC SERVICE,SMALL
2003-07-01,5603.0,,MAINE PUBLIC SERVICE,SMALL
2003-06-01,5662.0,,MAINE PUBLIC SERVICE,SMALL
2003-05-01,5700.0,,MAINE PUBLIC SERVICE,SMALL
2003-04-01,5722.0,,MAINE PUBLIC SERVICE,SMALL
2003-03-01,5724.0,,MAINE PUBLIC SERVICE,SMALL
2003-01-01,5713.0,,MAINE PUBLIC SERVICE,SMALL
2002-12-01,5715.0,,MAINE PUBLIC SERVICE,SMALL
2002-11-01,5703.0,,MAINE PUBLIC SERVICE,SMALL
2002-10-01,5646.0,,MAINE PUBLIC SERVICE,SMALL
2002-09-01,5597.0,,MAINE PUBLIC SERVICE,SMALL
2002-08-01,5571.0,,MAINE PUBLIC SERVICE,SMALL
2002-07-01,5467.0,,MAINE PUBLIC SERVICE,SMALL
2002-06-01,5262.0,,MAINE PUBLIC SERVICE,SMALL
2002-05-01,4723.0,,MAINE PUBLIC SERVICE,SMALL
2002-04-01,2750.0,,MAINE PUBLIC SERVICE,SMALL
2002-03-01,2240.0,,MAINE PUBLIC SERVICE,SMALL
2002-02-01,2010.0,,MAINE PUBLIC SERVICE,SMALL
2002-01-01,1650.0,,MAINE PUBLIC SERVICE,SMALL
2001-12-01,1281.0,,MAINE PUBLIC SERVICE,SMALL
2001-11-01,1095.0,,MAINE PUBLIC SERVICE,SMALL
2001-10-01,1072.0,,MAINE PUBLIC SERVICE,SMALL
2001-09-01,1065.0,,MAINE PUBLIC SERVICE,SMALL
2001-08-01,1815.0,,MAINE PUBLIC SERVICE,SMALL
2001-07-01,1857.0,,MAINE PUBLIC SERVICE,SMALL
2001-06-01,1875.0,,MAINE PUBLIC SERVICE,SMALL
2001-05-01,1863.0,,MAINE PUBLIC SERVICE,SMALL
2001-04-01,1900.0,,MAINE PUBLIC SERVICE,SMALL
2001-03-01,2022.0,,MAINE PUBLIC SERVICE,SMALL
2001-02-01,2037.0,,MAINE PUBLIC SERVICE,SMALL
2001-01-01,1833.0,,MAINE PUBLIC SERVICE,SMALL
2000-12-01,1680.0,,MAINE PUBLIC SERVICE,SMALL
2000-11-01,1644.0,,MAINE PUBLIC SERVICE,SMALL
2000-10-01,1461.0,,MAINE PUBLIC SERVICE,SMALL
2000-08-01,867.0,,MAINE PUBLIC SERVICE,SMALL
2023-07-31,50.0,203.0,MAINE PUBLIC SERVICE,MEDIUM
2023-06-30,51.0,204.0,MAINE PUBLIC SERVICE,MEDIUM
2023-05-31,51.0,204.0,MAINE PUBLIC SERVICE,MEDIUM
2023-04-30,50.0,212.0,MAINE PUBLIC SERVICE,MEDIUM
2023-03-31,50.0,206.0,MAINE PUBLIC SERVICE,MEDIUM
2023-02-28,55.0,210.0,MAINE PUBLIC SERVICE,MEDIUM
2023-01-31,56.0,211.0,MAINE PUBLIC SERVICE,MEDIUM
2022-12-31,47.0,212.0,MAINE PUBLIC SERVICE,MEDIUM
2022-11-30,47.0,210.0,MAINE PUBLIC SERVICE,MEDIUM
2022-10-31,51.0,208.0,MAINE PUBLIC SERVICE,MEDIUM
2022-09-30,54.0,207.0,MAINE PUBLIC SERVICE,MEDIUM
2022-08-31,54.0,178.0,MAINE PUBLIC SERVICE,MEDIUM
2022-07-31,58.0,181.0,MAINE PUBLIC SERVICE,MEDIUM
2022-06-30,72.0,204.0,MAINE PUBLIC SERVICE,MEDIUM
2022-05-31,80.0,201.0,MAINE PUBLIC SERVICE,MEDIUM
2022-04-30,79.0,202.0,MAINE PUBLIC SERVICE,MEDIUM
2022-03-21,75.0,199.0,MAINE PUBLIC SERVICE,MEDIUM
2022-02-28,75.0,199.0,MAINE PUBLIC SERVICE,MEDIUM
2022-01-31,75.0,198.0,MAINE PUBLIC SERVICE,MEDIUM
2021-12-31,55.0,154.0,MAINE PUBLIC SERVICE,MEDIUM
2021-11-30,57.0,154.0,MAINE PUBLIC SERVICE,MEDIUM
2021-10-31,56.0,154.0,MAINE PUBLIC SERVICE,MEDIUM
2021-09-30,69.0,196.0,MAINE PUBLIC SERVICE,MEDIUM
2021-08-31,123.0,199.0,MAINE PUBLIC SERVICE,MEDIUM
2021-07-01,76.0,199.0,MAINE PUBLIC SERVICE,MEDIUM
2021-06-01,69.0,202.0,MAINE PUBLIC SERVICE,MEDIUM
2021-05-01,69.0,203.0,MAINE PUBLIC SERVICE,MEDIUM
2021-04-01,69.0,203.0,MAINE PUBLIC SERVICE,MEDIUM
2021-03-01,76.0,205.0,MAINE PUBLIC SERVICE,MEDIUM
2021-02-01,76.0,201.0,MAINE PUBLIC SERVICE,MEDIUM
2021-01-01,77.0,200.0,MAINE PUBLIC SERVICE,MEDIUM
2020-12-31,71.0,198.0,MAINE PUBLIC SERVICE,MEDIUM
2020-11-30,77.0,200.0,MAINE PUBLIC SERVICE,MEDIUM
2020-10-31,77.0,199.0,MAINE PUBLIC SERVICE,MEDIUM
2020-09-30,71.0,198.0,MAINE PUBLIC SERVICE,MEDIUM
2020-08-01,69.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2020-07-01,78.0,201.0,MAINE PUBLIC SERVICE,MEDIUM
2020-06-01,71.0,201.0,MAINE PUBLIC SERVICE,MEDIUM
2020-05-01,78.0,200.0,MAINE PUBLIC SERVICE,MEDIUM
2020-04-01,78.0,199.0,MAINE PUBLIC SERVICE,MEDIUM
2020-03-01,79.0,200.0,MAINE PUBLIC SERVICE,MEDIUM
2020-02-01,80.0,202.0,MAINE PUBLIC SERVICE,MEDIUM
2020-01-01,77.0,187.0,MAINE PUBLIC SERVICE,MEDIUM
2019-12-01,76.0,184.0,MAINE PUBLIC SERVICE,MEDIUM
2019-11-01,75.0,184.0,MAINE PUBLIC SERVICE,MEDIUM
2019-10-01,75.0,184.0,MAINE PUBLIC SERVICE,MEDIUM
2019-09-01,74.0,181.0,MAINE PUBLIC SERVICE,MEDIUM
2019-08-01,74.0,180.0,MAINE PUBLIC SERVICE,MEDIUM
2019-07-01,72.0,180.0,MAINE PUBLIC SERVICE,MEDIUM
2019-06-01,72.0,180.0,MAINE PUBLIC SERVICE,MEDIUM
2019-05-01,72.0,180.0,MAINE PUBLIC SERVICE,MEDIUM
2019-04-01,72.0,181.0,MAINE PUBLIC SERVICE,MEDIUM
2019-03-01,72.0,181.0,MAINE PUBLIC SERVICE,MEDIUM
2019-02-01,70.0,181.0,MAINE PUBLIC SERVICE,MEDIUM
2019-01-01,69.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2018-12-01,71.0,184.0,MAINE PUBLIC SERVICE,MEDIUM
2018-11-01,71.0,184.0,MAINE PUBLIC SERVICE,MEDIUM
2018-10-31,71.0,184.0,MAINE PUBLIC SERVICE,MEDIUM
2018-09-01,71.0,184.0,MAINE PUBLIC SERVICE,MEDIUM
2018-08-01,72.0,185.0,MAINE PUBLIC SERVICE,MEDIUM
2018-07-01,72.0,185.0,MAINE PUBLIC SERVICE,MEDIUM
2018-06-01,72.0,185.0,MAINE PUBLIC SERVICE,MEDIUM
2018-05-01,68.0,186.0,MAINE PUBLIC SERVICE,MEDIUM
2018-04-01,68.0,186.0,MAINE PUBLIC SERVICE,MEDIUM
2018-03-01,68.0,187.0,MAINE PUBLIC SERVICE,MEDIUM
2018-02-01,68.0,187.0,MAINE PUBLIC SERVICE,MEDIUM
2018-01-01,72.0,187.0,MAINE PUBLIC SERVICE,MEDIUM
2017-12-01,72.0,186.0,MAINE PUBLIC SERVICE,MEDIUM
2017-11-01,72.0,187.0,MAINE PUBLIC SERVICE,MEDIUM
2017-10-01,72.0,187.0,MAINE PUBLIC SERVICE,MEDIUM
2017-09-01,72.0,187.0,MAINE PUBLIC SERVICE,MEDIUM
2017-08-01,72.0,187.0,MAINE PUBLIC SERVICE,MEDIUM
2017-07-01,72.0,187.0,MAINE PUBLIC SERVICE,MEDIUM
2017-06-01,72.0,188.0,MAINE PUBLIC SERVICE,MEDIUM
2017-05-01,72.0,188.0,MAINE PUBLIC SERVICE,MEDIUM
2017-04-01,71.0,187.0,MAINE PUBLIC SERVICE,MEDIUM
2017-03-01,72.0,188.0,MAINE PUBLIC SERVICE,MEDIUM
2017-02-01,72.0,188.0,MAINE PUBLIC SERVICE,MEDIUM
2017-01-01,72.0,189.0,MAINE PUBLIC SERVICE,MEDIUM
2016-12-01,70.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2016-11-01,72.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2016-10-01,74.0,189.0,MAINE PUBLIC SERVICE,MEDIUM
2016-09-01,75.0,221.0,MAINE PUBLIC SERVICE,MEDIUM
2016-08-01,73.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2016-07-01,55.0,173.0,MAINE PUBLIC SERVICE,MEDIUM
2016-06-01,63.0,188.0,MAINE PUBLIC SERVICE,MEDIUM
2016-05-01,64.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2016-04-01,55.0,180.0,MAINE PUBLIC SERVICE,MEDIUM
2016-03-01,63.0,189.0,MAINE PUBLIC SERVICE,MEDIUM
2016-02-01,55.0,189.0,MAINE PUBLIC SERVICE,MEDIUM
2016-01-01,55.0,173.0,MAINE PUBLIC SERVICE,MEDIUM
2015-12-01,64.0,190.0,MAINE PUBLIC SERVICE,MEDIUM
2015-11-01,47.0,192.0,MAINE PUBLIC SERVICE,MEDIUM
2015-10-01,31.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2015-09-01,26.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2015-08-01,22.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2015-07-01,21.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2015-06-01,21.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2015-05-01,21.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2015-04-01,22.0,185.0,MAINE PUBLIC SERVICE,MEDIUM
2015-03-01,18.0,184.0,MAINE PUBLIC SERVICE,MEDIUM
2015-02-01,18.0,185.0,MAINE PUBLIC SERVICE,MEDIUM
2015-01-01,18.0,181.0,MAINE PUBLIC SERVICE,MEDIUM
2014-12-01,16.0,172.0,MAINE PUBLIC SERVICE,MEDIUM
2014-11-01,41.0,173.0,MAINE PUBLIC SERVICE,MEDIUM
2014-10-14,52.0,173.0,MAINE PUBLIC SERVICE,MEDIUM
2014-09-01,52.0,173.0,MAINE PUBLIC SERVICE,MEDIUM
2014-08-01,53.0,174.0,MAINE PUBLIC SERVICE,MEDIUM
2014-07-01,54.0,179.0,MAINE PUBLIC SERVICE,MEDIUM
2014-06-01,54.0,179.0,MAINE PUBLIC SERVICE,MEDIUM
2014-05-01,54.0,178.0,MAINE PUBLIC SERVICE,MEDIUM
2014-04-01,54.0,180.0,MAINE PUBLIC SERVICE,MEDIUM
2014-03-01,53.0,180.0,MAINE PUBLIC SERVICE,MEDIUM
2014-02-01,53.0,180.0,MAINE PUBLIC SERVICE,MEDIUM
2014-01-01,53.0,179.0,MAINE PUBLIC SERVICE,MEDIUM
2013-12-01,53.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2013-11-01,52.0,178.0,MAINE PUBLIC SERVICE,MEDIUM
2013-10-01,52.0,181.0,MAINE PUBLIC SERVICE,MEDIUM
2013-09-01,52.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2013-08-01,46.0,173.0,MAINE PUBLIC SERVICE,MEDIUM
2013-07-01,52.0,185.0,MAINE PUBLIC SERVICE,MEDIUM
2013-06-01,52.0,177.0,MAINE PUBLIC SERVICE,MEDIUM
2013-05-01,52.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2013-04-01,52.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2013-03-01,52.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2013-02-01,52.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2013-01-01,51.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2012-12-01,50.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2012-11-01,39.0,152.0,MAINE PUBLIC SERVICE,MEDIUM
2012-10-01,50.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2012-09-01,50.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2012-08-01,50.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2012-07-01,50.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2012-06-01,50.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2012-05-01,45.0,159.0,MAINE PUBLIC SERVICE,MEDIUM
2012-04-01,48.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2012-03-01,46.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2012-02-01,46.0,184.0,MAINE PUBLIC SERVICE,MEDIUM
2012-01-01,46.0,184.0,MAINE PUBLIC SERVICE,MEDIUM
2011-12-01,46.0,183.0,MAINE PUBLIC SERVICE,MEDIUM
2011-11-01,46.0,184.0,MAINE PUBLIC SERVICE,MEDIUM
2011-10-10,45.0,177.0,MAINE PUBLIC SERVICE,MEDIUM
2011-09-11,46.0,187.0,MAINE PUBLIC SERVICE,MEDIUM
2011-08-01,46.0,188.0,MAINE PUBLIC SERVICE,MEDIUM
2011-07-01,45.0,190.0,MAINE PUBLIC SERVICE,MEDIUM
2011-06-01,45.0,188.0,MAINE PUBLIC SERVICE,MEDIUM
2011-05-01,46.0,185.0,MAINE PUBLIC SERVICE,MEDIUM
2011-04-01,46.0,185.0,MAINE PUBLIC SERVICE,MEDIUM
2011-03-01,46.0,182.0,MAINE PUBLIC SERVICE,MEDIUM
2011-02-01,57.0,185.0,MAINE PUBLIC SERVICE,MEDIUM
2011-01-01,49.0,170.0,MAINE PUBLIC SERVICE,MEDIUM
2010-12-01,56.0,181.0,MAINE PUBLIC SERVICE,MEDIUM
2010-11-01,56.0,186.0,MAINE PUBLIC SERVICE,MEDIUM
2010-10-01,56.0,191.0,MAINE PUBLIC SERVICE,MEDIUM
2010-09-01,55.0,191.0,MAINE PUBLIC SERVICE,MEDIUM
2010-08-01,56.0,190.0,MAINE PUBLIC SERVICE,MEDIUM
2010-07-01,56.0,190.0,MAINE PUBLIC SERVICE,MEDIUM
2010-06-01,56.0,190.0,MAINE PUBLIC SERVICE,MEDIUM
2010-05-01,53.0,188.0,MAINE PUBLIC SERVICE,MEDIUM
2010-04-01,54.0,185.0,MAINE PUBLIC SERVICE,MEDIUM
2010-03-01,54.0,185.0,MAINE PUBLIC SERVICE,MEDIUM
2010-02-01,56.0,188.0,MAINE PUBLIC SERVICE,MEDIUM
2010-01-01,53.0,188.0,MAINE PUBLIC SERVICE,MEDIUM
2009-12-01,56.0,188.0,MAINE PUBLIC SERVICE,MEDIUM
2009-11-01,56.0,190.0,MAINE PUBLIC SERVICE,MEDIUM
2009-10-01,56.0,192.0,MAINE PUBLIC SERVICE,MEDIUM
2009-09-01,59.0,203.0,MAINE PUBLIC SERVICE,MEDIUM
2009-08-01,59.0,203.0,MAINE PUBLIC SERVICE,MEDIUM
2009-07-01,60.0,203.0,MAINE PUBLIC SERVICE,MEDIUM
2009-06-01,60.0,202.0,MAINE PUBLIC SERVICE,MEDIUM
2009-05-01,60.0,200.0,MAINE PUBLIC SERVICE,MEDIUM
2009-04-01,57.0,200.0,MAINE PUBLIC SERVICE,MEDIUM
2009-03-01,39.0,200.0,MAINE PUBLIC SERVICE,MEDIUM
2009-02-01,32.0,202.0,MAINE PUBLIC SERVICE,MEDIUM
2009-01-01,32.0,202.0,MAINE PUBLIC SERVICE,MEDIUM
2008-12-01,32.0,204.0,MAINE PUBLIC SERVICE,MEDIUM
2008-11-01,33.0,205.0,MAINE PUBLIC SERVICE,MEDIUM
2008-10-01,33.0,208.0,MAINE PUBLIC SERVICE,MEDIUM
2008-09-01,33.0,207.0,MAINE PUBLIC SERVICE,MEDIUM
2008-08-01,33.0,207.0,MAINE PUBLIC SERVICE,MEDIUM
2008-07-01,33.0,203.0,MAINE PUBLIC SERVICE,MEDIUM
2008-06-01,33.0,203.0,MAINE PUBLIC SERVICE,MEDIUM
2008-05-01,33.0,202.0,MAINE PUBLIC SERVICE,MEDIUM
2008-04-01,33.0,203.0,MAINE PUBLIC SERVICE,MEDIUM
2008-03-01,33.0,204.0,MAINE PUBLIC SERVICE,MEDIUM
2008-02-01,34.0,205.0,MAINE PUBLIC SERVICE,MEDIUM
2008-01-01,34.0,203.0,MAINE PUBLIC SERVICE,MEDIUM
2007-12-01,34.0,206.0,MAINE PUBLIC SERVICE,MEDIUM
2007-11-01,34.0,210.0,MAINE PUBLIC SERVICE,MEDIUM
2007-10-01,34.0,210.0,MAINE PUBLIC SERVICE,MEDIUM
2007-09-01,34.0,212.0,MAINE PUBLIC SERVICE,MEDIUM
2007-08-01,34.0,213.0,MAINE PUBLIC SERVICE,MEDIUM
2007-07-01,34.0,212.0,MAINE PUBLIC SERVICE,MEDIUM
2007-06-01,35.0,212.0,MAINE PUBLIC SERVICE,MEDIUM
2007-05-01,35.0,207.0,MAINE PUBLIC SERVICE,MEDIUM
2007-04-01,38.0,206.0,MAINE PUBLIC SERVICE,MEDIUM
2007-03-01,38.0,206.0,MAINE PUBLIC SERVICE,MEDIUM
2007-02-01,54.0,209.0,MAINE PUBLIC SERVICE,MEDIUM
2007-01-01,64.0,212.0,MAINE PUBLIC SERVICE,MEDIUM
2006-12-01,63.0,211.0,MAINE PUBLIC SERVICE,MEDIUM
2006-11-01,63.0,212.0,MAINE PUBLIC SERVICE,MEDIUM
2006-10-01,63.0,212.0,MAINE PUBLIC SERVICE,MEDIUM
2006-09-01,63.0,209.0,MAINE PUBLIC SERVICE,MEDIUM
2006-08-01,63.0,211.0,MAINE PUBLIC SERVICE,MEDIUM
2006-07-01,63.0,209.0,MAINE PUBLIC SERVICE,MEDIUM
2006-06-01,64.0,207.0,MAINE PUBLIC SERVICE,MEDIUM
2006-05-01,63.0,206.0,MAINE PUBLIC SERVICE,MEDIUM
2006-04-01,65.0,208.0,MAINE PUBLIC SERVICE,MEDIUM
2006-03-01,84.0,209.0,MAINE PUBLIC SERVICE,MEDIUM
2006-02-01,84.0,209.0,MAINE PUBLIC SERVICE,MEDIUM
2006-01-01,82.0,211.0,MAINE PUBLIC SERVICE,MEDIUM
2005-12-01,83.0,213.0,MAINE PUBLIC SERVICE,MEDIUM
2005-11-01,82.0,212.0,MAINE PUBLIC SERVICE,MEDIUM
2005-10-01,82.0,213.0,MAINE PUBLIC SERVICE,MEDIUM
2005-09-01,85.0,215.0,MAINE PUBLIC SERVICE,MEDIUM
2005-08-01,86.0,215.0,MAINE PUBLIC SERVICE,MEDIUM
2005-07-01,86.0,216.0,MAINE PUBLIC SERVICE,MEDIUM
2005-06-01,85.0,211.0,MAINE PUBLIC SERVICE,MEDIUM
2005-05-01,117.0,213.0,MAINE PUBLIC SERVICE,MEDIUM
2005-04-01,116.0,214.0,MAINE PUBLIC SERVICE,MEDIUM
2005-03-01,121.0,213.0,MAINE PUBLIC SERVICE,MEDIUM
2005-02-01,127.0,212.0,MAINE PUBLIC SERVICE,MEDIUM
2005-01-01,128.0,218.0,MAINE PUBLIC SERVICE,MEDIUM
2004-12-01,128.0,,MAINE PUBLIC SERVICE,MEDIUM
2004-11-01,128.0,,MAINE PUBLIC SERVICE,MEDIUM
2004-10-01,128.0,,MAINE PUBLIC SERVICE,MEDIUM
2004-09-01,125.0,,MAINE PUBLIC SERVICE,MEDIUM
2004-08-01,120.0,,MAINE PUBLIC SERVICE,MEDIUM
2004-07-01,121.0,,MAINE PUBLIC SERVICE,MEDIUM
2004-06-01,120.0,,MAINE PUBLIC SERVICE,MEDIUM
2004-05-01,120.0,,MAINE PUBLIC SERVICE,MEDIUM
2004-04-01,123.0,,MAINE PUBLIC SERVICE,MEDIUM
2004-03-01,123.0,,MAINE PUBLIC SERVICE,MEDIUM
2004-02-01,162.0,,MAINE PUBLIC SERVICE,MEDIUM
2004-01-01,162.0,,MAINE PUBLIC SERVICE,MEDIUM
2003-12-01,166.0,,MAINE PUBLIC SERVICE,MEDIUM
2003-11-01,166.0,,MAINE PUBLIC SERVICE,MEDIUM
2003-10-01,167.0,,MAINE PUBLIC SERVICE,MEDIUM
2003-09-01,166.0,,MAINE PUBLIC SERVICE,MEDIUM
2003-08-01,167.0,,MAINE PUBLIC SERVICE,MEDIUM
2003-07-01,163.0,,MAINE PUBLIC SERVICE,MEDIUM
2003-06-01,172.0,,MAINE PUBLIC SERVICE,MEDIUM
2003-05-01,172.0,,MAINE PUBLIC SERVICE,MEDIUM
2003-04-01,172.0,,MAINE PUBLIC SERVICE,MEDIUM
2003-03-01,168.0,,MAINE PUBLIC SERVICE,MEDIUM
2003-01-01,167.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-12-01,171.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-11-01,172.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-10-01,170.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-09-01,168.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-08-01,164.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-07-01,161.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-06-01,160.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-05-01,158.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-04-01,156.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-03-01,150.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-02-01,147.0,,MAINE PUBLIC SERVICE,MEDIUM
2002-01-01,172.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-12-01,130.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-11-01,89.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-10-01,89.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-09-01,37.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-08-01,104.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-07-01,114.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-06-01,114.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-05-01,115.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-04-01,114.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-03-01,114.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-02-01,115.0,,MAINE PUBLIC SERVICE,MEDIUM
2001-01-01,111.0,,MAINE PUBLIC SERVICE,MEDIUM
