DATE,CEP_LOAD_MWH,TOTAL_CLASS_LOAD_MWH,UTILITY,CUSTOMER_CLASS
2005-03-01,191.35714285714286,294.9642857142857,MAINE PUBLIC SERVICE,MEDIUM
2005-02-01,200.90322580645162,311.0,MAINE PUBLIC SERVICE,MEDIUM
2005-01-01,186.29032258064515,289.51612903225805,MAINE PUBLIC SERVICE,MEDIUM
2004-12-01,,,MAINE PUBLIC SERVICE,MEDIUM
2004-11-01,,,MAINE PUBLIC SERVICE,MEDIUM
2004-10-01,,,MAINE PUBLIC SERVICE,MEDIUM
2004-09-01,,,MAINE PUBLIC SERVICE,MEDIUM
2004-08-01,,,MAINE PUBLIC SERVICE,MEDIUM
2004-07-01,,,MAINE PUBLIC SERVICE,MEDIUM
2004-06-01,,,MAINE PUBLIC SERVICE,MEDIUM
2004-05-01,,,MAINE PUBLIC SERVICE,MEDIUM
2004-04-01,,,MAINE PUBLIC SERVICE,MEDIUM
2004-03-01,,,MAINE PUBLIC SERVICE,MEDIUM
2004-02-01,,,MAINE PUBLIC SERVICE,MEDIUM
2004-01-01,,,MAINE PUBLIC SERVICE,MEDIUM
2003-12-01,,,MAINE PUBLIC SERVICE,MEDIUM
2003-11-01,,,MAINE PUBLIC SERVICE,MEDIUM
2003-10-01,,,MAINE PUBLIC SERVICE,MEDIUM
2003-09-01,,,MAINE PUBLIC SERVICE,MEDIUM
2003-08-01,,,MAINE PUBLIC SERVICE,MEDIUM
2003-07-01,,,MAINE PUBLIC SERVICE,MEDIUM
2003-06-01,,,MAINE PUBLIC SERVICE,MEDIUM
2003-05-01,,,MAINE PUBLIC SERVICE,MEDIUM
2003-04-01,,,MAINE PUBLIC SERVICE,MEDIUM
2003-02-01,,,MAINE PUBLIC SERVICE,MEDIUM
2003-01-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-12-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-11-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-10-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-09-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-08-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-07-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-06-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-05-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-04-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-03-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-02-01,,,MAINE PUBLIC SERVICE,MEDIUM
2002-01-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-12-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-11-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-10-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-09-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-08-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-07-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-06-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-05-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-04-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-03-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-02-01,,,MAINE PUBLIC SERVICE,MEDIUM
2001-01-01,,,MAINE PUBLIC SERVICE,MEDIUM
2000-12-01,,,MAINE PUBLIC SERVICE,MEDIUM
2000-11-01,,,MAINE PUBLIC SERVICE,MEDIUM
2000-10-01,,,MAINE PUBLIC SERVICE,MEDIUM
2000-09-01,,,MAINE PUBLIC SERVICE,MEDIUM
2000-08-01,,,MAINE PUBLIC SERVICE,MEDIUM
